,agency,firename,lat,lon,startdate,hectares,stage_of_control,timezone,response_type,timestamp
0,on,RED_FIRE_032,52.1375,-94.6138, 2023-06-11 21:47:00,535.6, OC, GMT, FUL,2023-07-27 08:44:40
1,qc,566,53.1794,-68.8033, 2023-07-02 19:19:00,2813.4, OC, EDT, MON,2023-07-27 08:44:40
2,qc,629,58.1375,-67.4728, 2023-07-11 01:14:00,697.9, OC, EDT, MON,2023-07-27 08:44:40
3,mb,NO043,55.8589,-94.3678, 2023-06-19 05:00:00,200.0, OC, CDT, MON,2023-07-27 08:44:40
4,nt,SS028-23,61.2914,-103.791, 2023-06-30 15:29:00,1093.0, OC, MDT, MON,2023-07-27 08:44:40
5,ab,LWF-047-2023,54.6685,-111.908, 2023-04-26 18:09:00,0.1, UC, , FUL,2023-07-27 08:44:40
6,ab,SWF-086-2023,55.1798,-114.116, 2023-05-17 02:17:00,4742.0, UC, MDT, FUL,2023-07-27 08:44:40
7,bc,2023-N40596,52.0451,-118.702, 2023-06-04 01:42:00,1138.93, UC, PDT, MOD,2023-07-27 08:44:40
8,bc,2023-G70645,55.154,-120.67, 2023-06-06 20:41:00,25095.0, BH, PDT, FUL,2023-07-27 08:44:40
9,ab,SWF-087-2023,55.2281,-114.275, 2023-05-17 02:29:00,1036.0, UC, MDT, FUL,2023-07-27 08:44:40
10,on,SLK_FIRE_070,54.4874,-91.6793, 2023-07-05 22:50:00,300.0, OC, GMT, MON,2023-07-27 08:44:40
11,ab,MWF-049-2023,59.9142,-110.114, 2023-07-06 00:01:00,10.0, BH, MDT, FUL,2023-07-27 08:44:40
12,ab,LWF-158-2023,55.9235,-110.689, 2023-06-22 16:42:00,0.01, UC, MDT, FUL,2023-07-27 08:44:40
13,on,CHA_FIRE_006,48.166,-83.8425, 2023-06-04 14:52:00,1229.0, UC, GMT, FUL,2023-07-27 08:44:40
14,bc,2023-R11170,53.6375,-125.922, 2023-07-07 02:49:00,0.1, UC, PDT, FUL,2023-07-27 08:44:40
15,ab,SWF-103-2023,56.8033,-115.089, 2023-06-21 22:36:00,40.5, UC, MDT, FUL,2023-07-27 08:44:40
16,bc,2023-R90877,57.4801,-127.652, 2023-06-24 16:18:00,15000.0, OC, PDT, MOD,2023-07-27 08:44:40
