,agency,firename,lat,lon,startdate,hectares,stage_of_control,timezone,response_type,timestamp
0,on,RED_FIRE_032,52.1375,-94.6138, 2023-06-11 21:47:00,535.6, OC, GMT, FUL,2023-07-22 22:43:44
1,qc,566,53.1794,-68.8033, 2023-07-02 19:19:00,2813.4, OC, EDT, MON,2023-07-22 22:43:44
2,qc,629,58.1375,-67.4728, 2023-07-11 01:14:00,697.9, OC, EDT, MON,2023-07-22 22:43:44
3,bc,2023-G41848,54.1939,-124.116, 2023-07-18 03:26:00,1.6, UC, PDT, FUL,2023-07-22 22:43:44
4,bc,2023-K21795,51.4502,-119.426, 2023-07-17 12:23:00,1.46, UC, PDT, FUL,2023-07-22 22:43:44
5,mb,NO043,55.8589,-94.3678, 2023-06-19 05:00:00,200.0, OC, CDT, MON,2023-07-22 22:43:44
6,nt,SS028-23,61.2914,-103.791, 2023-06-30 15:29:00,1093.0, OC, MDT, MON,2023-07-22 22:43:44
7,ab,LWF-047-2023,54.6685,-111.908, 2023-04-26 18:09:00,0.1, UC, , FUL,2023-07-22 22:43:44
8,bc,2023-V72098,49.0757,-123.998, 2023-07-22 16:44:00,0.01, OC, PDT, FUL,2023-07-22 22:43:44
9,mb,NO090,57.7817,-97.7894, 2023-07-20 05:00:00,121.0, OC, CDT, MON,2023-07-22 22:43:44
10,ab,SWF-086-2023,55.1798,-114.116, 2023-05-17 02:17:00,4742.0, UC, MDT, FUL,2023-07-22 22:43:44
11,bc,2023-N40596,52.0451,-118.702, 2023-06-04 01:42:00,1138.93, UC, PDT, MOD,2023-07-22 22:43:44
12,bc,2023-G70645,55.154,-120.67, 2023-06-06 20:41:00,25095.0, BH, PDT, FUL,2023-07-22 22:43:44
13,qc,520,53.7708,-73.2528, 2023-06-24 23:17:00,9380.7, OC, EDT, MON,2023-07-22 22:43:44
14,ab,SWF-087-2023,55.2281,-114.275, 2023-05-17 02:29:00,1036.0, UC, MDT, FUL,2023-07-22 22:43:44
15,on,SLK_FIRE_070,54.4874,-91.6793, 2023-07-05 22:50:00,300.0, OC, GMT, MON,2023-07-22 22:43:44
16,ab,MWF-049-2023,59.9142,-110.114, 2023-07-06 00:01:00,10.0, BH, MDT, FUL,2023-07-22 22:43:44
17,qc,611,55.6811,-74.9025, 2023-07-05 05:43:00,0.1, OC, EDT, MON,2023-07-22 22:43:44
18,bc,2023-N11368,49.0313,-115.079, 2023-07-09 04:14:00,0.1, UC, PDT, FUL,2023-07-22 22:43:44
19,ab,LWF-158-2023,55.9235,-110.689, 2023-06-22 16:42:00,0.01, UC, MDT, FUL,2023-07-22 22:43:44
20,on,CHA_FIRE_006,48.166,-83.8425, 2023-06-04 14:52:00,1229.0, UC, GMT, FUL,2023-07-22 22:43:44
21,bc,2023-R11170,53.6375,-125.922, 2023-07-07 02:49:00,0.1, UC, PDT, FUL,2023-07-22 22:43:44
22,qc,562,56.4439,-68.3453, 2023-07-02 21:13:00,1220.3, OC, EDT, MON,2023-07-22 22:43:44
23,ab,SWF-103-2023,56.8033,-115.089, 2023-06-21 22:36:00,40.5, UC, MDT, FUL,2023-07-22 22:43:44
24,bc,2023-R90877,57.4801,-127.652, 2023-06-24 16:18:00,15000.0, OC, PDT, MOD,2023-07-22 22:43:44
25,bc,2023-R91715,58.9894,-130.221, 2023-07-15 04:12:00,5.0, OC, PDT, FUL,2023-07-22 22:43:44
26,bc,2023-VA1381,53.0425,-126.331, 2023-07-09 16:37:00,2272.0, OC, PDT, FUL,2023-07-22 22:43:44
27,conus,Hayden,44.7025,-113.742, ,1471.36, 0% contained,,,2023-07-22 22:43:44
28,conus,Bowles Creek,46.1903,-113.812, ,336.555, 0% contained,,,2023-07-22 22:43:44
29,qc,621,52.6203,-77.0033, 2023-07-05 21:19:00,715.6, OC, EDT, MON,2023-07-22 22:43:44
30,qc,618,56.9725,-67.3606, 2023-07-08 03:59:00,11006.8, OC, EDT, MON,2023-07-22 22:43:44
31,qc,615,54.6356,-72.3578, 2023-07-05 19:56:00,0.1, OC, EDT, MON,2023-07-22 22:43:44
32,qc,619,54.2244,-77.3661, 2023-07-05 20:36:00,194.6, OC, EDT, MON,2023-07-22 22:43:44
33,qc,612,51.9933,-66.9811, 2023-07-06 17:31:00,50.6, OC, EDT, MON,2023-07-22 22:43:44
34,qc,379,50.1667,-73.4733, 2023-06-02 15:00:00,70266.9, UC, EDT, FUL,2023-07-22 22:43:44
