,agency,firename,lat,lon,startdate,hectares,stage_of_control,timestamp
0,ab,PWF-024-2023,56.4285,-116.097, 2023-05-03 14:26:00,0.5, UC,2023-05-04 16:36:04
1,bc,2023-G80173,56.934,-120.978, 2023-05-03 00:33:00,4.0, UC,2023-05-04 16:36:04
2,bc,2023-G70168,55.6748,-120.101, 2023-05-02 22:21:00,1.0, UC,2023-05-04 16:36:04
3,bc,2023-G80175,56.558,-121.921, 2023-05-03 04:05:00,100.0, OC,2023-05-04 16:36:04
4,bc,2023-C50188,52.4598,-125.31, 2023-05-03 23:36:00,0.09, UC,2023-05-04 16:36:04
5,bc,2023-G80117,56.5133,-122.007, 2023-04-29 00:18:00,50.0, UC,2023-05-04 16:36:04
6,bc,2023-C50100,52.0351,-123.177, 2023-04-27 21:19:00,209.0, BH,2023-05-04 16:36:04
7,ab,WWF-019-2023,54.4245,-116.543, 2023-05-04 01:37:00,0.1, BH,2023-05-04 16:36:04
8,sk,23LF-ROCKY,53.723,-104.584, 2023-05-02 14:27:34,420.0, OC,2023-05-04 16:36:04
9,bc,2023-C40197,51.292,-122.009, 2023-05-04 01:34:00,53.0, BH,2023-05-04 16:36:04
10,ab,WWF-015-2023,54.0948,-115.322, 2023-04-29 23:00:00,47.0, BH,2023-05-04 16:36:04
11,bc,2023-G70131,55.4533,-120.059, 2023-04-29 21:10:00,10.0, UC,2023-05-04 16:36:04
12,bc,2023-C20093,51.9843,-122.636, 2023-04-27 00:31:00,60.0, UC,2023-05-04 16:36:04
13,yt,2023XY003,60.7754,-135.064, 2023-05-03 21:43:00,2.0, BH,2023-05-04 16:36:04
14,sk,23HB-DELTA,53.9605,-102.404, 2023-05-03 10:40:34,5.0, OC,2023-05-04 16:36:04
15,ab,MWF-009-2023,56.4365,-111.201, 2023-05-02 20:32:00,16.1, BH,2023-05-04 16:36:04
16,ab,RWF-019-2023,52.2044,-115.171, 2023-05-03 21:44:00,0.01, UC,2023-05-04 16:36:04
17,ab,RWF-023-2023,52.6643,-115.439, 2023-05-03 23:15:00,0.01, UC,2023-05-04 16:36:04
18,ab,PWF-025-2023,56.2657,-117.33, 2023-05-03 22:38:00,1.8, BH,2023-05-04 16:36:04
19,ab,RWF-021-2023,52.5116,-115.595, 2023-05-03 22:14:00,0.5, UC,2023-05-04 16:36:04
20,sk,23DN-BIIR02,54.4129,-109.629, 2023-05-01 13:49:35,1.0, UC,2023-05-04 16:36:04
21,ab,RWF-026-2023,53.1024,-115.681, 2023-05-04 01:53:00,0.4, OC,2023-05-04 16:36:04
22,ab,RWF-027-2023,52.8209,-115.908, 2023-05-04 02:00:00,0.01, OC,2023-05-04 16:36:04
23,bc,2023-R10185,54.1994,-125.805, 2023-05-03 22:23:00,5.0, OC,2023-05-04 16:36:04
24,bc,2023-G70124,55.8354,-121.848, 2023-04-29 05:31:00,100.0, OC,2023-05-04 16:36:04
25,ab,EWF-027-2023,53.341,-117.133, 2023-05-03 23:04:00,0.01, UC,2023-05-04 16:36:04
26,ab,EWF-028-2023,53.7142,-115.817, 2023-05-04 00:30:00,0.1, UC,2023-05-04 16:36:04
27,ab,RWF-028-2023,52.8853,-116.036, 2023-05-04 02:30:00,0.01, UC,2023-05-04 16:36:04
28,ab,PWF-027-2023,56.4153,-118.698, 2023-05-04 03:19:00,0.4, BH,2023-05-04 16:36:04
29,ab,MWF-010-2023,56.9355,-111.549, 2023-05-03 18:24:00,18.7, BH,2023-05-04 16:36:04
30,ab,EWF-026-2023,53.7428,-115.856, 2023-05-03 20:28:00,2.5, UC,2023-05-04 16:36:04
31,ab,WWF-018-2023,54.4528,-116.672, 2023-05-04 01:47:00,0.1, UC,2023-05-04 16:36:04
32,ab,HWF-030-2023,58.468,-114.484, 2023-05-02 21:29:00,1458.0, OC,2023-05-04 16:36:04
33,bc,2023-G80190,56.34,-121.083, 2023-05-03 23:46:00,60.0, OC,2023-05-04 16:36:04
34,bc,2023-K40194,50.8109,-119.656, 2023-05-04 00:36:00,0.01, UC,2023-05-04 16:36:04
35,ab,EWF-029-2023,53.1687,-115.648, 2023-05-04 01:38:00,0.2, UC,2023-05-04 16:36:04
36,ab,SWF-056-2023,55.1723,-114.171, 2023-05-04 00:30:00,0.1, BH,2023-05-04 16:36:04
37,sk,23PA-LILLY,53.0138,-106.191, 2023-04-29 17:55:27,648.0, UC,2023-05-04 16:36:04
38,bc,2023-C50191,52.4651,-125.314, 2023-05-04 00:05:00,0.4, UC,2023-05-04 16:36:04
39,sk,23PA-MIR01,53.1255,-106.822, 2023-05-03 16:06:36,5.0, OC,2023-05-04 16:36:04
40,bc,2023-G80122,56.7135,-121.082, 2023-04-29 02:53:00,8.0, OC,2023-05-04 16:36:04
41,bc,2023-G70170,55.8229,-120.964, 2023-05-02 23:37:00,4.1, BH,2023-05-04 16:36:04
42,bc,2023-G70182,55.7138,-121.507, 2023-05-03 21:08:00,1.0, OC,2023-05-04 16:36:04
43,bc,2023-G70195,55.677,-120.114, 2023-05-04 01:05:00,1.8, OC,2023-05-04 16:36:04
44,ab,LWF-084-2023,54.6224,-111.829, 2023-05-04 03:35:00,300.0, OC,2023-05-04 16:36:04
45,ab,RWF-024-2023,51.702,-115.216, 2023-05-03 23:29:00,0.1, BH,2023-05-04 16:36:04
46,ab,WCU-002-2023,53.6246,-115.101, 2023-04-30 01:37:00,2254.0, OC,2023-05-04 16:36:04
47,sk,23LX-BEAVER,55.4285,-107.771, 2023-04-30 15:25:44,5.0, OC,2023-05-04 16:36:04
48,mb,EA003,51.5814,-98.7156, 2023-05-03 05:00:00,12.8, UC,2023-05-04 16:36:04
49,mb,EA004,51.7111,-98.6114, 2023-05-03 05:00:00,50.0, UC,2023-05-04 16:36:04
50,pc,2023RM1,50.6668,-100.061, 2023-05-02 23:27:57,115.3, UC,2023-05-04 16:36:04
51,sk,23BN-VERMETTE,55.6443,-109.219, 2023-04-29 19:52:08,2900.0, OC,2023-05-04 16:36:04
52,ab,GWF-016-2023,55.791,-119.192, 2023-05-04 00:13:00,3.0, BH,2023-05-04 16:36:04
53,ns,05-05-2023,44.341,-65.9681, 2023-05-04 06:00:00,1.0, UC,2023-05-04 16:36:04
54,bc,2023-V50198,49.8332,-124.106, 2023-05-04 02:44:00,1.5, OC,2023-05-04 16:36:04
55,bc,2023-N10166,49.6538,-116.036, 2023-05-02 20:04:00,4.1, UC,2023-05-04 16:36:04
