,agency,firename,lat,lon,startdate,hectares,stage_of_control,timezone,response_type,timestamp
105,bc,2023-G11783,54.9773,-122.16, 2023-07-17 01:19:00,0.01, BH, PDT, MON,2023-07-19 04:43:39
106,bc,2023-V71784,49.2378,-124.792, 2023-07-17 01:55:00,1.0, UC, PDT, FUL,2023-07-19 04:43:39
107,bc,2023-R41397,55.1648,-127.794, 2023-07-09 20:41:00,0.01, OC, PDT, FUL,2023-07-19 04:43:39
108,bc,2023-G41189,53.0046,-125.367, 2023-07-07 20:21:00,2580.0, OC, PDT, FUL,2023-07-19 04:43:39
109,bc,2023-N11771,49.7744,-115.846, 2023-07-16 21:40:00,0.3, UC, PDT, FUL,2023-07-19 04:43:39
110,bc,2023-C31684,52.5704,-120.494, 2023-07-14 17:25:00,4.4, OC, PDT, FUL,2023-07-19 04:43:39
111,sk,23LA-WAPA,54.7295,-104.651, 2023-06-10 16:52:03,21000.0, UC, CST, FUL,2023-07-19 04:43:39
112,bc,2023-R91733,58.0147,-128.438, 2023-07-15 22:57:00,85.0, OC, PDT, FUL,2023-07-19 04:43:39
113,bc,2023-R41762,55.3062,-127.218, 2023-07-16 19:54:00,0.1, UC, PDT, FUL,2023-07-19 04:43:39
114,bc,2023-R91774,59.1154,-132.885, 2023-07-16 23:01:00,0.7, OC, PDT, FUL,2023-07-19 04:43:39
115,bc,2023-K71032,50.6616,-123.093, 2023-07-01 18:57:00,200.0, OC, PDT, MOD,2023-07-19 04:43:39
116,bc,2023-K71649,50.8508,-122.974, 2023-07-13 13:45:00,80.0, OC, PDT, FUL,2023-07-19 04:43:39
117,bc,2023-K71705,50.3047,-121.826, 2023-07-15 01:50:00,154.0, OC, PDT, FUL,2023-07-19 04:43:39
118,bc,2023-K71778,50.7831,-121.889, 2023-07-17 00:28:00,27.0, OC, PDT, FUL,2023-07-19 04:43:39
119,bc,2023-K41849,51.0705,-118.581, 2023-07-18 03:38:00,0.01, OC, PDT, FUL,2023-07-19 04:43:39
120,bc,2023-R11816,53.6649,-125.208, 2023-07-17 23:12:00,1.5, OC, PDT, FUL,2023-07-19 04:43:39
121,mb,WE018,55.4372,-101.673, 2023-06-16 05:00:00,11808.0, OC, CDT, MON,2023-07-19 04:43:39
122,mb,WE023,55.1442,-99.3611, 2023-06-21 05:00:00,1100.0, OC, CDT, MOD,2023-07-19 04:43:39
123,mb,WE024,55.2417,-99.4469, 2023-06-23 05:00:00,51.1, OC, CDT, MOD,2023-07-19 04:43:39
124,mb,WE026,54.9686,-101.114, 2023-06-24 05:00:00,39.9, UC, CDT, FUL,2023-07-19 04:43:39
125,mb,WE027,53.4722,-99.5917, 2023-06-29 05:00:00,18562.0, OC, CDT, FUL,2023-07-19 04:43:39
126,mb,WE035,54.1517,-101.753, 2023-07-02 05:00:00,19.2, UC, CDT, FUL,2023-07-19 04:43:39
127,mb,NO076,54.8044,-97.0836, 2023-07-03 05:00:00,18.0, OC, CDT, FUL,2023-07-19 04:43:39
128,mb,NO081,53.7006,-97.5319, 2023-07-05 05:00:00,3.4, OC, CDT, MON,2023-07-19 04:43:39
129,bc,2023-K51680,49.1341,-119.952, 2023-07-14 07:46:00,10.0, OC, PDT, MON,2023-07-19 04:43:39
130,bc,2023-R41582,55.3063,-127.703, 2023-07-12 05:54:00,36.0, BH, PDT, FUL,2023-07-19 04:43:39
131,on,SLK_FIRE_044,51.0888,-90.8216, 2023-06-19 20:40:00,6730.4, BH, GMT, FUL,2023-07-19 04:43:39
132,qc,590,51.9708,-77.9328, 2023-07-05 14:16:00,60325.1, BH, EDT, MOD,2023-07-19 04:43:39
133,ab,HWF-036-2023,58.4906,-119.403, 2023-05-03 22:26:00,181200.0, BH, MDT, FUL,2023-07-19 04:43:39
134,qc,634,50.0181,-79.0653, 2023-07-17 21:18:00,0.1, UC, EDT, FUL,2023-07-19 04:43:39
135,sk,23LA-KENNY,55.0362,-104.087, 2023-06-07 10:28:38,53371.3, OC, CST, FUL,2023-07-19 04:43:39
136,ab,WWF-023-2023,54.3939,-116.341, 2023-05-05 20:03:00,66436.7, BH, MDT, FUL,2023-07-19 04:43:39
137,ab,HWF-058-2023,58.1671,-118.42, 2023-06-05 01:03:00,39410.0, OC, MDT, FUL,2023-07-19 04:43:39
138,ab,PWF-067-2023,57.6495,-117.892, 2023-06-24 22:55:00,5248.0, OC, MDT, FUL,2023-07-19 04:43:39
139,ab,PWF-079-2023,57.7076,-118.326, 2023-06-29 23:15:00,3.0, UC, MDT, FUL,2023-07-19 04:43:39
140,bc,2023-G71478,54.7269,-120.136, 2023-07-10 15:31:00,8.6, UC, PDT, FUL,2023-07-19 04:43:39
141,bc,2023-C11321,52.9958,-124.461, 2023-07-09 00:26:00,32.0, OC, PDT, FUL,2023-07-19 04:43:39
142,yt,2023OT003,59.6354,-129.416, 2023-07-14 16:56:00,40000.0, OC, PDT, FUL,2023-07-19 04:43:39
143,qc,608,50.8381,-78.4067, 2023-07-05 19:49:00,209181.0, BH, EDT, MON,2023-07-19 04:43:39
144,bc,2023-V11853,49.4403,-121.442, 2023-07-18 16:27:00,0.01, OC, PDT, FUL,2023-07-19 04:43:39
145,bc,2023-K21838,50.8933,-119.68, 2023-07-18 02:07:00,0.01, UC, PDT, FUL,2023-07-19 04:43:39
146,qc,593,51.4725,-77.3678, 2023-07-06 18:46:00,10168.4, BH, EDT, MOD,2023-07-19 04:43:39
147,qc,604,51.7181,-77.0631, 2023-07-05 16:33:00,2531.6, BH, EDT, MON,2023-07-19 04:43:39
148,ab,CWF-036-2023,49.5336,-114.497, 2023-07-17 19:34:00,0.2, BH, MDT, FUL,2023-07-19 04:43:39
149,pc,2023WB25,59.5079,-114.258, 2023-07-17 19:39:53,2000.0, OC, MDT, MON,2023-07-19 04:43:39
150,bc,2023-V11855,49.0487,-121.967, 2023-07-18 17:51:00,0.01, OC, PDT, FUL,2023-07-19 04:43:39
151,bc,2023-N11805,49.6108,-115.713, 2023-07-17 21:16:00,800.0, OC, PDT, FUL,2023-07-19 04:43:39
152,bc,2023-N71835,50.2359,-116.842, 2023-07-18 01:44:00,13.0, OC, PDT, FUL,2023-07-19 04:43:39
153,qc,575,51.3069,-77.3306, 2023-07-05 15:39:00,27321.1, BH, EDT, MON,2023-07-19 04:43:39
154,qc,577,51.22,-77.1336, 2023-07-05 16:29:00,3796.7, BH, EDT, MON,2023-07-19 04:43:39
155,qc,595,51.7064,-77.4492, 2023-07-05 21:00:00,2030.7, BH, EDT, MON,2023-07-19 04:43:39
156,qc,603,51.9617,-76.8497, 2023-07-05 18:07:00,7595.6, BH, EDT, MON,2023-07-19 04:43:39
157,mb,NO080,53.5889,-97.3328, 2023-07-05 05:00:00,9.4, OC, CDT, MON,2023-07-19 04:43:39
158,mb,WE043,55.1275,-101.141, 2023-07-17 05:00:00,0.2, UC, CDT, FUL,2023-07-19 04:43:39
159,qc,607,51.8936,-76.8686, 2023-07-05 16:43:00,1027.0, BH, EDT, MON,2023-07-19 04:43:39
160,qc,626,51.5406,-76.8922, 2023-07-06 03:00:00,717.5, BH, EDT, MON,2023-07-19 04:43:39
161,qc,633,57.9736,-68.5222, 2023-07-16 03:45:00,144.6, OC, EDT, MON,2023-07-19 04:43:39
162,mb,EA072,52.6553,-96.7072, 2023-07-04 05:00:00,30.0, OC, CDT, MON,2023-07-19 04:43:39
163,mb,EA073,52.7689,-96.4156, 2023-07-05 05:00:00,150.0, OC, CDT, MON,2023-07-19 04:43:39
164,mb,NO007,54.5228,-97.7611, 2023-05-15 05:00:00,3436.1, UC, CDT, FUL,2023-07-19 04:43:39
165,mb,NO017,56.5533,-90.8742, 2023-06-09 05:00:00,211.0, OC, CDT, MON,2023-07-19 04:43:39
166,mb,NO018,57.0122,-90.3681, 2023-06-10 05:00:00,9.0, OC, CDT, MON,2023-07-19 04:43:39
167,mb,NO019,56.6264,-91.7167, 2023-06-10 05:00:00,271.0, OC, CDT, MON,2023-07-19 04:43:39
168,mb,NO020,56.8867,-90.0383, 2023-06-10 05:00:00,35.0, OC, CDT, MON,2023-07-19 04:43:39
169,mb,NO021,56.9533,-93.1547, 2023-06-10 05:00:00,2175.0, OC, CDT, MON,2023-07-19 04:43:39
170,mb,NO022,56.5608,-90.9489, 2023-06-11 05:00:00,44.0, OC, CDT, MON,2023-07-19 04:43:39
171,mb,NO023,56.5839,-91.1519, 2023-06-11 05:00:00,41.0, OC, CDT, MON,2023-07-19 04:43:39
172,mb,NO024,56.24,-91.5425, 2023-06-11 05:00:00,713.0, OC, CDT, MON,2023-07-19 04:43:39
173,mb,NO025,56.4772,-92.2878, 2023-06-11 05:00:00,294.0, OC, CDT, MON,2023-07-19 04:43:39
174,mb,NO028,55.7414,-92.8822, 2023-06-11 05:00:00,1.0, OC, CDT, MON,2023-07-19 04:43:39
175,mb,NO029,56.5225,-99.6622, 2023-06-12 05:00:00,20980.4, BH, CDT, FUL,2023-07-19 04:43:39
176,mb,NO032,56.2092,-90.6069, 2023-06-12 05:00:00,1598.0, OC, CDT, MON,2023-07-19 04:43:39
177,mb,NO033,55.5628,-92.9303, 2023-06-12 05:00:00,23.0, OC, CDT, MON,2023-07-19 04:43:39
178,mb,NO037,57.0006,-100.587, 2023-06-18 05:00:00,12325.0, OC, CDT, MON,2023-07-19 04:43:39
179,mb,NO043,55.8589,-94.3678, 2023-06-19 05:00:00,200.0, OC, CDT, MON,2023-07-19 04:43:39
180,mb,NO049,54.5722,-98.1078, 2023-06-25 05:00:00,2.0, OC, CDT, MON,2023-07-19 04:43:39
181,mb,NO058,57.4958,-98.4594, 2023-07-01 05:00:00,5.0, OC, CDT, MON,2023-07-19 04:43:39
182,mb,NO059,57.5,-98.4544, 2023-07-01 05:00:00,0.3, OC, CDT, MON,2023-07-19 04:43:39
183,mb,NO060,57.5197,-98.7125, 2023-07-01 05:00:00,15.0, OC, CDT, MON,2023-07-19 04:43:39
184,mb,NO061,53.7319,-97.0003, 2023-07-01 05:00:00,130.0, OC, CDT, MON,2023-07-19 04:43:39
185,mb,NO062,53.7828,-96.9439, 2023-07-01 05:00:00,50.0, OC, CDT, MON,2023-07-19 04:43:39
186,mb,NO071,54.9,-97.8722, 2023-07-02 05:00:00,0.1, UC, CDT, FUL,2023-07-19 04:43:39
187,mb,NO072,54.555,-96.5514, 2023-07-02 05:00:00,80.0, OC, CDT, MON,2023-07-19 04:43:39
188,mb,NO073,54.5342,-96.5467, 2023-07-02 05:00:00,20.0, OC, CDT, MON,2023-07-19 04:43:39
189,mb,NO074,54.5247,-96.8722, 2023-07-02 05:00:00,15.0, OC, CDT, MON,2023-07-19 04:43:39
190,mb,NO075,55.8347,-94.7144, 2023-07-02 05:00:00,3.0, OC, CDT, MON,2023-07-19 04:43:39
191,mb,NO078,56.6175,-93.3706, 2023-07-03 05:00:00,260.0, OC, CDT, MON,2023-07-19 04:43:39
192,mb,NO079,56.7517,-93.2786, 2023-07-03 05:00:00,145.0, OC, CDT, MON,2023-07-19 04:43:39
193,bc,2023-K21620,51.0114,-119.697, 2023-07-13 01:41:00,60.0, OC, PDT, FUL,2023-07-19 04:43:39
194,bc,2023-K21633,51.0035,-119.825, 2023-07-13 03:52:00,310.0, OC, PDT, FUL,2023-07-19 04:43:39
195,bc,2023-K21793,51.294,-119.504, 2023-07-17 12:22:00,2.5, OC, PDT, FUL,2023-07-19 04:43:39
196,bc,2023-K21795,51.4502,-119.426, 2023-07-17 12:23:00,1.46, BH, PDT, FUL,2023-07-19 04:43:39
197,bc,2023-K41815,50.4701,-119.474, 2023-07-17 22:42:00,0.1, UC, PDT, FUL,2023-07-19 04:43:39
198,bc,2023-N41860,51.9269,-118.048, 2023-07-18 19:42:00,0.01, OC, PDT, MON,2023-07-19 04:43:39
199,bc,2023-N41861,51.9212,-118.035, 2023-07-18 19:43:00,0.1, OC, PDT, FUL,2023-07-19 04:43:39
200,ab,HWF-064-2023,59.2838,-119.067, 2023-06-09 21:47:00,6175.0, BH, MDT, FUL,2023-07-19 04:43:39
201,sk,23LA-MCCRAE,56.0684,-105.852, 2023-05-11 17:13:38,80000.0, OC, CST, MOD,2023-07-19 04:43:39
202,sk,23LA-WISTIGO,55.2572,-106.375, 2023-05-11 17:27:38,64309.0, OC, CST, FUL,2023-07-19 04:43:39
203,bc,2023-R21178,54.3053,-126.761, 2023-07-07 06:17:00,895.0, OC, PDT, FUL,2023-07-19 04:43:39
204,bc,2023-R21234,54.0151,-126.384, 2023-07-08 02:37:00,6758.0, OC, PDT, FUL,2023-07-19 04:43:39
205,bc,2023-R11244,54.2352,-125.643, 2023-07-08 04:05:00,8332.0, OC, PDT, FUL,2023-07-19 04:43:39
206,bc,2023-R21250,54.4101,-126.415, 2023-07-08 04:46:00,1402.0, OC, PDT, FUL,2023-07-19 04:43:39
207,bc,2023-R11277,54.4005,-125.469, 2023-07-08 17:53:00,5837.0, OC, PDT, FUL,2023-07-19 04:43:39
208,bc,2023-R21673,53.8076,-126.691, 2023-07-13 21:42:00,1400.0, OC, PDT, FUL,2023-07-19 04:43:39
209,bc,2023-R41723,55.0563,-127.759, 2023-07-15 20:02:00,0.2, UC, PDT, FUL,2023-07-19 04:43:39
210,bc,2023-G11454,53.6255,-123.473, 2023-07-10 02:37:00,14.0, UC, PDT, FUL,2023-07-19 04:43:39
211,ab,HWF-134-2023,58.9852,-119.231, 2023-07-16 21:35:00,15.1, OC, MDT, FUL,2023-07-19 04:43:39
212,ab,HWF-132-2023,58.1001,-114.992, 2023-07-14 16:45:00,3.1, BH, MDT, FUL,2023-07-19 04:43:39
213,ab,HWF-133-2023,59.76,-119.913, 2023-07-16 00:25:00,47.5, OC, MDT, FUL,2023-07-19 04:43:39
214,ab,HWF-135-2023,57.644,-114.128, 2023-07-16 22:32:00,64.8, OC, MDT, FUL,2023-07-19 04:43:39
215,pc,2023KO4,50.725,-115.959, 2023-07-09 15:30:07,8.0, OC, MDT, MOD,2023-07-19 04:43:39
216,sk,23SR-DORRELL,59.9838,-106.805, 2023-07-13 08:19:39,300.7, OC, CST, MOD,2023-07-19 04:43:39
217,ab,PWF-061-2023,57.6592,-118.829, 2023-06-22 20:09:00,12.0, UC, MDT, FUL,2023-07-19 04:43:39
218,ab,PWF-093-2023,57.9827,-119.968, 2023-07-09 00:40:00,538.5, OC, MDT, FUL,2023-07-19 04:43:39
219,bc,2023-V51696,51.1679,-125.017, 2023-07-14 22:49:00,42.0, OC, PDT, MON,2023-07-19 04:43:39
