,agency,firename,lat,lon,startdate,hectares,stage_of_control,timestamp
0,bc,2023-C40003,51.7722,-121.004, 2023-04-04 20:03:00,0.01, UC,2023-04-10 22:34:52
1,bc,2023-V30013,50.2611,-122.506, 2023-04-06 01:43:00,0.01, UC,2023-04-10 22:34:52
2,bc,2023-C50014,51.5213,-124.162, 2023-04-06 16:46:00,2.0, UC,2023-04-10 22:34:52
3,bc,2023-C50020,51.9395,-123.095, 2023-04-09 05:25:00,3.8, UC,2023-04-10 22:34:52
4,bc,2023-K20006,50.5439,-121.284, 2023-04-04 21:25:00,16.03, UC,2023-04-10 22:34:52
5,bc,2023-K50004,49.4563,-119.608, 2023-04-04 22:12:00,0.5, UC,2023-04-10 22:34:52
6,ab,LWF-002-2023,55.9185,-110.734, 2023-04-09 04:31:00,0.01, UC,2023-04-10 22:34:52
7,ab,WWF-002-2023,54.4286,-114.726, 2023-04-09 01:15:00,35.0, BH,2023-04-10 22:34:52
8,sk,23HB-WERFIRE,53.9424,-102.995, 2023-03-27 13:53:23,0.0, OC,2023-04-10 22:34:52
9,ab,WWF-004-2023,54.4341,-114.714, 2023-04-10 16:00:00,0.1, UC,2023-04-10 22:34:52
10,ab,WWF-003-2023,54.404,-116.94, 2023-04-10 16:00:00,1.15, UC,2023-04-10 22:34:52
11,ab,WWF-005-2023,54.3539,-116.622, 2023-04-10 16:55:00,0.2, BH,2023-04-10 22:34:52
12,ab,WWF-006-2023,54.296,-115.189, 2023-04-10 19:30:00,0.62, UC,2023-04-10 22:34:52
13,ab,EWF-005-2023,53.7027,-115.158, 2023-04-10 21:45:00,0.01, UC,2023-04-10 22:34:52
