,agency,firename,lat,lon,startdate,hectares,stage_of_control,timezone,timestamp
0,ab,HWF-008-2023,58.4787,-114.536, 2023-04-17 23:22:00,0.01, UC,,2023-07-12 08:42:07
1,ab,PWF-008-2023,56.4749,-117.295, 2023-04-17 01:50:00,64.6, UC,,2023-07-12 08:42:07
2,ab,HWF-002-2023,58.5221,-115.167, 2023-03-30 20:05:00,0.1, UC,,2023-07-12 08:42:07
3,ak,Windfall Mountain Coal Seam,65.0282,-141.246, 2023-05-08 00:00:00,0.04, Unstaffed/Uncontaine,,2023-07-12 08:42:07
4,ak,Trout Creek Coal Seam,65.0973,-141.639, 2023-05-08 00:00:00,0.04, Unstaffed/Uncontaine,,2023-07-12 08:42:07
5,bc,2023-G80175,56.5319,-121.925, 2023-05-03 04:05:00,385.0, UC, PDT,2023-07-12 08:42:07
6,bc,2023-G80220,56.2688,-119.93, 2023-05-05 21:37:00,6171.0, UC, PDT,2023-07-12 08:42:07
7,bc,2023-G30210,53.2884,-120.071, 2023-05-05 00:01:00,1100.0, UC, PDT,2023-07-12 08:42:07
8,ab,LWF-114-2023,55.181,-111.994, 2023-05-12 20:47:00,5.0, UC, MDT,2023-07-12 08:42:07
9,ab,SWF-060-2023,55.9564,-115.056, 2023-05-04 22:09:00,43981.0, BH, MDT,2023-07-12 08:42:07
10,bc,2023-G80223,56.4112,-121.233, 2023-05-05 22:06:00,2947.0, UC, PDT,2023-07-12 08:42:07
11,ab,PWF-035-2023,56.537,-118.874, 2023-05-05 20:30:00,0.3, UC, MDT,2023-07-12 08:42:07
12,nt,FS005-23,62.8533,-124.842, 2023-05-19 22:25:00,540.0, OC, MDT,2023-07-12 08:42:07
13,nt,FS004-23,63.2583,-125.12, 2023-05-17 14:30:00,10335.0, OC, MDT,2023-07-12 08:42:07
14,nt,FS003-23,62.554,-124.644, 2023-05-17 14:30:00,12453.0, OC, MDT,2023-07-12 08:42:07
15,mb,NO007,54.5228,-97.7611, 2023-05-15 05:00:00,3436.1, UC, CDT,2023-07-12 08:42:07
16,nt,FS002-23,61.8247,-123.87, 2023-05-19 21:49:00,14550.0, OC, MDT,2023-07-12 08:42:07
17,pc,2023NA1,61.8325,-123.936, 2023-05-16 19:52:18,57130.0, OC, MDT,2023-07-12 08:42:07
18,nt,SS004-23,60.9536,-119.188, 2023-05-12 23:30:00,5356.0, OC, MDT,2023-07-12 08:42:07
19,ab,SWF-085-2023,55.2233,-114.243, 2023-05-17 02:11:00,39.4, UC, MDT,2023-07-12 08:42:07
20,ab,LCU-003-2023,54.8075,-113.08, 2023-05-03 22:55:00,2553.1, UC, MDT,2023-07-12 08:42:07
21,ab,GWF-017-2023,55.0666,-117.391, 2023-05-05 18:04:00,5478.53, UC, MDT,2023-07-12 08:42:07
22,ab,GWF-023-2023,55.1575,-117.331, 2023-05-06 21:14:00,3888.9, UC, MDT,2023-07-12 08:42:07
23,pc,2023WB10,58.7334,-111.507, 2023-05-30 21:13:40,369.0, OC, MDT,2023-07-12 08:42:07
24,ak,Barley Way,63.9789,-145.35, 2023-05-20 00:00:00,125.49, Unstaffed/Contained,,2023-07-12 08:42:07
25,ab,LWF-120-2023,56.2228,-110.948, 2023-05-16 21:25:00,5.6, UC, MDT,2023-07-12 08:42:07
26,ab,MWF-030-2023,59.2466,-110.953, 2023-06-04 16:25:00,7.4, BH, MDT,2023-07-12 08:42:07
27,qc,294,49.4994,-69.5892, 2023-06-02 00:00:00,0.0, UC, EDT,2023-07-12 08:42:07
28,nt,SS005-23,60.8492,-115.694, 2023-05-14 15:45:00,3208.9, UC, MDT,2023-07-12 08:42:07
29,ab,PWF-050-2023,57.523,-119.03, 2023-06-04 21:35:00,0.35, UC, MDT,2023-07-12 08:42:07
30,yt,2023DA002,65.4731,-138.159, 2023-06-09 23:13:00,100.0, OC, PDT,2023-07-12 08:42:07
31,ab,GWF-019-2023,54.7357,-119.033, 2023-05-05 20:57:00,19435.0, UC, MDT,2023-07-12 08:42:07
32,ab,MWF-023-2023,57.9763,-113.215, 2023-05-28 17:15:00,54639.0, BH, MDT,2023-07-12 08:42:07
33,ab,SWF-093-2023,56.6716,-115.94, 2023-06-07 20:07:00,23.9, UC, MDT,2023-07-12 08:42:07
34,on,SLK_FIRE_022,52.2732,-90.594, 2023-06-08 16:51:00,10.0, OC, GMT,2023-07-12 08:42:07
35,ab,MWF-021-2023,57.6939,-113.296, 2023-05-28 01:40:00,14760.0, BH, MDT,2023-07-12 08:42:07
36,bc,2023-G90713,59.9467,-123.863, 2023-06-10 23:51:00,51.0, OC, PDT,2023-07-12 08:42:07
37,mb,NO028,55.7414,-92.8822, 2023-06-11 05:00:00,1.0, OC, CDT,2023-07-12 08:42:07
38,mb,NO022,56.5608,-90.9489, 2023-06-11 05:00:00,44.0, OC, CDT,2023-07-12 08:42:07
39,mb,NO024,56.24,-91.5425, 2023-06-11 05:00:00,713.0, OC, CDT,2023-07-12 08:42:07
40,mb,NO017,56.5533,-90.8742, 2023-06-09 05:00:00,211.0, OC, CDT,2023-07-12 08:42:07
41,mb,NO025,56.4772,-92.2878, 2023-06-11 05:00:00,294.0, OC, CDT,2023-07-12 08:42:07
42,mb,NO018,57.0122,-90.3681, 2023-06-10 05:00:00,9.0, OC, CDT,2023-07-12 08:42:07
43,mb,NO019,56.6264,-91.7167, 2023-06-10 05:00:00,271.0, OC, CDT,2023-07-12 08:42:07
44,mb,NO020,56.8867,-90.0383, 2023-06-10 05:00:00,35.0, OC, CDT,2023-07-12 08:42:07
45,mb,NO021,56.9533,-93.1547, 2023-06-10 05:00:00,2175.0, OC, CDT,2023-07-12 08:42:07
46,mb,NO031,57.1206,-100.683, 2023-06-12 05:00:00,21.0, OC, CDT,2023-07-12 08:42:07
47,qc,476,51.2297,-72.4511, 2023-06-10 21:56:00,251.4, OC, EDT,2023-07-12 08:42:07
48,ab,MWF-024-2023,57.7123,-110.647, 2023-05-28 18:05:00,28204.0, BH, MDT,2023-07-12 08:42:07
49,qc,299,49.2889,-72.4139, 2023-06-01 19:30:00,7241.2, UC, EDT,2023-07-12 08:42:07
50,qc,461,50.9978,-73.2606, 2023-06-05 22:30:00,3242.8, OC, EDT,2023-07-12 08:42:07
51,qc,459,51.5558,-71.4264, 2023-06-05 21:35:00,549.3, OC, EDT,2023-07-12 08:42:07
52,qc,478,50.9456,-73.2964, 2023-06-11 19:00:00,2124.5, OC, EDT,2023-07-12 08:42:07
53,qc,458,51.6536,-71.695, 2023-06-05 20:15:00,397.4, OC, EDT,2023-07-12 08:42:07
54,ab,HWF-066-2023,57.4107,-115.221, 2023-06-11 21:02:00,11.2, UC, MDT,2023-07-12 08:42:07
55,bc,2023-G90790,57.8996,-123.61, 2023-06-15 03:22:00,10.0, OC, PDT,2023-07-12 08:42:07
56,yt,2023WL003,60.46,-125.972, 2023-06-02 16:27:00,1728.86, OC, PDT,2023-07-12 08:42:07
57,on,SLK_FIRE_039,51.9926,-91.317, 2023-06-15 20:33:00,1.0, OC, GMT,2023-07-12 08:42:07
58,qc,270,49.7389,-68.6347, 2023-06-01 05:00:00,3045.0, UC, EDT,2023-07-12 08:42:07
59,on,SLK_FIRE_040,52.0766,-91.5473, 2023-06-15 20:37:00,28.1, OC, GMT,2023-07-12 08:42:07
60,sk,23LA-FOSTER,56.438,-105.719, 2023-06-14 10:44:29,971.0, OC, CST,2023-07-12 08:42:07
61,bc,2023-G90628,58.5021,-120.412, 2023-06-05 15:50:00,11077.8, OC, PDT,2023-07-12 08:42:07
62,qc,337,46.5953,-77.3606, 2023-06-02 00:03:00,805.1, UC, EDT,2023-07-12 08:42:07
63,ab,MSZ-001-2023,58.9446,-110.006, 2023-06-03 15:00:00,75.0, BH, MDT,2023-07-12 08:42:07
64,on,RED_FIRE_032,52.1375,-94.6138, 2023-06-11 21:47:00,535.6, OC, GMT,2023-07-12 08:42:07
65,bc,2023-K20469,52.1381,-119.569, 2023-05-21 21:12:00,1270.0, UC, PDT,2023-07-12 08:42:07
66,ab,RWF-034-2023,52.8151,-115.45, 2023-05-04 22:59:00,87492.0, BH, MDT,2023-07-12 08:42:07
67,mb,NO043,55.8589,-94.3678, 2023-06-19 05:00:00,200.0, OC, CDT,2023-07-12 08:42:07
68,bc,2023-G90776,58.2226,-123.885, 2023-06-14 04:03:00,793.0, OC, PDT,2023-07-12 08:42:07
69,qc,279,50.7486,-70.1975, 2023-06-01 21:00:00,145.7, UC, EDT,2023-07-12 08:42:07
70,mb,NO046,54.4289,-97.7244, 2023-06-21 05:00:00,0.1, UC, CDT,2023-07-12 08:42:07
71,qc,265,49.4403,-71.5572, 2023-06-01 20:30:00,6052.3, UC, EDT,2023-07-12 08:42:07
72,nt,SS015-23,60.9826,-107.099, 2023-05-31 21:29:00,2.0, OC, MDT,2023-07-12 08:42:07
73,ab,SWF-086-2023,55.1798,-114.116, 2023-05-17 02:17:00,4742.0, UC, MDT,2023-07-12 08:42:07
74,ab,SWF-087-2023,55.2281,-114.275, 2023-05-17 02:29:00,1036.0, UC, MDT,2023-07-12 08:42:07
75,qc,305,49.7236,-72.6042, 2023-06-01 23:30:00,1524.2, UC, EDT,2023-07-12 08:42:07
76,sk,23LA-MCCRAE,56.0684,-105.852, 2023-05-11 17:13:38,80000.0, OC, CST,2023-07-12 08:42:07
77,nt,SS012-23,60.5739,-118.027, 2023-06-05 23:30:00,18.2, BH, MDT,2023-07-12 08:42:07
78,ak,Louise Creek Coal Seam,63.921,-148.87, 2023-06-14 00:00:00,100.97, Unstaffed/Uncontaine,,2023-07-12 08:42:07
79,qc,454,50.3847,-72.1808, 2023-06-05 19:06:00,3390.4, UC, EDT,2023-07-12 08:42:07
80,pc,2023WB12,58.1171,-112.644, 2023-05-31 01:08:52,15992.0, OC, MDT,2023-07-12 08:42:07
81,ab,SWF-057-2023,55.0343,-115.148, 2023-05-04 18:04:00,16728.0, UC, MDT,2023-07-12 08:42:07
82,ab,EWF-040-2023,53.9356,-117.776, 2023-05-06 17:05:00,12073.4, BH, MDT,2023-07-12 08:42:07
83,nt,FS010-23,61.0082,-119.992, 2023-06-12 23:11:00,8.0, UC, MDT,2023-07-12 08:42:07
84,nt,FS001-23,60.0514,-120.976, 2023-05-13 21:30:00,450803.0, OC, MDT,2023-07-12 08:42:07
85,pc,2023WB1,58.6371,-114.002, 2023-05-16 22:51:58,20.67, OC, MDT,2023-07-12 08:42:07
86,pc,2023WB4,58.3837,-112.247, 2023-05-28 21:44:23,435.0, OC, MDT,2023-07-12 08:42:07
87,ab,SWF-081-2023,56.9909,-113.459, 2023-05-14 18:37:00,33138.0, BH, MDT,2023-07-12 08:42:07
88,ns,09-011-2023,44.7233,-63.8765, 2023-05-28 20:00:00,969.53, UC, ADT,2023-07-12 08:42:07
89,ab,WCU-002-2023,53.6246,-115.101, 2023-04-30 01:37:00,2478.0, UC, MDT,2023-07-12 08:42:07
90,qc,457,51.1356,-72.7747, 2023-06-05 23:15:00,4168.5, OC, EDT,2023-07-12 08:42:07
91,qc,460,51.0942,-73.1653, 2023-06-05 23:40:00,6873.4, OC, EDT,2023-07-12 08:42:07
92,ab,PWF-038-2023,56.3832,-116.808, 2023-05-06 05:24:00,6534.0, UC, MDT,2023-07-12 08:42:07
93,ab,EWF-031-2023,53.1452,-115.687, 2023-05-04 19:21:00,201885.0, BH, MDT,2023-07-12 08:42:07
94,on,SLK_FIRE_051,52.4803,-89.2566, 2023-06-23 17:44:00,69.0, OC, GMT,2023-07-12 08:42:07
95,on,SLK_FIRE_016,52.5488,-89.2926, 2023-06-05 23:41:00,6.0, OC, GMT,2023-07-12 08:42:07
96,yt,2023XY014,60.6247,-134.023, 2023-06-18 20:14:00,0.01, UC, PDT,2023-07-12 08:42:07
97,pc,2023WB9,58.8869,-113.232, 2023-05-29 21:07:31,1827.0, OC, MDT,2023-07-12 08:42:07
98,pc,2023WB8,58.9604,-112.99, 2023-05-29 19:03:21,4611.0, OC, MDT,2023-07-12 08:42:07
99,ab,MWF-034-2023,57.7233,-112.206, 2023-06-24 21:20:00,15.0, UC, MDT,2023-07-12 08:42:07
100,ab,MWF-035-2023,57.7468,-112.137, 2023-06-24 21:26:00,4.5, UC, MDT,2023-07-12 08:42:07
101,ab,EWF-037-2023,53.91,-117.559, 2023-05-06 16:47:00,578.0, UC, MDT,2023-07-12 08:42:07
102,conus,Klamath National Forest Late J,41.7572,-123.211, ,0.0, 0% contained,,2023-07-12 08:42:07
103,bc,2023-G90810,57.6618,-123.44, 2023-06-17 04:47:00,500.0, BH, PDT,2023-07-12 08:42:07
104,on,SLK_FIRE_018,52.2693,-90.2512, 2023-06-06 21:34:00,2457.0, OC, GMT,2023-07-12 08:42:07
105,qc,480,51.6803,-73.2594, 2023-06-11 05:00:00,36538.6, OC, EDT,2023-07-12 08:42:07
106,nl,612,52.0993,-58.913, 2023-06-26 00:00:00,1200.0, OC, NDT,2023-07-12 08:42:07
107,bc,2023-G80864,56.7563,-121.893, 2023-06-24 05:19:00,7.0, UC, PDT,2023-07-12 08:42:07
108,on,RED_FIRE_028,50.7161,-92.2131, 2023-06-10 19:56:00,19177.1, OC, GMT,2023-07-12 08:42:07
109,nl,610,52.392,-65.1075, 2023-06-25 00:00:00,2100.0, OC, NDT,2023-07-12 08:42:07
