,agency,firename,lat,lon,startdate,hectares,stage_of_control,timezone,response_type,timestamp
0,nt,SS028-23,61.2914,-103.791, 2023-06-30 15:29:00,1093.0, OC, MDT, MON,2023-08-17 08:48:12
1,ab,SWF-086-2023,55.1798,-114.116, 2023-05-17 02:17:00,4742.0, UC, MDT, FUL,2023-08-17 08:48:12
2,bc,2023-N40596,52.0451,-118.702, 2023-06-04 01:42:00,1138.93, UC, PDT, MOD,2023-08-17 08:48:12
3,ab,SWF-087-2023,55.2281,-114.275, 2023-05-17 02:29:00,1036.0, UC, MDT, FUL,2023-08-17 08:48:12
4,on,SLK_FIRE_070,54.4874,-91.6793, 2023-07-05 22:50:00,300.0, OC, GMT, MON,2023-08-17 08:48:12
5,ab,LWF-158-2023,55.9235,-110.689, 2023-06-22 16:42:00,0.01, UC, MDT, FUL,2023-08-17 08:48:12
6,on,CHA_FIRE_006,48.166,-83.8425, 2023-06-04 14:52:00,1229.0, UC, GMT, FUL,2023-08-17 08:48:12
7,ab,SWF-103-2023,56.8033,-115.089, 2023-06-21 22:36:00,40.5, UC, MDT, FUL,2023-08-17 08:48:12
8,bc,2023-K71032,50.6616,-123.093, 2023-07-01 18:57:00,200.0, OC, PDT, MOD,2023-08-17 08:48:12
9,pc,2023WB12,58.1171,-112.644, 2023-05-31 01:08:52,17745.0, OC, MDT, MON,2023-08-17 08:48:12
10,nt,ZF030-23,63.0474,-116.089, 2023-07-06 22:00:00,50.0, UC, MDT, FUL,2023-08-17 08:48:12
11,nt,ZF022-23,63.9333,-112.567, 2023-06-30 16:41:00,100.0, OC, MDT, MON,2023-08-17 08:48:12
12,nt,ZF019-23,63.2,-114.533, 2023-06-30 16:18:00,200.0, OC, MDT, MON,2023-08-17 08:48:12
13,nt,ZF017-23,63.3167,-115.1, 2023-06-30 15:50:00,984.0, OC, MDT, MON,2023-08-17 08:48:12
14,nt,ZF014-23,63.2415,-114.374, 2023-06-29 22:57:00,200.0, OC, MDT, MON,2023-08-17 08:48:12
