,agency,firename,lat,lon,startdate,hectares,stage_of_control,timezone,response_type,timestamp
0,qc,597,51.7425,-78.4303, 2023-07-07 18:50:00,11163.9, OC, EDT, MON,2023-07-21 14:45:12
1,conus,Boulder Lake,47.0706,-113.82, ,741.555, 0% contained,,,2023-07-21 14:45:12
2,bc,2023-G41158,52.9571,-125.672, 2023-07-06 23:20:00,911.6, OC, PDT, FUL,2023-07-21 14:45:12
3,sk,23SR-SOMERVILLE,59.5611,-105.078, 2023-07-17 17:53:48,10.0, OC, CST, MOD,2023-07-21 14:45:12
4,bc,2023-V71882,49.4956,-124.83, 2023-07-19 16:09:00,0.01, OC, PDT, FUL,2023-07-21 14:45:12
5,bc,2023-V31884,50.1389,-122.946, 2023-07-19 17:29:00,0.01, OC, PDT, FUL,2023-07-21 14:45:12
6,bc,2023-V81901,50.2242,-125.217, 2023-07-19 23:01:00,0.01, OC, PDT, FUL,2023-07-21 14:45:12
7,bc,2023-C41903,51.4935,-121.147, 2023-07-19 23:28:00,0.01, OC, PDT, FUL,2023-07-21 14:45:12
8,bc,2023-C51907,52.366,-123.627, 2023-07-20 00:22:00,0.01, OC, PDT, FUL,2023-07-21 14:45:12
9,bc,2023-V91906,51.2065,-127.355, 2023-07-20 00:04:00,3.0, OC, PDT, FUL,2023-07-21 14:45:12
10,bc,2023-K41897,51.5703,-118.884, 2023-07-19 19:39:00,0.01, OC, PDT, FUL,2023-07-21 14:45:12
11,bc,2023-N21937,50.6444,-115.741, 2023-07-20 21:48:00,4.1, OC, PDT, FUL,2023-07-21 14:45:12
12,on,COC_FIRE_038,50.7194,-79.8475, 2023-07-05 12:49:00,12544.9, OC, GMT, MON,2023-07-21 14:45:12
13,yt,2023WL003,60.46,-125.972, 2023-06-02 16:27:00,1728.86, OC, PDT, FUL,2023-07-21 14:45:12
14,yt,2023WL007,60.7532,-130.739, 2023-06-29 23:42:00,5000.0, OC, PDT, FUL,2023-07-21 14:45:12
15,ab,PWF-081-2023,56.6147,-119.629, 2023-06-30 19:34:00,0.36, BH, MDT, FUL,2023-07-21 14:45:12
16,pc,2023KO5,50.7411,-115.928, 2023-07-13 02:13:50,0.09, OC, MDT, FUL,2023-07-21 14:45:12
17,yt,2023RR004,62.8167,-132.567, 2023-07-13 04:15:00,460.0, OC, PDT, FUL,2023-07-21 14:45:12
18,qc,578,51.1294,-77.0175, 2023-07-05 17:01:00,2533.0, OC, EDT, MON,2023-07-21 14:45:12
19,ab,HWF-130-2023,59.4662,-119.951, 2023-07-13 21:50:00,5373.0, OC, MDT, FUL,2023-07-21 14:45:12
20,bc,2023-V31141,49.6938,-122.915, 2023-07-05 21:15:00,21.0, UC, PDT, FUL,2023-07-21 14:45:12
21,bc,2023-G71672,55.3182,-121.823, 2023-07-14 00:28:00,1.6, UC, PDT, FUL,2023-07-21 14:45:12
22,bc,2023-C51571,52.7728,-125.58, 2023-07-12 00:54:00,1950.0, OC, PDT, FUL,2023-07-21 14:45:12
23,bc,2023-C11243,53.0419,-123.407, 2023-07-08 03:20:00,1350.0, OC, PDT, FUL,2023-07-21 14:45:12
24,ab,EWF-031-2023,53.1452,-115.687, 2023-05-04 19:21:00,201913.0, BH, MDT, FUL,2023-07-21 14:45:12
25,ab,GWF-049-2023,55.0754,-117.008, 2023-07-11 02:45:00,50.3, UC, MDT, FUL,2023-07-21 14:45:12
26,bc,2023-G11532,54.9614,-122.622, 2023-07-11 06:44:00,1100.0, OC, PDT, FUL,2023-07-21 14:45:12
27,bc,2023-C11290,52.8138,-122.935, 2023-07-08 20:17:00,2784.0, OC, PDT, FUL,2023-07-21 14:45:12
28,bc,2023-VA1392,52.4635,-125.979, 2023-07-09 20:24:00,0.52, UC, PDT, FUL,2023-07-21 14:45:12
29,bc,2023-V11777,49.3943,-121.458, 2023-07-17 00:32:00,0.3, BH, PDT, FUL,2023-07-21 14:45:12
30,bc,2023-G71708,55.4925,-121.831, 2023-07-15 02:33:00,0.89, UC, PDT, FUL,2023-07-21 14:45:12
31,bc,2023-R21260,54.1825,-127.795, 2023-07-08 04:39:00,0.01, OC, PDT, FUL,2023-07-21 14:45:12
32,bc,2023-G60666,55.9468,-124.545, 2023-06-08 02:14:00,50370.0, OC, PDT, FUL,2023-07-21 14:45:12
33,bc,2023-G60853,55.2402,-123.67, 2023-06-24 02:48:00,20678.0, OC, PDT, FUL,2023-07-21 14:45:12
34,on,COC_FIRE_007,48.9843,-79.6735, 2023-06-02 21:35:00,37742.0, UC, GMT, FUL,2023-07-21 14:45:12
35,qc,548,56.8606,-66.1436, 2023-07-02 17:30:00,1063.8, OC, EDT, MON,2023-07-21 14:45:12
36,qc,554,56.9231,-66.0669, 2023-07-02 17:30:00,494.4, OC, EDT, MON,2023-07-21 14:45:12
37,qc,569,56.8506,-66.2858, 2023-07-02 18:01:00,761.9, OC, EDT, MON,2023-07-21 14:45:12
38,ab,RWF-034-2023,52.8151,-115.45, 2023-05-04 22:59:00,87492.0, UC, MDT, FUL,2023-07-21 14:45:12
39,qc,546,55.3222,-68.7828, 2023-07-02 19:50:00,2305.8, OC, EDT, MON,2023-07-21 14:45:12
40,qc,613,53.6839,-73.7864, 2023-07-08 12:00:00,1820.3, OC, EDT, MON,2023-07-21 14:45:12
41,qc,601,53.0433,-77.1397, 2023-07-07 23:00:00,146343.0, OC, EDT, MOD,2023-07-21 14:45:12
42,qc,621,52.6203,-77.0033, 2023-07-05 21:19:00,715.6, OC, EDT, MON,2023-07-21 14:45:12
43,ab,HWF-124-2023,59.0466,-117.081, 2023-07-09 17:50:00,403.0, BH, MDT, FUL,2023-07-21 14:45:12
44,qc,566,53.1794,-68.8033, 2023-07-02 19:19:00,2813.4, OC, EDT, MON,2023-07-21 14:45:12
45,bc,2023-C11458,52.7738,-122.307, 2023-07-10 02:49:00,20.0, UC, PDT, FUL,2023-07-21 14:45:12
46,qc,629,58.1375,-67.4728, 2023-07-11 01:14:00,697.9, OC, EDT, MON,2023-07-21 14:45:12
47,qc,550,56.8936,-67.0472, 2023-07-03 02:54:00,19887.6, OC, EDT, MON,2023-07-21 14:45:12
48,qc,618,56.9725,-67.3606, 2023-07-08 03:59:00,11006.8, OC, EDT, MON,2023-07-21 14:45:12
49,qc,541,56.9339,-67.5817, 2023-07-03 00:25:00,389.8, OC, EDT, MON,2023-07-21 14:45:12
50,qc,615,54.6356,-72.3578, 2023-07-05 19:56:00,0.1, OC, EDT, MON,2023-07-21 14:45:12
51,qc,619,54.2244,-77.3661, 2023-07-05 20:36:00,194.6, OC, EDT, MON,2023-07-21 14:45:12
52,qc,612,51.9933,-66.9811, 2023-07-06 17:31:00,50.6, OC, EDT, MON,2023-07-21 14:45:12
53,qc,379,50.1667,-73.4733, 2023-06-02 15:00:00,70266.9, UC, EDT, FUL,2023-07-21 14:45:12
54,qc,573,54.9439,-77.035, 2023-07-04 19:38:00,0.1, OC, EDT, MON,2023-07-21 14:45:12
55,qc,622,53.1411,-76.8372, 2023-07-05 22:33:00,448.5, OC, EDT, MON,2023-07-21 14:45:12
56,qc,624,52.9581,-76.7292, 2023-07-05 18:13:00,16170.8, OC, EDT, MON,2023-07-21 14:45:12
57,qc,490,54.8631,-70.9075, 2023-06-17 20:00:00,2170.0, OC, EDT, MON,2023-07-21 14:45:12
58,qc,555,54.8558,-71.6369, 2023-07-01 20:15:00,3597.6, OC, EDT, MON,2023-07-21 14:45:12
59,bc,2023-V11337,49.9815,-121.64, 2023-07-09 01:46:00,368.0, OC, PDT, MOD,2023-07-21 14:45:12
60,bc,2023-R41510,55.0779,-128.253, 2023-07-10 23:58:00,102.0, OC, PDT, FUL,2023-07-21 14:45:12
61,bc,2023-C11319,52.971,-124.629, 2023-07-09 00:25:00,339.0, OC, PDT, FUL,2023-07-21 14:45:12
62,ab,HWF-102-2023,58.7211,-115.859, 2023-07-03 16:31:00,1166.5, OC, MDT, FUL,2023-07-21 14:45:12
63,bc,2023-R51555,54.9494,-128.851, 2023-07-11 22:00:00,207.0, BH, PDT, FUL,2023-07-21 14:45:12
64,bc,2023-G90358,59.1388,-120.334, 2023-05-18 00:50:00,41156.0, OC, PDT, MON,2023-07-21 14:45:12
65,bc,2023-G60861,55.3665,-124.443, 2023-06-24 04:30:00,6994.0, OC, PDT, FUL,2023-07-21 14:45:12
66,bc,2023-G60882,56.1072,-125.241, 2023-06-24 23:17:00,1261.0, BH, PDT, FUL,2023-07-21 14:45:12
67,bc,2023-VA1335,52.819,-126.649, 2023-07-09 01:38:00,1175.0, OC, PDT, MOD,2023-07-21 14:45:12
68,bc,2023-G61699,55.6614,-125.118, 2023-07-15 00:51:00,7.0, UC, PDT, FUL,2023-07-21 14:45:12
69,bc,2023-K71634,50.3474,-121.715, 2023-07-13 03:37:00,20.0, OC, PDT, FUL,2023-07-21 14:45:12
70,bc,2023-C31349,52.4453,-120.754, 2023-07-09 02:46:00,185.0, OC, PDT, FUL,2023-07-21 14:45:12
71,bc,2023-C11489,52.7992,-122.08, 2023-07-10 02:49:00,25.0, BH, PDT, FUL,2023-07-21 14:45:12
72,bc,2023-G90288,59.9636,-120.987, 2023-05-13 20:30:00,189248.0, OC, PDT, MOD,2023-07-21 14:45:12
73,ab,HWF-109-2023,59.4532,-114.159, 2023-07-05 01:35:00,20511.0, BH, MDT, FUL,2023-07-21 14:45:12
74,yt,2023MA007,63.0304,-133.854, 2023-07-18 00:26:00,2500.0, OC, PDT, FUL,2023-07-21 14:45:12
75,qc,627,51.5281,-75.645, 2023-07-09 00:45:00,159.0, UC, EDT, MON,2023-07-21 14:45:12
