,agency,firename,lat,lon,startdate,hectares,stage_of_control,timezone,timestamp
0,ab,PWF-034-2023,56.5452,-119.479, 2023-05-05 19:33:00,587.0, BH, MDT,2023-05-30 16:37:48
1,sk,23LA-DECEPTION,56.5541,-104.258, 2023-05-12 17:58:36,1000.0, OC, CST,2023-05-30 16:37:48
2,sk,23LA-MCCRAE,56.0684,-105.852, 2023-05-11 17:13:38,30000.0, OC, CST,2023-05-30 16:37:48
3,ak,FWA SAC Rx,64.8023,-147.613, 2023-04-21 00:00:00,819.49, Prescribed,,2023-05-30 16:37:48
4,bc,2023-G80122,56.7107,-121.07, 2023-04-29 02:53:00,154.0, UC,,2023-05-30 16:37:48
5,sk,23LA-KOLWASKIE,57.2352,-102.716, 2023-05-12 17:23:55,3500.0, OC, CST,2023-05-30 16:37:48
6,bc,2023-V80320,50.6116,-125.565, 2023-05-15 19:34:00,10.0, UC, PDT,2023-05-30 16:37:48
7,ab,LWF-120-2023,56.2228,-110.948, 2023-05-16 21:25:00,5.6, UC, MDT,2023-05-30 16:37:48
8,ab,EWF-039-2023,53.4706,-115.871, 2023-05-06 03:51:00,165.0, BH, MDT,2023-05-30 16:37:48
9,ab,EWF-037-2023,53.91,-117.559, 2023-05-06 16:47:00,578.0, BH, MDT,2023-05-30 16:37:48
10,bc,2023-V10313,49.3036,-122.218, 2023-05-14 23:02:00,19.23, UC, PDT,2023-05-30 16:37:48
11,ak,Stuart Creek Rx,64.7068,-146.606, 2023-05-03 00:00:00,5908.4, Pre,,2023-05-30 16:37:48
12,ab,SWF-063-2023,54.9577,-115.681, 2023-05-04 22:05:00,123670.0, OC, MDT,2023-05-30 16:37:48
13,ab,SWF-057-2023,55.0343,-115.148, 2023-05-04 18:04:00,16728.0, OC, MDT,2023-05-30 16:37:48
14,ab,SWF-064-2023,54.896,-116.1, 2023-05-04 23:03:00,40060.0, OC, MDT,2023-05-30 16:37:48
15,ab,EWF-040-2023,53.9356,-117.776, 2023-05-06 17:05:00,684.0, BH, MDT,2023-05-30 16:37:48
16,ak,DTAE Jarvis Rx,63.987,-145.674, 2023-04-21 00:00:00,458.91, Pre,,2023-05-30 16:37:48
17,bc,2023-G70412,56.0865,-121.967, 2023-05-20 04:07:00,4.0, UC, PDT,2023-05-30 16:37:48
18,bc,2023-G30423,52.9898,-119.422, 2023-05-20 20:46:00,0.5, UC, PDT,2023-05-30 16:37:48
19,bc,2023-K20469,52.1381,-119.569, 2023-05-21 21:12:00,57.0, OC, PDT,2023-05-30 16:37:48
20,bc,2023-G80175,56.5319,-121.925, 2023-05-03 04:05:00,385.0, UC, PDT,2023-05-30 16:37:48
21,ab,RWF-031-2023,52.3535,-115.896, 2023-05-04 22:00:00,80.0, UC, MDT,2023-05-30 16:37:48
22,ab,EWF-038-2023,53.6919,-116.081, 2023-05-06 02:38:00,1.2, UC, MDT,2023-05-30 16:37:48
23,bc,2023-G90266,59.4932,-126.32, 2023-05-11 02:40:00,14.5, UC, PDT,2023-05-30 16:37:48
24,bc,2023-G80220,56.2688,-119.93, 2023-05-05 21:37:00,6171.0, UC, PDT,2023-05-30 16:37:48
25,bc,2023-N60465,49.3172,-118.922, 2023-05-21 18:10:00,3.3, UC, PDT,2023-05-30 16:37:48
26,ab,GWF-019-2023,54.7357,-119.033, 2023-05-05 20:57:00,19435.0, BH, MDT,2023-05-30 16:37:48
27,ab,WWF-031-2023,54.3401,-115.699, 2023-05-22 14:45:00,0.03, UC, MDT,2023-05-30 16:37:48
28,ab,SWF-085-2023,55.2233,-114.243, 2023-05-17 02:11:00,39.4, BH, MDT,2023-05-30 16:37:48
29,ab,SWF-087-2023,55.2281,-114.275, 2023-05-17 02:29:00,1036.0, BH, MDT,2023-05-30 16:37:48
30,ab,GWF-027-2023,54.5201,-117.357, 2023-05-13 18:44:00,55344.0, OC, MDT,2023-05-30 16:37:48
31,ab,WWF-023-2023,54.3939,-116.341, 2023-05-05 20:03:00,73479.0, OC, MDT,2023-05-30 16:37:48
32,bc,2023-C40384,51.6366,-121.926, 2023-05-19 06:05:00,536.0, UC, PDT,2023-05-30 16:37:48
33,ab,GWF-020-2023,55.075,-117.88, 2023-05-05 20:53:00,30.0, BH, MDT,2023-05-30 16:37:48
34,ab,PWF-036-2023,56.5305,-118.855, 2023-05-05 20:30:00,13.0, UC, MDT,2023-05-30 16:37:48
35,bc,2023-G30210,53.2884,-120.071, 2023-05-05 00:01:00,1100.0, UC, PDT,2023-05-30 16:37:48
36,bc,2023-C10382,53.0758,-121.847, 2023-05-19 05:34:00,74.0, UC, PDT,2023-05-30 16:37:48
37,bc,2023-G40324,53.9544,-124.519, 2023-05-15 21:42:00,142.0, UC, PDT,2023-05-30 16:37:48
38,pc,2023KO1,50.6743,-115.838, 2023-05-18 18:55:12,288.0, BH,,2023-05-30 16:37:48
39,nt,SS005-23,60.8492,-115.694, 2023-05-14 15:45:00,3208.9, BH,,2023-05-30 16:37:48
40,pc,2023WB1,58.6371,-114.002, 2023-05-16 22:51:58,1168.0, OC,,2023-05-30 16:37:48
41,ab,GWF-023-2023,55.1575,-117.331, 2023-05-06 21:14:00,3888.9, BH, MDT,2023-05-30 16:37:48
42,ab,GWF-017-2023,55.0666,-117.391, 2023-05-05 18:04:00,5478.53, BH, MDT,2023-05-30 16:37:48
43,ab,LWF-114-2023,55.181,-111.994, 2023-05-12 20:47:00,5.0, UC, MDT,2023-05-30 16:37:48
44,bc,2023-N20466,50.6875,-115.826, 2023-05-21 19:28:00,40.0, BH, PDT,2023-05-30 16:37:48
45,ab,SWF-060-2023,55.9564,-115.056, 2023-05-04 22:09:00,43981.0, BH, MDT,2023-05-30 16:37:48
46,sk,23LA-SHARP,55.4241,-105.122, 2023-05-19 13:48:02,17965.0, OC, CST,2023-05-30 16:37:48
47,bc,2023-C40392,52.0563,-121.316, 2023-05-19 18:02:00,24.0, UC, PDT,2023-05-30 16:37:48
48,ab,LWF-023-2023,55.9246,-110.691, 2023-04-18 18:45:00,0.01, UC,,2023-05-30 16:37:48
49,bc,2023-G60452,55.724,-123.609, 2023-05-21 01:52:00,4.5, UC, PDT,2023-05-30 16:37:48
50,sk,23SR-KAY,59.6572,-109.611, 2023-05-19 18:13:18,3537.0, OC, CST,2023-05-30 16:37:48
51,ak,YTA Moose Ck Rx,64.6993,-146.981, 2023-04-21 00:00:00,108.46, Pre,,2023-05-30 16:37:48
52,bc,2023-K40416,50.3042,-118.461, 2023-05-20 17:45:00,0.01, UC, PDT,2023-05-30 16:37:48
53,ab,LWF-106-2023,55.9276,-112.433, 2023-05-10 21:09:00,2.1, UC, MDT,2023-05-30 16:37:48
54,sk,23DB-KPIR02,54.8537,-103.39, 2023-05-18 15:13:07,8843.0, OC, CST,2023-05-30 16:37:48
55,sk,23LA-WISTIGO,55.2572,-106.375, 2023-05-11 17:27:38,62766.0, OC, CST,2023-05-30 16:37:48
56,bc,2023-G80291,56.5112,-121.222, 2023-05-13 23:03:00,29222.0, BH, PDT,2023-05-30 16:37:48
57,on,RED_FIRE_003,51.0146,-92.2023, 2023-05-24 20:27:00,9.5, UC, GMT,2023-05-30 16:37:48
58,sk,23HB-CLEM,52.7274,-102.481, 2023-05-19 16:13:45,298.0, OC, CST,2023-05-30 16:37:48
59,ab,RWF-040-2023,52.8087,-116.204, 2023-05-05 20:45:00,5089.0, OC, MDT,2023-05-30 16:37:48
60,bc,2023-G60325,57.3534,-124.844, 2023-05-15 21:48:00,7662.0, OC, PDT,2023-05-30 16:37:48
61,ab,SWF-068-2023,55.8778,-116.408, 2023-05-05 19:12:00,119916.0, OC, MDT,2023-05-30 16:37:48
62,on,RED_FIRE_005,53.4689,-93.2176, 2023-05-25 16:20:00,2288.1, OC, GMT,2023-05-30 16:37:48
63,bc,2023-R10501,53.9455,-126.076, 2023-05-25 22:52:00,13.5, UC, PDT,2023-05-30 16:37:48
64,ab,PWF-038-2023,56.3832,-116.808, 2023-05-06 05:24:00,6129.85, BH, MDT,2023-05-30 16:37:48
