,agency,firename,lat,lon,startdate,hectares,stage_of_control,timezone,response_type,timestamp
0,ab,LWF-158-2023,55.9235,-110.689, 2023-06-22 16:42:00,0.01, UC, MDT, FUL,2023-10-25 02:50:02
1,nt,VQ014-23,66.6111,-128.729, 2023-07-10 00:46:00,2.0, OC, MDT, MON,2023-10-25 02:50:02
2,nt,FS016-23,60.14,-123.015, 2023-07-07 23:47:00,6.0, OC, MDT, FUL,2023-10-25 02:50:02
3,nt,FS013-23,60.5224,-122.895, 2023-07-05 00:43:00,1.0, OC, MDT, FUL,2023-10-25 02:50:02
4,nt,FS009-23,60.1275,-123.822, 2023-06-10 22:08:00,66.0, OC, MDT, MOD,2023-10-25 02:50:02
5,nt,FS007-23,60.7851,-121.359, 2023-06-05 19:24:00,333.0, OC, MDT, FUL,2023-10-25 02:50:02
6,ab,HWF-002-2023,58.5221,-115.167, 2023-03-30 20:05:00,0.1, UC, , FUL,2023-10-25 02:50:02
7,ab,LWF-091-2023,54.5023,-113.654, 2023-05-04 22:50:00,200.0, UC, MDT, FUL,2023-10-25 02:50:02
8,ab,MNZ-001-2023,58.0639,-112.669, 2023-06-03 15:25:00,2595.0, BH, MDT, FUL,2023-10-25 02:50:02
9,ab,RWF-040-2023,52.8087,-116.204, 2023-05-05 20:45:00,5089.0, UC, MDT, FUL,2023-10-25 02:50:02
10,yt,2023MA012,63.6439,-135.242, 2023-07-21 00:23:00,1.5, UC, PDT, FUL,2023-10-25 02:50:02
11,nt,FS014-23,60.4825,-120.694, 2023-07-05 17:22:00,37.47, OC, MDT, MON,2023-10-25 02:50:02
12,ab,SWF-064-2023,54.896,-116.1, 2023-05-04 23:03:00,40060.0, UC, MDT, FUL,2023-10-25 02:50:02
13,ab,SWF-063-2023,54.9577,-115.681, 2023-05-04 22:05:00,123670.0, UC, MDT, FUL,2023-10-25 02:50:02
14,bc,2023-G91021,59.7755,-125.343, 2023-07-01 00:43:00,12.0, BH, PDT, MON,2023-10-25 02:50:02
15,ab,GWF-027-2023,54.5201,-117.357, 2023-05-13 18:44:00,54988.4, UC, MDT, FUL,2023-10-25 02:50:02
16,ab,LWF-084-2023,54.6224,-111.829, 2023-05-04 03:35:00,153.0, UC, MDT, FUL,2023-10-25 02:50:02
17,bc,2023-G80223,56.4112,-121.233, 2023-05-05 22:06:00,2947.0, UC, PDT, FUL,2023-10-25 02:50:02
18,ab,WCU-002-2023,53.6246,-115.101, 2023-04-30 01:37:00,2478.0, UC, MDT, FUL,2023-10-25 02:50:02
19,ab,EWF-035-2023,53.8368,-115.783, 2023-05-05 20:03:00,19672.0, UC, MDT, FUL,2023-10-25 02:50:02
20,ab,WCU-001-2023,53.5614,-114.903, 2023-04-29 22:40:00,6284.0, UC, MDT, FUL,2023-10-25 02:50:02
21,nt,SS005-23,60.8492,-115.694, 2023-05-14 15:45:00,3208.9, UC, MDT, FUL,2023-10-25 02:50:02
22,ab,LWF-148-2023,55.9353,-111.105, 2023-06-07 22:19:00,2317.0, UC, MDT, FUL,2023-10-25 02:50:02
23,ab,GWF-035-2023,55.5859,-119.403, 2023-06-04 21:41:00,872.0, UC, MDT, FUL,2023-10-25 02:50:02
24,nt,VQ011-23,65.1425,-126.079, 2023-07-09 15:26:00,6.0, OC, MDT, FUL,2023-10-25 02:50:02
25,nt,FS015-23,60.2083,-123.692, 2023-07-08 00:50:00,0.01, OC, MDT, FUL,2023-10-25 02:50:02
26,pc,2023NA1,61.8325,-123.936, 2023-05-16 19:52:18,57130.0, OC, MDT, MON,2023-10-25 02:50:02
27,bc,2023-R21286,53.6527,-126.824, 2023-07-08 18:28:00,0.0, BH, PDT, FUL,2023-10-25 02:50:02
28,nt,VQ054-23,64.9026,-125.445, 2023-09-15 15:00:00,194.0, OC, MDT, MOD,2023-10-25 02:50:02
29,nt,FS010-23,61.0082,-119.992, 2023-06-12 23:11:00,90508.0, OC, MDT, FUL,2023-10-25 02:50:02
30,conus,Tyee Ridge Complex,43.3725,-123.587, ,3217.73, 90% contained,,,2023-10-25 02:50:02
31,pc,2023WB17,59.835,-112.285, 2023-07-02 02:47:48,13.0, BH, MDT, MOD,2023-10-25 02:50:02
32,conus,Tin Soldier,47.9517,-113.734, ,3306.82, 94% contained,,,2023-10-25 02:50:02
33,pc,2023WB13,58.841,-113.196, 2023-05-31 01:25:47,99.0, OC, MDT, MOD,2023-10-25 02:50:02
34,bc,2023-G90292,58.0517,-123.325, 2023-05-13 23:28:00,21056.0, BH, PDT, MON,2023-10-25 02:50:02
35,bc,2023-R51711,53.114,-127.599, 2023-07-15 02:46:00,512.0, BH, PDT, FUL,2023-10-25 02:50:02
36,bc,2023-R11289,53.2987,-126.87, 2023-07-08 19:47:00,0.01, BH, PDT, FUL,2023-10-25 02:50:02
37,bc,2023-R51710,53.125,-127.651, 2023-07-15 02:41:00,230.0, BH, PDT, FUL,2023-10-25 02:50:02
38,bc,2023-R21609,55.0409,-125.894, 2023-07-12 16:24:00,168.0, BH, PDT, FUL,2023-10-25 02:50:02
39,nt,FS011-23,61.0257,-122.985, 2023-07-04 03:21:00,320.0, OC, MDT, FUL,2023-10-25 02:50:02
40,ab,MWF-030-2023,59.2466,-110.953, 2023-06-04 16:25:00,7.4, BH, MDT, FUL,2023-10-25 02:50:02
41,bc,2023-G90776,58.2226,-123.885, 2023-06-14 04:03:00,804.46, BH, PDT, MON,2023-10-25 02:50:02
42,bc,2023-G90949,59.628,-126.953, 2023-06-28 00:51:00,5278.13, BH, PDT, MON,2023-10-25 02:50:02
43,bc,2023-G90956,59.5248,-126.651, 2023-06-28 03:39:00,12107.2, BH, PDT, MON,2023-10-25 02:50:02
44,yt,2023MA016,64.0829,-132.398, 2023-07-24 20:07:00,432.0, OC, PDT, FUL,2023-10-25 02:50:02
45,yt,2023MA014,64.1004,-133.527, 2023-07-24 19:50:00,234.0, OC, PDT, FUL,2023-10-25 02:50:02
46,yt,2023MA015,64.1748,-132.672, 2023-07-24 20:02:00,2204.0, OC, PDT, FUL,2023-10-25 02:50:02
47,ab,PWF-090-2023,57.0219,-116.25, 2023-07-06 22:41:00,49.4, UC, MDT, FUL,2023-10-25 02:50:02
48,ab,PWF-038-2023,56.3832,-116.808, 2023-05-06 05:24:00,6534.0, UC, MDT, FUL,2023-10-25 02:50:02
49,bc,2023-V70600,49.2773,-124.615, 2023-06-04 07:53:00,229.0, UC, PDT, FUL,2023-10-25 02:50:02
50,bc,2023-G90565,57.9132,-123.931, 2023-06-02 18:14:00,208.0, UC, PDT, MON,2023-10-25 02:50:02
51,yt,2023XY014,60.6247,-134.023, 2023-06-18 20:14:00,0.01, UC, PDT, FUL,2023-10-25 02:50:02
52,yt,2023XY019,60.8265,-135.749, 2023-07-09 00:51:00,1546.0, UC, PDT, FUL,2023-10-25 02:50:02
53,bc,2023-R23091,53.4992,-127.071, 2023-08-31 18:26:00,1255.0, OC, PDT, FUL,2023-10-25 02:50:02
54,bc,2023-R11387,53.7504,-126.174, 2023-07-09 19:20:00,12142.0, OC, PDT, FUL,2023-10-25 02:50:02
55,ab,HWF-065-2023,57.5528,-114.925, 2023-06-10 21:30:00,1425.2, BH, MDT, FUL,2023-10-25 02:50:02
56,bc,2023-G50912,55.7693,-126.376, 2023-06-26 00:45:00,816.9, BH, PDT, FUL,2023-10-25 02:50:02
57,pc,2023WB15,59.4837,-111.957, 2023-06-10 16:37:08,11.7, UC, MDT, FUL,2023-10-25 02:50:02
58,ab,SWF-116-2023,57.1762,-113.801, 2023-07-08 00:05:00,10670.0, BH, MDT, FUL,2023-10-25 02:50:02
59,pc,2023NA2,60.9682,-126.681, 2023-06-29 00:23:39,1400.0, OC, MDT, MON,2023-10-25 02:50:02
60,conus,Grizzly,43.5931,-122.619, ,131.22, 0% contained,,,2023-10-25 02:50:02
61,bc,2023-G92594,59.9374,-127.762, 2023-08-07 18:51:00,316.5, OC, PDT, FUL,2023-10-25 02:50:02
62,bc,2023-G90273,58.0617,-121.912, 2023-05-12 20:25:00,42838.5, OC, PDT, MON,2023-10-25 02:50:02
63,bc,2023-G91494,59.8051,-121.785, 2023-07-10 20:49:00,6996.4, OC, PDT, MON,2023-10-25 02:50:02
64,bc,2023-G91739,59.4203,-123.656, 2023-07-16 01:17:00,33425.6, OC, PDT, MON,2023-10-25 02:50:02
65,bc,2023-R21225,54.0392,-126.826, 2023-07-08 02:03:00,86.0, UC, PDT, FUL,2023-10-25 02:50:02
66,bc,2023-V53075,50.5322,-124.34, 2023-08-30 21:52:00,262.0, UC, PDT, MON,2023-10-25 02:50:02
67,bc,2023-G93240,58.2129,-122.007, 2023-09-13 17:46:00,6.4, UC, PDT, FUL,2023-10-25 02:50:02
68,ab,PWF-121-2023,57.252,-117.095, 2023-07-23 21:28:00,15.8, UC, MDT, FUL,2023-10-25 02:50:02
69,ab,EWF-039-2023,53.4706,-115.871, 2023-05-06 03:51:00,165.0, UC, MDT, FUL,2023-10-25 02:50:02
70,bc,2023-V13306,49.4174,-122.547, 2023-09-18 00:06:00,0.09, UC, PDT, FUL,2023-10-25 02:50:02
71,bc,2023-G93241,58.4398,-122.064, 2023-09-13 18:51:00,0.5, UC, PDT, FUL,2023-10-25 02:50:02
72,bc,2023-V11152,49.3115,-122.244, 2023-07-06 03:55:00,215.0, UC, PDT, MOD,2023-10-25 02:50:02
73,bc,2023-V13025,49.314,-121.726, 2023-08-29 15:55:00,1.5, UC, PDT, FUL,2023-10-25 02:50:02
74,bc,2023-V13109,49.56,-121.97, 2023-09-01 21:45:00,0.47, UC, PDT, FUL,2023-10-25 02:50:02
75,conus,Cowlitz Complex,46.5325,-121.775, ,296.055, 39% contained,,,2023-10-25 02:50:02
76,ab,PWF-145-2023,56.4322,-119.159, 2023-10-24 17:12:00,1.0, UC, MDT, FUL,2023-10-25 02:50:02
77,bc,2023-G90790,57.8996,-123.61, 2023-06-15 03:22:00,10.0, BH, PDT, MON,2023-10-25 02:50:02
78,yt,2023WL003,60.46,-125.972, 2023-06-02 16:27:00,1728.86, BH, PDT, FUL,2023-10-25 02:50:02
79,ab,EWF-037-2023,53.91,-117.559, 2023-05-06 16:50:00,578.0, UC, MDT, FUL,2023-10-25 02:50:02
80,ab,EWF-040-2023,53.9356,-117.776, 2023-05-06 17:07:00,12073.4, UC, MDT, FUL,2023-10-25 02:50:02
81,bc,2023-G33441,53.7464,-120.397, 2023-10-24 19:46:00,0.2, UC, PDT, FUL,2023-10-25 02:50:02
82,bc,2023-G80280,57.6187,-122.012, 2023-05-13 00:58:00,619072.0, UC, PDT, FUL,2023-10-25 02:50:02
83,conus,Wawawai,46.6533,-117.372, ,213.03, 99% contained,,,2023-10-25 02:50:02
84,ak,Divide Mountain,63.919,-141.2, 2023-07-27 00:00:00,0.4, Unstaffed/Uncontaine,,,2023-10-25 02:50:02
85,bc,2023-R91774,59.1154,-132.885, 2023-07-16 23:01:00,0.7, UC, PDT, FUL,2023-10-25 02:50:02
86,bc,2023-G91933,59.463,-120.0, 2023-07-20 20:51:00,2272.0, OC, PDT, MON,2023-10-25 02:50:02
87,ab,EWF-076-2023,52.9975,-116.422, 2023-07-24 23:19:00,71.6, UC, MDT, FUL,2023-10-25 02:50:02
88,ab,HWF-064-2023,59.2838,-119.067, 2023-06-09 21:47:00,6175.0, UC, MDT, FUL,2023-10-25 02:50:02
89,ab,LWF-188-2023,54.6809,-111.925, 2023-10-24 19:59:00,0.1, BH, MDT, FUL,2023-10-25 02:50:02
90,bc,2023-K22024,50.4484,-120.401, 2023-07-21 21:49:00,11382.0, UC, PDT, FUL,2023-10-25 02:50:02
91,yt,2023MA025,64.05,-136.917, 2023-07-27 22:40:00,1.0, OC, PDT, FUL,2023-10-25 02:50:02
92,qc,223,47.3875,-73.1494, ,0.0, UC, EDT, FUL,2023-10-25 02:50:02
93,qc,543,54.8167,-72.3636, ,1058.2, OC, EDT, MON,2023-10-25 02:50:02
94,conus,South Slope / Roza Slope,46.7281,-120.448, ,283.5, 0% contained,,,2023-10-25 02:50:02
