,agency,firename,lat,lon,startdate,hectares,stage_of_control,timezone,response_type,timestamp
0,bc,2023-R21522,54.4197,-126.408, 2023-07-11 03:11:00,120.0, OC, PDT, FUL,2023-07-18 18:44:06
1,bc,2023-R21296,54.4299,-126.396, 2023-07-08 22:33:00,142.0, OC, PDT, FUL,2023-07-18 18:44:06
2,ab,LCU-003-2023,54.8075,-113.08, 2023-05-03 22:55:00,2553.1, UC, MDT, FUL,2023-07-18 18:44:06
3,qc,597,51.7425,-78.4303, 2023-07-07 18:50:00,11163.9, OC, EDT, MON,2023-07-18 18:44:06
4,bc,2023-K41763,51.1508,-119.478, 2023-07-16 19:57:00,0.01, OC, PDT, FUL,2023-07-18 18:44:06
5,bc,2023-V71781,49.1753,-124.773, 2023-07-17 02:06:00,0.01, OC, PDT, FUL,2023-07-18 18:44:06
6,bc,2023-K41782,50.1859,-119.385, 2023-07-17 02:15:00,0.01, OC, PDT, FUL,2023-07-18 18:44:06
7,bc,2023-V31757,49.924,-123.348, 2023-07-16 07:23:00,0.01, OC, PDT, FUL,2023-07-18 18:44:06
8,conus,Boulder Lake,47.0706,-113.82, ,741.555, 0% contained,,,2023-07-18 18:44:06
9,bc,2023-G41158,52.9571,-125.672, 2023-07-06 23:20:00,911.6, OC, PDT, FUL,2023-07-18 18:44:06
10,bc,2023-V11797,49.5068,-121.201, 2023-07-17 19:00:00,0.01, OC, PDT, FUL,2023-07-18 18:44:06
11,bc,2023-N11800,49.6724,-115.753, 2023-07-17 20:34:00,0.01, OC, PDT, FUL,2023-07-18 18:44:06
12,bc,2023-G61813,55.463,-124.15, 2023-07-17 18:14:00,0.01, OC, PDT, FUL,2023-07-18 18:44:06
13,bc,2023-V71798,49.3786,-124.726, 2023-07-17 19:12:00,0.01, OC, PDT, FUL,2023-07-18 18:44:06
14,bc,2023-N11806,49.5999,-115.73, 2023-07-17 21:23:00,0.01, OC, PDT, FUL,2023-07-18 18:44:06
15,ak,Taiya Point,59.2949,-135.419, 2023-07-13 00:00:00,0.04, Unstaffed/Contained,,,2023-07-18 18:44:06
16,sk,23SR-SOMERVILLE,59.5611,-105.078, 2023-07-17 17:53:48,10.0, OC, CST, MOD,2023-07-18 18:44:06
17,yt,2023RR002,62.5005,-133.387, 2023-06-29 01:22:00,10.0, OC, PDT, FUL,2023-07-18 18:44:06
18,pc,2023WB23,60.457,-113.851, 2023-07-04 22:16:14,5000.0, OC, MDT, MON,2023-07-18 18:44:06
19,on,COC_FIRE_038,50.7194,-79.8475, 2023-07-05 12:49:00,12544.9, OC, GMT, MON,2023-07-18 18:44:06
20,yt,2023WL003,60.46,-125.972, 2023-06-02 16:27:00,1728.86, OC, PDT, FUL,2023-07-18 18:44:06
21,yt,2023WL007,60.7532,-130.739, 2023-06-29 23:42:00,5000.0, OC, PDT, FUL,2023-07-18 18:44:06
