,agency,firename,lat,lon,startdate,hectares,stage_of_control,timestamp
0,mb,NO009,56.3153,-94.8283, 2022-07-06 05:00:00,145.5, UC,2022-08-01 16:42:19+00:00
1,yt,2022MA047,65.9981,-134.995, 2022-07-07 03:55:00,1600.0, OC,2022-08-01 16:42:19+00:00
2,yt,2022DA032,65.5438,-136.627, 2022-07-08 00:00:00,1000.0, OC,2022-08-01 16:42:19+00:00
3,yt,2022WL029,60.9762,-127.466, 2022-07-08 23:30:00,1700.0, OC,2022-08-01 16:42:19+00:00
4,yt,2022RR026,62.8405,-132.741, 2022-07-10 01:35:00,1805.0, OC,2022-08-01 16:42:19+00:00
5,nt,VQ025-22,64.6641,-120.91, 2022-07-08 15:00:00,12869.0, OC,2022-08-01 16:42:19+00:00
6,yt,2022RR030,62.4799,-129.889, 2022-07-10 04:40:00,2000.0, OC,2022-08-01 16:42:19+00:00
7,yt,2022MA038,63.6198,-132.733, 2022-07-04 18:37:00,1000.0, OC,2022-08-01 16:42:19+00:00
8,yt,2022OC006,66.6566,-139.539, 2022-07-06 22:12:00,4000.0, OC,2022-08-01 16:42:19+00:00
9,mb,NO020,58.6767,-100.594, 2022-07-13 05:00:00,144.0, OC,2022-08-01 16:42:19+00:00
10,yt,2022MA032,64.1254,-135.52, 2022-07-04 20:44:00,846.0, OC,2022-08-01 16:42:19+00:00
11,yt,2022WL032,60.0494,-126.679, 2022-07-12 01:45:00,311.0, OC,2022-08-01 16:42:19+00:00
12,yt,2022MA014,64.1836,-134.627, 2022-07-01 03:53:00,1776.0, OC,2022-08-01 16:42:19+00:00
13,yt,2022MA048,63.4263,-132.733, 2022-07-14 21:50:00,2000.0, OC,2022-08-01 16:42:19+00:00
14,ak,East Fork,62.3658,-162.799, 2022-05-31 00:00:00,67485.3, Unstaffed/Uncontaine,2022-08-01 16:42:19+00:00
15,yt,2022MA033,64.2205,-135.194, 2022-07-04 18:18:00,1089.0, OC,2022-08-01 16:42:19+00:00
16,ak,Stony River,61.5786,-155.975, 2022-06-05 00:00:00,16357.0, Unstaffed/Uncontaine,2022-08-01 16:42:19+00:00
17,yt,2022WL034,60.8618,-125.885, 2022-07-13 00:45:00,1764.0, OC,2022-08-01 16:42:19+00:00
18,yt,2022MA043,63.4585,-133.611, 2022-07-05 05:59:00,1800.0, OC,2022-08-01 16:42:19+00:00
19,yt,2022RR022,62.4678,-133.716, 2022-07-07 22:05:00,2199.0, OC,2022-08-01 16:42:19+00:00
20,yt,2022RR002,62.4985,-131.369, 2022-06-25 02:32:00,6233.0, OC,2022-08-01 16:42:19+00:00
21,yt,2022MA052,63.5225,-133.664, 2022-07-14 22:48:00,600.0, OC,2022-08-01 16:42:19+00:00
22,ak,Kokwok,59.7511,-158.225, 2022-06-06 00:00:00,12746.4, Unstaffed/Uncontaine,2022-08-01 16:42:19+00:00
23,mb,NO022,58.435,-99.0022, 2022-07-13 05:00:00,469.2, OC,2022-08-01 16:42:19+00:00
24,yt,2022MA020,63.0508,-135.832, 2022-07-02 04:20:00,2919.0, OC,2022-08-01 16:42:19+00:00
25,yt,2022CA017,62.6997,-137.504, 2022-07-02 21:52:00,2571.0, OC,2022-08-01 16:42:19+00:00
26,yt,2022OC016,66.7282,-136.512, 2022-07-15 23:54:00,2500.0, OC,2022-08-01 16:42:19+00:00
27,yt,2022RR036,63.259,-131.032, 2022-07-12 00:16:00,1459.63, OC,2022-08-01 16:42:19+00:00
28,ak,Tatlawiksuk,62.3325,-155.299, 2022-06-04 00:00:00,92850.5, Unstaffed/Uncontaine,2022-08-01 16:42:19+00:00
29,yt,2022OC013,67.5092,-136.801, 2022-07-15 01:58:00,800.0, OC,2022-08-01 16:42:19+00:00
30,ak,Iowithla River,59.2058,-158.094, 2022-06-08 00:00:00,17352.9, Unstaffed/Uncontaine,2022-08-01 16:42:19+00:00
31,ak,Sawpit Creek,61.2276,-159.343, 2022-06-07 00:00:00,10620.2, Unstaffed/Uncontaine,2022-08-01 16:42:19+00:00
32,ak,Fourth of July Creek,62.7358,-156.596, 2022-06-06 00:00:00,20698.0, Unstaffed/Uncontaine,2022-08-01 16:42:19+00:00
33,sk,22SR-MELEN,59.4494,-106.495, 2022-06-14 00:59:26,21313.9, OC,2022-08-01 16:42:19+00:00
34,nt,ZF008-22,63.7393,-114.717, 2022-06-16 15:00:00,35847.0, OC,2022-08-01 16:42:19+00:00
35,ak,Hardscrabble Creek,63.6072,-153.787, 2022-06-09 00:00:00,1017.38, Unstaffed/Uncontaine,2022-08-01 16:42:19+00:00
36,yt,2022OC011,67.5091,-136.939, 2022-07-15 01:56:00,4000.0, OC,2022-08-01 16:42:19+00:00
37,yt,2022OC015,67.2408,-137.208, 2022-07-15 02:20:00,1800.0, OC,2022-08-01 16:42:19+00:00
38,ak,Koness,67.861,-144.187, 2022-06-21 00:00:00,2931.54, Unstaffed/Uncontaine,2022-08-01 16:42:19+00:00
39,sk,22LX-EAGLE,55.9015,-106.969, 2022-07-15 16:52:39,100.0, OC,2022-08-01 16:42:19+00:00
40,sk,22BN-GIPSY,56.4741,-109.996, 2022-07-15 14:21:31,500.0, OC,2022-08-01 16:42:19+00:00
41,nt,SS018-22,60.2543,-110.493, 2022-06-16 23:06:00,12736.0, OC,2022-08-01 16:42:19+00:00
42,nt,ZF018-22,64.3048,-114.352, 2022-06-22 20:00:00,10632.0, OC,2022-08-01 16:42:19+00:00
43,mb,NO005,59.3419,-101.512, 2022-06-21 05:00:00,1439.0, OC,2022-08-01 16:42:19+00:00
44,ak,Serpentine Creek,64.196,-144.244, 2022-07-04 00:00:00,356.37, Unstaffed/Uncontaine,2022-08-01 16:42:19+00:00
45,ak,Hard Luck,65.2899,-141.279, 2022-07-02 00:00:00,985.85, Unstaffed/Uncontaine,2022-08-01 16:42:19+00:00
46,ak,Paddle,66.0708,-142.912, 2022-06-19 00:00:00,12574.7, Unstaffed/Uncontaine,2022-08-01 16:42:19+00:00
47,ak,Apoon Pass,62.5894,-163.466, 2022-06-09 00:00:00,36385.2, Unstaffed/Uncontaine,2022-08-01 16:42:19+00:00
48,ak,Pack,65.8341,-142.991, 2022-06-20 00:00:00,12128.2, Unstaffed/Uncontaine,2022-08-01 16:42:19+00:00
