,agency,firename,lat,lon,startdate,hectares,stage_of_control,timezone,timestamp
0,ab,EWF-015-2023,53.6828,-115.948, 2023-04-29 20:20:00,46.57, UC,,2023-06-06 22:38:53
1,ab,LWF-047-2023,54.6685,-111.908, 2023-04-26 18:09:00,0.1, UC,,2023-06-06 22:38:53
2,ab,HWF-008-2023,58.4787,-114.536, 2023-04-17 23:22:00,0.01, UC,,2023-06-06 22:38:53
3,ab,EWF-014-2023,53.1571,-116.952, 2023-04-27 02:43:00,0.79, UC,,2023-06-06 22:38:53
4,ab,WWF-015-2023,54.0948,-115.322, 2023-04-29 23:00:00,47.0, UC,,2023-06-06 22:38:53
5,ab,LWF-084-2023,54.6224,-111.829, 2023-05-04 03:35:00,153.0, UC, MDT,2023-06-06 22:38:53
6,ab,LWF-091-2023,54.5023,-113.654, 2023-05-04 22:50:00,200.0, UC, MDT,2023-06-06 22:38:53
7,ab,PWF-008-2023,56.4749,-117.295, 2023-04-17 01:50:00,64.6, UC,,2023-06-06 22:38:53
8,ab,HWF-002-2023,58.5221,-115.167, 2023-03-30 20:05:00,0.1, UC,,2023-06-06 22:38:53
9,ak,Windfall Mountain Coal Seam,65.0282,-141.246, 2023-05-08 00:00:00,0.04, Unstaffed/Uncontaine,,2023-06-06 22:38:53
10,sk,23LA-DECEPTION,56.5541,-104.258, 2023-05-12 17:58:36,1000.0, OC, CST,2023-06-06 22:38:53
11,ak,FWA SAC Rx,64.8023,-147.613, 2023-04-21 00:00:00,819.49, Prescribed,,2023-06-06 22:38:53
12,ab,RWF-012-2023,52.4403,-115.374, 2023-04-28 16:30:00,46.0, UC,,2023-06-06 22:38:53
13,sk,23LA-KOLWASKIE,57.2352,-102.716, 2023-05-12 17:23:55,3500.0, OC, CST,2023-06-06 22:38:53
14,ak,Trout Creek Coal Seam,65.0973,-141.639, 2023-05-08 00:00:00,0.04, Unstaffed/Uncontaine,,2023-06-06 22:38:53
15,bc,2023-G70298,55.9873,-120.51, 2023-05-14 01:06:00,25.86, UC, PDT,2023-06-06 22:38:53
16,bc,2023-N10281,49.1964,-115.142, 2023-05-13 01:33:00,9.98, UC, PDT,2023-06-06 22:38:53
17,ab,EWF-039-2023,53.4706,-115.871, 2023-05-06 03:51:00,165.0, BH, MDT,2023-06-06 22:38:53
18,ab,EWF-037-2023,53.91,-117.559, 2023-05-06 16:47:00,578.0, BH, MDT,2023-06-06 22:38:53
19,ak,Stuart Creek Rx,64.7068,-146.606, 2023-05-03 00:00:00,5908.4, Pre,,2023-06-06 22:38:53
20,ab,SWF-063-2023,54.9577,-115.681, 2023-05-04 22:05:00,123670.0, OC, MDT,2023-06-06 22:38:53
21,ab,SWF-057-2023,55.0343,-115.148, 2023-05-04 18:04:00,16728.0, OC, MDT,2023-06-06 22:38:53
22,ab,SWF-064-2023,54.896,-116.1, 2023-05-04 23:03:00,40060.0, OC, MDT,2023-06-06 22:38:53
23,ab,EWF-040-2023,53.9356,-117.776, 2023-05-06 17:05:00,684.0, BH, MDT,2023-06-06 22:38:53
24,bc,2023-G70412,56.0865,-121.967, 2023-05-20 04:07:00,4.0, UC, PDT,2023-06-06 22:38:53
25,ak,DTAE Jarvis Rx,63.987,-145.674, 2023-04-21 00:00:00,458.91, Pre,,2023-06-06 22:38:53
26,bc,2023-G30423,52.9898,-119.422, 2023-05-20 20:46:00,0.5, UC, PDT,2023-06-06 22:38:53
27,bc,2023-G80175,56.5319,-121.925, 2023-05-03 04:05:00,385.0, UC, PDT,2023-06-06 22:38:53
28,bc,2023-G80220,56.2688,-119.93, 2023-05-05 21:37:00,6171.0, UC, PDT,2023-06-06 22:38:53
29,ab,EWF-038-2023,53.6919,-116.081, 2023-05-06 02:38:00,1.2, UC, MDT,2023-06-06 22:38:53
30,bc,2023-G90266,59.4932,-126.32, 2023-05-11 02:40:00,14.5, UC, PDT,2023-06-06 22:38:53
31,ab,GWF-019-2023,54.7357,-119.033, 2023-05-05 20:57:00,19435.0, BH, MDT,2023-06-06 22:38:53
32,ab,SWF-087-2023,55.2281,-114.275, 2023-05-17 02:29:00,1036.0, BH, MDT,2023-06-06 22:38:53
33,bc,2023-C40384,51.6366,-121.926, 2023-05-19 06:05:00,536.0, UC, PDT,2023-06-06 22:38:53
34,ab,PWF-036-2023,56.5305,-118.855, 2023-05-05 20:30:00,13.0, UC, MDT,2023-06-06 22:38:53
35,bc,2023-G30210,53.2884,-120.071, 2023-05-05 00:01:00,1100.0, UC, PDT,2023-06-06 22:38:53
36,bc,2023-G40324,53.9544,-124.519, 2023-05-15 21:42:00,142.0, UC, PDT,2023-06-06 22:38:53
37,nt,SS005-23,60.8492,-115.694, 2023-05-14 15:45:00,3208.9, BH,,2023-06-06 22:38:53
38,ab,LWF-114-2023,55.181,-111.994, 2023-05-12 20:47:00,5.0, UC, MDT,2023-06-06 22:38:53
39,ab,SWF-060-2023,55.9564,-115.056, 2023-05-04 22:09:00,43981.0, BH, MDT,2023-06-06 22:38:53
40,ab,LWF-023-2023,55.9246,-110.691, 2023-04-18 18:45:00,0.01, UC,,2023-06-06 22:38:53
41,sk,23SR-KAY,59.6572,-109.611, 2023-05-19 18:13:18,3537.0, OC, CST,2023-06-06 22:38:53
42,bc,2023-K40416,50.3042,-118.461, 2023-05-20 17:45:00,0.01, UC, PDT,2023-06-06 22:38:53
43,bc,2023-G80291,56.5112,-121.222, 2023-05-13 23:03:00,29222.0, BH, PDT,2023-06-06 22:38:53
44,ab,RWF-040-2023,52.8087,-116.204, 2023-05-05 20:45:00,5089.0, OC, MDT,2023-06-06 22:38:53
45,ab,LSZ-001-2023,55.272,-110.026, 2023-05-24 13:00:00,4900.0, OC, MDT,2023-06-06 22:38:53
46,on,COC_FIRE_001,51.5566,-85.3216, 2023-05-28 20:52:00,45.0, OC, GMT,2023-06-06 22:38:53
47,bc,2023-G80223,56.4112,-121.233, 2023-05-05 22:06:00,2947.0, UC, PDT,2023-06-06 22:38:53
48,sk,23SR-RIACH,59.7405,-109.309, 2023-05-19 17:58:10,20000.0, OC, CST,2023-06-06 22:38:53
49,ak,Bison RX,63.8954,-145.312, 2023-05-09 00:00:00,371.46, Prescribed,,2023-06-06 22:38:53
50,ak,YTA Husky Rx,64.776,-147.062, 2023-04-21 00:00:00,161.87, Pre,,2023-06-06 22:38:53
51,ab,RWF-034-2023,52.8151,-115.45, 2023-05-04 22:59:00,87108.0, OC, MDT,2023-06-06 22:38:53
