,agency,firename,lat,lon,startdate,hectares,stage_of_control,timezone,response_type,timestamp
0,bc,2023-R21522,54.4197,-126.408, 2023-07-11 03:11:00,120.0, OC, PDT, FUL,2023-07-16 10:43:17
1,bc,2023-R21296,54.4299,-126.396, 2023-07-08 22:33:00,142.0, OC, PDT, FUL,2023-07-16 10:43:17
2,bc,2023-R41463,55.6062,-127.246, 2023-07-10 03:41:00,0.1, OC, PDT, FUL,2023-07-16 10:43:17
3,bc,2023-V31734,50.1144,-123.383, 2023-07-16 00:00:00,0.0, OC, PDT, FUL,2023-07-16 10:43:17
4,bc,2023-V11744,49.2856,-122.4, 2023-07-16 01:16:00,0.01, OC, PDT, FUL,2023-07-16 10:43:17
5,conus,Tunnel Five,45.7211,-121.578, ,214.245, 80% contained,,,2023-07-16 10:43:17
6,conus,Klamath National Forest Late J,41.7572,-123.211, ,0.0, 0% contained,,,2023-07-16 10:43:17
7,ab,LCU-003-2023,54.8075,-113.08, 2023-05-03 22:55:00,2553.1, UC, MDT, FUL,2023-07-16 10:43:17
8,nl,616,53.8739,-66.4214, 2023-07-06 00:00:00,500.0, OC, NDT, FUL,2023-07-16 10:43:17
9,ak,Windfall Mountain Coal Seam,65.0282,-141.246, 2023-05-08 00:00:00,0.04, Unstaffed/Uncontaine,,,2023-07-16 10:43:17
10,ab,HWF-002-2023,58.5221,-115.167, 2023-03-30 20:05:00,0.1, UC, , FUL,2023-07-16 10:43:17
11,ab,LWF-047-2023,54.6685,-111.908, 2023-04-26 18:09:00,0.1, UC, , FUL,2023-07-16 10:43:17
12,ab,LWF-084-2023,54.6224,-111.829, 2023-05-04 03:35:00,153.0, UC, MDT, FUL,2023-07-16 10:43:17
13,ab,LWF-091-2023,54.5023,-113.654, 2023-05-04 22:50:00,200.0, UC, MDT, FUL,2023-07-16 10:43:17
14,ab,PWF-008-2023,56.4749,-117.295, 2023-04-17 01:50:00,64.6, UC, , FUL,2023-07-16 10:43:17
15,bc,2023-G80220,56.2688,-119.93, 2023-05-05 21:37:00,6171.0, UC, PDT, FUL,2023-07-16 10:43:17
16,bc,2023-G80175,56.5319,-121.925, 2023-05-03 04:05:00,385.0, UC, PDT, FUL,2023-07-16 10:43:17
17,bc,2023-G30210,53.2884,-120.071, 2023-05-05 00:01:00,1100.0, UC, PDT, FUL,2023-07-16 10:43:17
