,agency,firename,lat,lon,startdate,hectares,stage_of_control,timestamp
0,mb,NO003,55.855,-100.296, 2022-06-14 05:00:00,800.0, OC,2022-07-03 08:38:47+00:00
1,ab,LWF-099-2022,56.1632,-110.655, 2022-06-13 19:25:00,207.0, UC,2022-07-03 08:38:47+00:00
2,ab,MWF-015-2022,59.8171,-111.119, 2022-06-12 22:49:00,1399.0, BH,2022-07-03 08:38:47+00:00
3,ak,Telaquana River,61.0183,-154.344, 2022-06-06 00:00:00,3152.9, Unstaffed/Uncontaine,2022-07-03 08:38:47+00:00
4,ab,MWF-018-2022,59.641,-111.325, 2022-06-13 20:26:00,2810.0, BH,2022-07-03 08:38:47+00:00
5,mb,NO001,56.5836,-99.2147, 2022-06-12 05:00:00,3800.0, UC,2022-07-03 08:38:47+00:00
6,nt,SS017-22,61.2318,-104.731, 2022-06-14 17:24:00,131.0, OC,2022-07-03 08:38:47+00:00
7,nt,SS013-22,60.7788,-113.066, 2022-06-15 22:22:00,250.5, OC,2022-07-03 08:38:47+00:00
8,nt,SS016-22,61.1188,-104.842, 2022-06-14 17:55:00,1638.0, OC,2022-07-03 08:38:47+00:00
9,nt,SS012-22,61.6444,-112.034, 2022-06-13 22:22:00,617.0, OC,2022-07-03 08:38:47+00:00
10,nt,SS015-22,60.0033,-108.657, 2022-06-14 17:46:00,1398.0, OC,2022-07-03 08:38:47+00:00
11,nt,SS011-22,60.5507,-110.009, 2022-06-13 00:15:00,165.0, OC,2022-07-03 08:38:47+00:00
12,ak,South Lime Lake,61.5115,-155.045, 2022-06-05 00:00:00,1387.66, Unstaffed/Uncontaine,2022-07-03 08:38:47+00:00
13,nt,SS014-22,60.1663,-109.593, 2022-06-14 18:40:00,352.0, OC,2022-07-03 08:38:47+00:00
14,nt,VQ005-22,64.5309,-122.32, 2022-06-21 01:42:00,440.0, OC,2022-07-03 08:38:47+00:00
15,nt,VQ004-22,64.5178,-121.507, 2022-06-19 21:42:00,300.0, OC,2022-07-03 08:38:47+00:00
16,nt,SS021-22,60.809,-113.695, 2022-06-21 21:43:00,60.0, OC,2022-07-03 08:38:47+00:00
17,nt,VQ007-22,66.3134,-125.588, 2022-06-21 02:02:00,36.0, OC,2022-07-03 08:38:47+00:00
18,nl,602,55.7661,-65.1531, 2022-06-13 00:00:00,424.0, OC,2022-07-03 08:38:47+00:00
19,ak,Fourth of July Creek,62.7358,-156.596, 2022-06-06 00:00:00,20697.8, Unstaffed/Uncontaine,2022-07-03 08:38:47+00:00
20,ab,HWF-013-2022,59.71,-119.767, 2022-06-01 17:48:00,8112.9, UC,2022-07-03 08:38:47+00:00
21,conus,Kinsley,40.081,-114.422, 2022-06-17 13:00:00,1299.65, 100% contained,2022-07-03 08:38:47+00:00
22,bc,2022-N40326,51.1663,-118.237, 2022-06-23 00:49:00,0.01, UC,2022-07-03 08:38:47+00:00
23,ak,Apoon Pass,62.5894,-163.466, 2022-06-09 00:00:00,34049.4, Unstaffed/Uncontaine,2022-07-03 08:38:47+00:00
24,ak,Kiknik,60.8917,-157.218, 2022-06-08 00:00:00,18507.9, Unstaffed/Uncontaine,2022-07-03 08:38:47+00:00
