,agency,firename,lat,lon,startdate,hectares,stage_of_control,timezone,response_type,timestamp
0,ab,RWF-040-2023,52.8087,-116.204, 2023-05-05 20:45:00,5089.0, UC, MDT, FUL,2023-12-10 00:50:16
1,ab,SWF-064-2023,54.896,-116.1, 2023-05-04 23:03:00,40060.0, UC, MDT, FUL,2023-12-10 00:50:16
2,ab,SWF-063-2023,54.9577,-115.681, 2023-05-04 22:05:00,123670.0, UC, MDT, FUL,2023-12-10 00:50:16
3,bc,2023-G91021,59.7755,-125.343, 2023-07-01 00:43:00,12.0, BH, PDT, MON,2023-12-10 00:50:16
4,ab,GWF-027-2023,54.5201,-117.357, 2023-05-13 18:44:00,54988.4, UC, MDT, FUL,2023-12-10 00:50:16
5,bc,2023-G80223,56.4112,-121.233, 2023-05-05 22:06:00,2947.0, UC, PDT, FUL,2023-12-10 00:50:16
6,ab,WCU-002-2023,53.6246,-115.101, 2023-04-30 01:37:00,2478.0, UC, MDT, FUL,2023-12-10 00:50:16
7,ab,EWF-035-2023,53.8368,-115.783, 2023-05-05 20:03:00,19672.0, UC, MDT, FUL,2023-12-10 00:50:16
8,ab,WCU-001-2023,53.5614,-114.903, 2023-04-29 22:40:00,6284.0, UC, MDT, FUL,2023-12-10 00:50:16
9,ab,GWF-035-2023,55.5859,-119.403, 2023-06-04 21:41:00,872.0, UC, MDT, FUL,2023-12-10 00:50:16
10,nt,FS010-23,61.0082,-119.992, 2023-06-12 23:11:00,90508.0, OC, MDT, FUL,2023-12-10 00:50:16
11,bc,2023-G90292,58.0517,-123.325, 2023-05-13 23:28:00,21056.0, BH, PDT, MON,2023-12-10 00:50:16
12,bc,2023-V93289,51.7347,-125.814, 2023-09-16 19:30:00,433.0, UC, PDT, MON,2023-12-10 00:50:16
13,bc,2023-G90776,58.2226,-123.885, 2023-06-14 04:03:00,804.46, BH, PDT, MON,2023-12-10 00:50:16
14,bc,2023-G90949,59.628,-126.953, 2023-06-28 00:51:00,5278.13, BH, PDT, MON,2023-12-10 00:50:16
15,bc,2023-G90956,59.5248,-126.651, 2023-06-28 03:39:00,12107.2, BH, PDT, MON,2023-12-10 00:50:16
16,bc,2023-G90565,57.9132,-123.931, 2023-06-02 18:14:00,208.0, UC, PDT, MON,2023-12-10 00:50:16
17,ab,HWF-065-2023,57.5528,-114.925, 2023-06-10 21:30:00,1425.2, BH, MDT, FUL,2023-12-10 00:50:16
18,bc,2023-G50912,55.7693,-126.376, 2023-06-26 00:45:00,816.9, BH, PDT, FUL,2023-12-10 00:50:16
19,bc,2023-R21225,54.0392,-126.826, 2023-07-08 02:03:00,86.0, UC, PDT, FUL,2023-12-10 00:50:16
20,bc,2023-R11387,53.7504,-126.174, 2023-07-09 19:20:00,12142.0, BH, PDT, MON,2023-12-10 00:50:16
21,bc,2023-G93240,58.2129,-122.007, 2023-09-13 17:46:00,6.4, UC, PDT, FUL,2023-12-10 00:50:16
22,ab,EWF-039-2023,53.4706,-115.871, 2023-05-06 03:51:00,165.0, UC, MDT, FUL,2023-12-10 00:50:16
23,bc,2023-G93241,58.4398,-122.064, 2023-09-13 18:51:00,0.5, UC, PDT, FUL,2023-12-10 00:50:16
24,bc,2023-G90790,57.8996,-123.61, 2023-06-15 03:22:00,10.0, BH, PDT, MON,2023-12-10 00:50:16
25,bc,2023-R23091,53.4992,-127.071, 2023-08-31 18:26:00,1255.0, UC, PDT, MON,2023-12-10 00:50:16
26,ab,EWF-037-2023,53.91,-117.559, 2023-05-06 16:50:00,578.0, UC, MDT, FUL,2023-12-10 00:50:16
27,ab,EWF-040-2023,53.9356,-117.776, 2023-05-06 17:07:00,12073.4, UC, MDT, FUL,2023-12-10 00:50:16
28,bc,2023-G80280,57.6187,-122.012, 2023-05-13 00:58:00,619072.0, UC, PDT, FUL,2023-12-10 00:50:16
29,ab,EWF-076-2023,52.9975,-116.422, 2023-07-24 23:19:00,71.6, UC, MDT, FUL,2023-12-10 00:50:16
30,ab,HWF-064-2023,59.2838,-119.067, 2023-06-09 21:47:00,6175.0, UC, MDT, FUL,2023-12-10 00:50:16
31,bc,2023-G60858,57.6324,-125.927, 2023-06-24 03:52:00,4638.0, BH, PDT, FUL,2023-12-10 00:50:16
32,bc,2023-G73347,55.7333,-122.261, 2023-09-22 22:59:00,15.0, UC, PDT, FUL,2023-12-10 00:50:16
33,bc,2023-G73192,55.4097,-121.185, 2023-09-08 20:11:00,17.0, UC, PDT, MON,2023-12-10 00:50:16
34,bc,2023-R11546,54.1573,-126.103, 2023-07-11 19:11:00,138.0, UC, PDT, FUL,2023-12-10 00:50:16
35,ab,PWF-074-2023,56.4525,-116.18, 2023-06-28 21:46:00,101.2, UC, MDT, FUL,2023-12-10 00:50:16
36,pc,2023WB18,59.762,-113.908, 2023-07-02 02:52:21,109244.0, OC, MDT, MON,2023-12-10 00:50:16
37,bc,2023-G73140,56.0086,-120.188, 2023-09-03 00:05:00,10.85, UC, PDT, FUL,2023-12-10 00:50:16
38,ab,HWF-087-2023,58.1581,-114.183, 2023-06-30 22:30:00,12508.0, BH, MDT, FUL,2023-12-10 00:50:16
39,pc,2023WB31,59.6844,-115.298, 2023-09-02 20:27:48,7822.0, OC, MDT, MON,2023-12-10 00:50:16
40,ab,RWF-034-2023,52.8151,-115.45, 2023-05-04 22:59:00,87492.0, UC, MDT, FUL,2023-12-10 00:50:16
41,ab,GWF-038-2023,55.655,-119.485, 2023-06-06 19:46:00,7148.0, UC, MDT, FUL,2023-12-10 00:50:16
