,agency,firename,lat,lon,startdate,hectares,stage_of_control,timezone,response_type,timestamp
0,bc,2023-R21522,54.4197,-126.408, 2023-07-11 03:11:00,120.0, OC, PDT, FUL,2023-07-18 12:43:30
1,bc,2023-R21296,54.4299,-126.396, 2023-07-08 22:33:00,142.0, OC, PDT, FUL,2023-07-18 12:43:30
2,ab,LCU-003-2023,54.8075,-113.08, 2023-05-03 22:55:00,2553.1, UC, MDT, FUL,2023-07-18 12:43:30
3,qc,597,51.7425,-78.4303, 2023-07-07 18:50:00,11163.9, OC, EDT, MON,2023-07-18 12:43:30
4,bc,2023-K41763,51.1508,-119.478, 2023-07-16 19:57:00,0.01, OC, PDT, FUL,2023-07-18 12:43:30
5,bc,2023-V71781,49.1753,-124.773, 2023-07-17 02:06:00,0.01, OC, PDT, FUL,2023-07-18 12:43:30
6,bc,2023-K41782,50.1859,-119.385, 2023-07-17 02:15:00,0.01, OC, PDT, FUL,2023-07-18 12:43:30
7,bc,2023-V31757,49.924,-123.348, 2023-07-16 07:23:00,0.01, OC, PDT, FUL,2023-07-18 12:43:30
8,conus,Boulder Lake,47.0706,-113.82, ,741.555, 0% contained,,,2023-07-18 12:43:30
9,bc,2023-G41158,52.9571,-125.672, 2023-07-06 23:20:00,911.6, OC, PDT, FUL,2023-07-18 12:43:30
10,bc,2023-V11797,49.5068,-121.201, 2023-07-17 19:00:00,0.01, OC, PDT, FUL,2023-07-18 12:43:30
11,bc,2023-N11800,49.6724,-115.753, 2023-07-17 20:34:00,0.01, OC, PDT, FUL,2023-07-18 12:43:30
12,bc,2023-G61813,55.463,-124.15, 2023-07-17 18:14:00,0.01, OC, PDT, FUL,2023-07-18 12:43:30
13,bc,2023-V71798,49.3786,-124.726, 2023-07-17 19:12:00,0.01, OC, PDT, FUL,2023-07-18 12:43:30
14,bc,2023-N11806,49.5999,-115.73, 2023-07-17 21:23:00,0.01, OC, PDT, FUL,2023-07-18 12:43:30
15,qc,581,52.7619,-78.4436, 2023-07-05 13:38:00,232.1, OC, EDT, MON,2023-07-18 12:43:30
16,on,COC_FIRE_038,50.7194,-79.8475, 2023-07-05 12:49:00,12544.9, OC, GMT, MON,2023-07-18 12:43:30
17,ab,SWF-116-2023,57.1762,-113.801, 2023-07-08 00:05:00,9423.9, BH, MDT, FUL,2023-07-18 12:43:30
18,yt,2023WL003,60.46,-125.972, 2023-06-02 16:27:00,1728.86, OC, PDT, FUL,2023-07-18 12:43:30
19,yt,2023WL007,60.7532,-130.739, 2023-06-29 23:42:00,5000.0, OC, PDT, FUL,2023-07-18 12:43:30
20,qc,602,52.7772,-78.32, 2023-07-05 13:38:00,13272.8, OC, EDT, MON,2023-07-18 12:43:30
21,qc,607,51.8936,-76.8686, 2023-07-05 16:43:00,268.5, OC, EDT, MON,2023-07-18 12:43:30
22,qc,595,51.7064,-77.4492, 2023-07-05 21:00:00,2030.7, OC, EDT, MON,2023-07-18 12:43:30
23,qc,604,51.7181,-77.0631, 2023-07-05 16:33:00,169.0, OC, EDT, MON,2023-07-18 12:43:30
24,ab,PWF-081-2023,56.6147,-119.629, 2023-06-30 19:34:00,0.36, BH, MDT, FUL,2023-07-18 12:43:30
25,pc,2023KO5,50.7411,-115.928, 2023-07-13 02:13:50,0.09, OC, MDT, FUL,2023-07-18 12:43:30
26,qc,577,51.22,-77.1336, 2023-07-05 16:29:00,3796.7, OC, EDT, MON,2023-07-18 12:43:30
27,bc,2023-G71701,55.4915,-122.011, 2023-07-15 01:06:00,0.3, UC, PDT, FUL,2023-07-18 12:43:30
28,bc,2023-G11748,53.713,-123.195, 2023-07-16 03:46:00,1.5, OC, PDT, FUL,2023-07-18 12:43:30
29,qc,590,51.9708,-77.9328, 2023-07-05 14:16:00,60325.1, OC, EDT, MOD,2023-07-18 12:43:30
30,yt,2023RR004,62.8167,-132.567, 2023-07-13 04:15:00,460.0, OC, PDT, FUL,2023-07-18 12:43:30
31,qc,578,51.1294,-77.0175, 2023-07-05 17:01:00,2533.0, OC, EDT, MON,2023-07-18 12:43:30
32,ab,HWF-130-2023,59.4662,-119.951, 2023-07-13 21:50:00,5373.0, OC, MDT, FUL,2023-07-18 12:43:30
33,bc,2023-V31141,49.6938,-122.915, 2023-07-05 21:15:00,21.0, UC, PDT, FUL,2023-07-18 12:43:30
34,bc,2023-G71672,55.3182,-121.823, 2023-07-14 00:28:00,1.6, UC, PDT, FUL,2023-07-18 12:43:30
35,bc,2023-G11618,53.3731,-123.164, 2023-07-13 01:39:00,25.0, BH, PDT, FUL,2023-07-18 12:43:30
36,bc,2023-N11737,49.2223,-115.179, 2023-07-16 00:56:00,0.1, UC, PDT, FUL,2023-07-18 12:43:30
37,bc,2023-N41766,51.9294,-118.613, 2023-07-16 20:59:00,0.02, OC, PDT, MOD,2023-07-18 12:43:30
38,bc,2023-C51571,52.7728,-125.58, 2023-07-12 00:54:00,1950.0, OC, PDT, FUL,2023-07-18 12:43:30
39,bc,2023-G71764,55.9044,-122.804, 2023-07-16 19:37:00,0.2, OC, PDT, FUL,2023-07-18 12:43:30
40,bc,2023-N41612,51.0832,-118.331, 2023-07-13 00:00:00,0.01, BH, PDT, FUL,2023-07-18 12:43:30
41,bc,2023-C11243,53.0419,-123.407, 2023-07-08 03:20:00,1350.0, OC, PDT, FUL,2023-07-18 12:43:30
42,qc,626,51.5406,-76.8922, 2023-07-06 03:00:00,717.5, OC, EDT, MON,2023-07-18 12:43:30
43,ab,HWF-135-2023,57.644,-114.128, 2023-07-16 22:32:00,69.1, OC, MDT, FUL,2023-07-18 12:43:30
44,ab,EWF-031-2023,53.1452,-115.687, 2023-05-04 19:21:00,201913.0, BH, MDT, FUL,2023-07-18 12:43:30
45,bc,2023-N21453,50.6298,-115.737, 2023-07-10 02:31:00,30.0, OC, PDT, MOD,2023-07-18 12:43:30
46,ab,GWF-049-2023,55.0754,-117.008, 2023-07-11 02:45:00,50.3, UC, MDT, FUL,2023-07-18 12:43:30
47,bc,2023-G11532,54.9614,-122.622, 2023-07-11 06:44:00,1100.0, OC, PDT, FUL,2023-07-18 12:43:30
48,bc,2023-K71535,50.6806,-122.386, 2023-07-11 14:41:00,270.0, OC, PDT, FUL,2023-07-18 12:43:30
49,bc,2023-K61768,49.9396,-121.262, 2023-07-16 21:32:00,0.8, OC, PDT, MOD,2023-07-18 12:43:30
50,bc,2023-C11290,52.8138,-122.935, 2023-07-08 20:17:00,2784.0, OC, PDT, FUL,2023-07-18 12:43:30
51,ab,HWF-036-2023,58.4906,-119.403, 2023-05-03 22:26:00,180320.0, BH, MDT, FUL,2023-07-18 12:43:30
52,ab,HWF-134-2023,58.9852,-119.231, 2023-07-16 21:35:00,15.1, OC, MDT, FUL,2023-07-18 12:43:30
53,sk,23LX-ALSTEAD,55.604,-107.271, 2023-07-08 15:54:58,16.0, OC, CST, FUL,2023-07-18 12:43:30
54,bc,2023-VA1392,52.4635,-125.979, 2023-07-09 20:24:00,0.52, UC, PDT, FUL,2023-07-18 12:43:30
55,bc,2023-V11777,49.3943,-121.458, 2023-07-17 00:32:00,0.3, BH, PDT, FUL,2023-07-18 12:43:30
56,bc,2023-R11177,53.7538,-125.915, 2023-07-07 05:55:00,0.01, UC, PDT, FUL,2023-07-18 12:43:30
57,bc,2023-G51758,54.564,-125.362, 2023-07-16 16:12:00,3.0, OC, PDT, FUL,2023-07-18 12:43:30
58,bc,2023-V31727,50.5082,-123.209, 2023-07-15 20:54:00,0.2, UC, PDT, FUL,2023-07-18 12:43:30
59,bc,2023-R41582,55.3063,-127.703, 2023-07-12 05:54:00,36.0, OC, PDT, FUL,2023-07-18 12:43:30
60,bc,2023-G81492,57.1088,-121.099, 2023-07-10 20:22:00,29.0, BH, PDT, FUL,2023-07-18 12:43:30
61,bc,2023-G61653,56.1993,-125.262, 2023-07-13 19:25:00,95.0, OC, PDT, FUL,2023-07-18 12:43:30
62,bc,2023-G71708,55.4925,-121.831, 2023-07-15 02:33:00,0.89, UC, PDT, FUL,2023-07-18 12:43:30
63,ab,PWF-103-2023,57.026,-118.363, 2023-07-17 01:41:00,100.0, OC, MDT, FUL,2023-07-18 12:43:30
64,bc,2023-G11278,53.6702,-120.971, 2023-07-08 17:57:00,6.2, BH, PDT, FUL,2023-07-18 12:43:30
65,bc,2023-R21260,54.1825,-127.795, 2023-07-08 04:39:00,0.01, OC, PDT, FUL,2023-07-18 12:43:30
66,bc,2023-G81742,56.9844,-121.39, 2023-07-16 01:34:00,1.2, BH, PDT, FUL,2023-07-18 12:43:30
67,bc,2023-G71775,55.7568,-121.18, 2023-07-17 00:10:00,0.2, BH, PDT, FUL,2023-07-18 12:43:30
68,bc,2023-N11770,49.2256,-115.312, 2023-07-16 21:12:00,0.1, UC, PDT, FUL,2023-07-18 12:43:30
69,bc,2023-G60666,55.9468,-124.545, 2023-06-08 02:14:00,50370.0, OC, PDT, FUL,2023-07-18 12:43:30
70,bc,2023-G60853,55.2402,-123.67, 2023-06-24 02:48:00,20678.0, OC, PDT, FUL,2023-07-18 12:43:30
71,mb,NO029,56.5225,-99.6622, 2023-06-12 05:00:00,20980.4, BH, CDT, FUL,2023-07-18 12:43:30
72,mb,NO037,57.0006,-100.587, 2023-06-18 05:00:00,12325.0, OC, CDT, MON,2023-07-18 12:43:30
73,mb,NO058,57.4958,-98.4594, 2023-07-01 05:00:00,5.0, OC, CDT, MON,2023-07-18 12:43:30
74,mb,NO059,57.5,-98.4544, 2023-07-01 05:00:00,0.3, OC, CDT, MON,2023-07-18 12:43:30
75,mb,NO060,57.5197,-98.7125, 2023-07-01 05:00:00,15.0, OC, CDT, MON,2023-07-18 12:43:30
76,on,COC_FIRE_007,48.9843,-79.6735, 2023-06-02 21:35:00,37742.0, UC, GMT, FUL,2023-07-18 12:43:30
77,qc,633,57.9969,-68.5444, 2023-07-16 03:45:00,500.0, OC, EDT, MON,2023-07-18 12:43:30
78,mb,NO007,54.5228,-97.7611, 2023-05-15 05:00:00,3436.1, UC, CDT, FUL,2023-07-18 12:43:30
79,mb,NO017,56.5533,-90.8742, 2023-06-09 05:00:00,211.0, OC, CDT, MON,2023-07-18 12:43:30
80,mb,NO018,57.0122,-90.3681, 2023-06-10 05:00:00,9.0, OC, CDT, MON,2023-07-18 12:43:30
81,mb,NO019,56.6264,-91.7167, 2023-06-10 05:00:00,271.0, OC, CDT, MON,2023-07-18 12:43:30
82,mb,NO020,56.8867,-90.0383, 2023-06-10 05:00:00,35.0, OC, CDT, MON,2023-07-18 12:43:30
83,mb,NO021,56.9533,-93.1547, 2023-06-10 05:00:00,2175.0, OC, CDT, MON,2023-07-18 12:43:30
84,mb,NO022,56.5608,-90.9489, 2023-06-11 05:00:00,44.0, OC, CDT, MON,2023-07-18 12:43:30
85,mb,NO023,56.5839,-91.1519, 2023-06-11 05:00:00,41.0, OC, CDT, MON,2023-07-18 12:43:30
86,mb,NO024,56.24,-91.5425, 2023-06-11 05:00:00,713.0, OC, CDT, MON,2023-07-18 12:43:30
87,mb,NO025,56.4772,-92.2878, 2023-06-11 05:00:00,294.0, OC, CDT, MON,2023-07-18 12:43:30
88,mb,NO028,55.7414,-92.8822, 2023-06-11 05:00:00,1.0, OC, CDT, MON,2023-07-18 12:43:30
89,mb,NO032,56.2092,-90.6069, 2023-06-12 05:00:00,1598.0, OC, CDT, MON,2023-07-18 12:43:30
90,mb,NO033,55.5628,-92.9303, 2023-06-12 05:00:00,23.0, OC, CDT, MON,2023-07-18 12:43:30
91,mb,NO043,55.8589,-94.3678, 2023-06-19 05:00:00,200.0, OC, CDT, MON,2023-07-18 12:43:30
92,mb,NO046,54.4289,-97.7244, 2023-06-21 05:00:00,0.1, UC, CDT, FUL,2023-07-18 12:43:30
93,mb,NO049,54.5722,-98.1078, 2023-06-25 05:00:00,2.0, OC, CDT, MON,2023-07-18 12:43:30
94,mb,NO050,54.3936,-97.5694, 2023-06-25 05:00:00,0.1, UC, CDT, FUL,2023-07-18 12:43:30
95,mb,NO055,54.3497,-98.4075, 2023-06-29 05:00:00,525.0, OC, CDT, MON,2023-07-18 12:43:30
96,mb,NO061,53.7319,-97.0003, 2023-07-01 05:00:00,130.0, OC, CDT, MON,2023-07-18 12:43:30
97,mb,NO062,53.7828,-96.9439, 2023-07-01 05:00:00,50.0, OC, CDT, MON,2023-07-18 12:43:30
98,mb,NO071,54.9,-97.8722, 2023-07-02 05:00:00,0.1, UC, CDT, FUL,2023-07-18 12:43:30
99,mb,NO072,54.555,-96.5514, 2023-07-02 05:00:00,80.0, OC, CDT, MON,2023-07-18 12:43:30
