,FIRENUMBER,geometry
0,2023-05-08 12:03:10+00:00,"POLYGON ((-116.140035653857 55.1791114012706, -116.128452455885 55.1703161416081, -116.114004918544 55.1703293160329, -116.075082804644 55.1677740549321, -116.047042488633 55.1681048513792, -116.005371235316 55.1700165702879, -115.984435005879 55.171356813351, -115.908750000136 55.1306199994815, -115.827979999879 55.0708600001938, -115.814349999515 55.056339999661, -115.803138134539 55.048452771107, -115.783043331876 55.0404944084348, -115.747920001073 55.0295300002242, -115.735814997804 55.0222432581943, -115.733953048036 55.0090044168022, -115.69474169458 55.0002684819626, -115.678094595435 54.966416974216, -115.67735745049 54.9645197001941, -115.676696618326 54.9621454730997, -115.676495596026 54.9602633335395, -115.676640109803 54.9588957401979, -115.677012399504 54.9575886064389, -115.677623447035 54.9563739330049, -115.678501002253 54.9552916728777, -115.679243105899 54.9546583041076, -115.680103535635 54.954110938951, -115.681071836866 54.9536687013248, -115.682661244064 54.9531916392535, -115.684325803421 54.9528708008419, -115.686033172891 54.9526752784746, -115.689510290845 54.9525212036636, -115.691817989148 54.9525508275484, -115.693523063422 54.9526626574394, -115.696260628945 54.9530557234982, -115.703665678987 54.9545620064329, -115.668769599493 54.9348643826997, -115.624525431963 54.9056039286395, -115.632550013225 54.8908144666844, -115.646488203105 54.8850322009717, -115.667449620404 54.8866849122383, -115.66935784868 54.8870395404989, -115.67214002454 54.8877247443661, -115.677893301845 54.8894259603955, -115.679599193586 54.8901063869088, -115.681839714974 54.8913742778813, -115.682941899319 54.8917079708182, -115.684299615734 54.8918614887382, -115.688165702409 54.8918244094398, -115.690489855153 54.8919697020239, -115.696145647283 54.892876049723, -115.697294206256 54.8931454436549, -115.698201814612 54.8935337580262, -115.698631079062 54.8938728647597, -115.69889436 54.8942797359638, -115.698933377426 54.8947523889278, -115.698704791221 54.8952610503899, -115.697965861323 54.896023248167, -115.694823074759 54.898457062471, -115.69394453858 54.8994555121594, -115.693606609438 54.9002233175852, -115.693658761132 54.9009746632993, -115.694068337206 54.9016805262528, -115.695298935721 54.9030379782381, -115.696970175848 54.904459697484, -115.736845109415 54.9073535135389, -115.77161985526 54.9123708774099, -115.806947342585 54.9435589095537, -115.80848845276 54.9440544354362, -115.810656480105 54.9445988717012, -115.811258858893 54.9448270668625, -115.873299518178 54.955451463751, -115.957673341962 54.9924002715535, -115.989929891776 55.0254443079943, -115.999190610565 55.0334552420869, -116.01002817002 55.034318339262, -116.059430000381 55.0718699998461, -116.14702460426 55.1236655285994, -116.171802010986 55.1280185043467, -116.229900035456 55.1604136000274, -116.232042396136 55.1660584333445, -116.240584893889 55.1734234906143, -116.252419232068 55.1792994994507, -116.261227438906 55.1813336370953, -116.27375710276 55.1940834877458, -116.280558105842 55.1996435937747, -116.292620054657 55.2052863816324, -116.295536816112 55.2069308152336, -116.288068047668 55.211701777534, -116.283327107908 55.2143115221865, -116.292070185091 55.2162828657902, -116.303843197981 55.2194002317721, -116.295708739284 55.2258284238771, -116.29539391571 55.2339351761442, -116.303575504518 55.2312274557986, -116.326003535604 55.2273986026366, -116.33749190472 55.2279989045152, -116.349139575678 55.2293696514568, -116.360391237818 55.2300762743139, -116.363073618036 55.2337233725286, -116.373032674551 55.2355372486491, -116.377916453628 55.2383911898371, -116.358532043184 55.2441039250926, -116.357490990092 55.2594390380508, -116.345187355839 55.2613969768902, -116.334646609635 55.2607489900505, -116.3363971189 55.2725064707635, -116.354706521732 55.2731636710752, -116.355521208355 55.2847854791286, -116.364490286392 55.290565527469, -116.381068136208 55.2967020902099, -116.394059999445 55.2989599997525, -116.42308116166 55.3018204465695, -116.437732123396 55.3095844587785, -116.447254812481 55.3114193851153, -116.45410957614 55.3225724442655, -116.451862847394 55.3284661420081, -116.44683107806 55.3315236174097, -116.447243849442 55.3384053962176, -116.462790903131 55.3398096416262, -116.476578141008 55.336614285061, -116.492906380448 55.3373877083523, -116.496544897811 55.3452509597739, -116.495165577811 55.3589548573647, -116.493285295225 55.3666418511828, -116.483802254183 55.3634613342464, -116.485428707005 55.3608446572762, -116.478908578366 55.3551936650317, -116.459018066972 55.3528545419788, -116.455016938357 55.3555913705258, -116.459485086715 55.3596557047103, -116.457878872038 55.3608218882414, -116.448692616399 55.3646909222273, -116.44527757293 55.3611270454255, -116.443963308025 55.35830421558, -116.433641962753 55.357035207682, -116.435236476874 55.3637428995794, -116.431650492091 55.3646340051468, -116.427704216404 55.3632991776018, -116.417152303243 55.3559845571863, -116.409468017285 55.3546644123285, -116.400625760704 55.3524547063747, -116.398310217414 55.3491953355572, -116.383509823626 55.3387941519302, -116.369694938299 55.3306548625696, -116.349833291571 55.3211229492508, -116.340264721033 55.3141559340718, -116.323099417936 55.30224970173, -116.320825562763 55.2955012384987, -116.305760849584 55.2898660431639, -116.292904658905 55.2871623299191, -116.280420000647 55.2786599998525, -116.246239999707 55.2550299995445, -116.244080000606 55.2487400005011, -116.230939999789 55.2294499998807, -116.194913617783 55.1999876184863, -116.174209999903 55.1967199994846, -116.162726991933 55.1895979255802, -116.140035653857 55.1791114012706))"
1,2023-05-08 12:03:10+00:00,"MULTIPOLYGON (((-116.900746896754 56.4460971653387, -116.901280616407 56.4455020730013, -116.901659596761 56.4448716295639, -116.902302527298 56.4428263084613, -116.902284161242 56.4418306679203, -116.901696097107 56.4400957254927, -116.902646719494 56.4391760333116, -116.900601783801 56.4387850480543, -116.899917782289 56.4387192094654, -116.898839041279 56.438340585828, -116.897287481002 56.437288792714, -116.896360902024 56.4368668608853, -116.895337360691 56.4365204668385, -116.893664238592 56.436156817584, -116.891017463101 56.4358791214067, -116.88993889277 56.435500419318, -116.888910496941 56.4347479128724, -116.887822200551 56.4341772078095, -116.886702911385 56.4337600706558, -116.885479643123 56.4334450675013, -116.879408931739 56.4326559423861, -116.877165244688 56.4326790570069, -116.873762480291 56.4330997657826, -116.872406696152 56.4329689380031, -116.871328391722 56.4325900723203, -116.870330230491 56.43181472394, -116.869992130669 56.4309078349397, -116.869610458065 56.430277912376, -116.868996899742 56.429612340268, -116.868299554655 56.429071766398, -116.867361660498 56.4285346625716, -116.866154741575 56.4280061355707, -116.863218438168 56.4269599203704, -116.862182369829 56.4262006332633, -116.861094715734 56.4256296891142, -116.859975967354 56.42521230666, -116.858612190903 56.4248686719366, -116.855376185264 56.4244887706887, -116.854298287771 56.4241097534368, -116.853370637103 56.4234206018819, -116.852416317251 56.4228925324203, -116.850668717629 56.4222525186253, -116.848985423009 56.4219044880008, -116.846395861217 56.421638681379, -116.845318134405 56.4212595855432, -116.844577292892 56.4206834829504, -116.843911343025 56.4187884709112, -116.843310612646 56.4178500866201, -116.842278646912 56.4169359551844, -116.841018792065 56.4162261861273, -116.83911584768 56.4155679187273, -116.837848597003 56.4153126889968, -116.836285604766 56.415138581709, -116.835208159126 56.4147593952506, -116.833639637758 56.4136914774738, -116.832714332591 56.4132690606334, -116.831691996797 56.4129221325446, -116.830020506039 56.4125576135237, -116.827375287328 56.4122784941331, -116.826298008774 56.4118992289763, -116.825557637979 56.4113230099651, -116.825249141239 56.4105799487468, -116.825608719779 56.409415010774, -116.825678781184 56.4086686400035, -116.825508719321 56.4078437885105, -116.825136684741 56.4071254341688, -116.824639295653 56.4065208784892, -116.82399500866 56.4059605832934, -116.82321637143 56.4054554518132, -116.822332491174 56.4050213532228, -116.82153811007 56.4044029080051, -116.820633556885 56.4025180228667, -116.820021305611 56.4018521970683, -116.819228775037 56.4012476734485, -116.817562092062 56.4004159401212, -116.815859770226 56.399820018767, -116.814638167441 56.3995043049404, -116.813342557849 56.3992984368184, -116.812154528699 56.3992118189081, -116.810657919266 56.3992336807074, -116.808884721252 56.3994221497165, -116.807094770557 56.3992482938437, -116.80601806423 56.3988688486057, -116.805278253983 56.398292502876, -116.804965592653 56.3975381216043, -116.805035298326 56.3967951213317, -116.804894349065 56.3960518356, -116.804594291099 56.3954085253561, -116.804128163382 56.394786396894, -116.803661551474 56.3936603574272, -116.803695865322 56.3929573796614, -116.803531591304 56.392215569344, -116.803211393109 56.3915752567214, -116.802557998996 56.3907166291098, -116.800896381621 56.3901863518684, -116.799622374716 56.3899430196832, -116.798084662867 56.3897782048483, -116.797008312273 56.3893986781514, -116.796046690016 56.3886491286408, -116.795410726812 56.3876012868568, -116.794921231221 56.3864191058933, -116.795158629899 56.3856680699702, -116.795842807481 56.385071044478, -116.797300012314 56.3843871993432, -116.798492817806 56.3835110969217, -116.799531772433 56.3831008880032, -116.800871273709 56.3829301425834, -116.802226949152 56.3830619506786, -116.803332439297 56.3833836704284, -116.804461512913 56.3836054552546, -116.808347817072 56.3840058862271, -116.809630840368 56.3843258504052, -116.811079770819 56.3845336142184, -116.81331968764 56.3845768046241, -116.81581053626 56.384300159097, -116.817164401598 56.3844316178064, -116.81848286433 56.3848962731543, -116.819864411253 56.3855273521532, -116.82145675774 56.3859868699236, -116.823677688668 56.3862989372619, -116.825769704166 56.3863289253741, -116.828448920518 56.3860279769731, -116.830353765738 56.3838636280037, -116.83022545218 56.383561630143, -116.830538255443 56.382568970399, -116.831221820374 56.3819717530912, -116.832260374352 56.381561273444, -116.833599668117 56.3813901759529, -116.834953490336 56.381521441782, -116.836029985558 56.3819006376549, -116.836769933248 56.3824768008178, -116.837094649968 56.3832589390845, -116.83709788031 56.3841568466448, -116.833508930189 56.3868083550102, -116.835051559416 56.3876902450308, -116.83556412015 56.3878937596498, -116.836879799004 56.3882895338306, -116.838274587094 56.3885491233773, -116.842598419305 56.3885095531272, -116.843814915168 56.3882657025117, -116.845579055469 56.3880401908822, -116.846933150775 56.3881713243951, -116.84800995412 56.3885504147864, -116.850954257024 56.3874464572972, -116.853883718861 56.3862302567277, -116.855213565943 56.3853339073856, -116.856051832444 56.3843833619914, -116.856910849129 56.3836322720006, -116.85794916685 56.3832215784867, -116.859288397734 56.3830502039736, -116.860642360988 56.3831811885562, -116.861719154451 56.3835601595242, -116.862459518958 56.3841361657947, -116.863425136922 56.3863191892608, -116.865410000475 56.3887444956321, -116.864576130329 56.3892163842331, -116.863880241411 56.3897373872703, -116.86284118797 56.3901483774989, -116.860963353293 56.3903886841243, -116.858887413147 56.3900869796622, -116.857097724759 56.390009680652, -116.855905380103 56.3900739024945, -116.854030589817 56.3903049006358, -116.853707132534 56.3918416681966, -116.854564825103 56.3920002443749, -116.855729906788 56.3924102694432, -116.856565212442 56.3930281353568, -116.857405638493 56.3935016961794, -116.858356734291 56.3939057680193, -116.859535879103 56.3942675511533, -116.861680322078 56.3946300393459, -116.863833493982 56.3946765957117, -116.865742501097 56.3948611386209, -116.871437804727 56.3965230564433, -116.873692194307 56.3967410599041, -116.874769499809 56.3971199133549, -116.875510328746 56.3976958373558, -116.876385243815 56.3999055923329, -116.876891504665 56.400598237097, -116.877586951612 56.401238432785, -116.878778296443 56.4019834266797, -116.88022298505 56.4025747747733, -116.881857869459 56.4029866260772, -116.883831936161 56.4032309605289, -116.884909525531 56.4036097235484, -116.885650633844 56.4041855846624, -116.886487026459 56.4061515782553, -116.887176358574 56.4070710071847, -116.888394430082 56.408015243806, -116.890114252896 56.4088132205205, -116.892005395216 56.4093116128658, -116.894057876757 56.409541524662, -116.895405963232 56.4095405008513, -116.896591107892 56.4094413724866, -116.898760011093 56.4089959717982, -116.90028628649 56.4088002561431, -116.90164129718 56.408930784881, -116.902719223419 56.4093093907855, -116.90346071082 56.4098851423044, -116.904096379377 56.4116960369683, -116.904492494196 56.4124104198162, -116.905162770349 56.4131528405034, -116.90595690262 56.4137568028331, -116.907143434278 56.4143900030256, -116.908526158892 56.4148860538647, -116.910054261463 56.4152267247038, -116.911741040648 56.4154206859798, -116.912819250754 56.4157992024674, -116.91356101843 56.4163748900785, -116.913871281258 56.4171177183796, -116.913058073262 56.4192716710362, -116.913007743352 56.4199355554451, -116.913124608781 56.420596861038, -116.913452988831 56.4213217310397, -116.913981942921 56.4220092040682, -116.915838946565 56.423527265256, -116.917168376829 56.424314657206, -116.918783398589 56.4249161148627, -116.920456256583 56.4252794275077, -116.923040843504 56.4255505749731, -116.924119450666 56.4259289886835, -116.924861588448 56.4265046064594, -116.925499068008 56.4283137762483, -116.925895762241 56.4290280850113, -116.926566752554 56.429770383094, -116.927361573832 56.4303742018245, -116.928548979551 56.4310071900089, -116.929932586311 56.4315029948655, -116.931461544078 56.4318433952054, -116.933080588494 56.4320304763828, -116.934159479524 56.4324088007789, -116.934901894885 56.4329843557377, -116.935217735352 56.4337391202278, -116.935151755891 56.4344765006997, -116.935295401895 56.4352196152139, -116.935597987721 56.4358625873798, -116.936060823111 56.4364777674304, -116.936438047259 56.4373790581427, -116.936372044441 56.4381166277487, -116.936515729073 56.4388597396414, -116.936818366102 56.4395027083432, -116.937281037101 56.4401176333311, -116.93765336004 56.4410070537964, -116.937418455983 56.4417583384179, -116.936735517178 56.4423561306188, -116.934007080336 56.4434446103614, -116.932727381704 56.4441438746246, -116.931604672652 56.4451241395785, -116.930956301019 56.4461918601298, -116.930265591787 56.4467962591507, -116.9292263497 56.4472075608496, -116.927453875728 56.4474350610212, -116.925863244126 56.4473954670748, -116.924521474603 56.4474749448824, -116.923360485642 56.447642476502, -116.922137655758 56.4479304669456, -116.920194824377 56.4481797105789, -116.918838355722 56.4480493959365, -116.917759164655 56.447670939218, -116.916198493664 56.4466130266018, -116.915271478105 56.4461912394839, -116.914247515462 56.4458450048857, -116.912887275679 56.4471299612556, -116.912888017688 56.4473793109295, -116.913031283704 56.4481224517491, -116.913687566799 56.4497115000757, -116.913856074577 56.4508590847368, -116.914585136482 56.4520278585649, -116.912668227785 56.4516798864704, -116.908987791439 56.4514092981613, -116.905468429311 56.4502432720971, -116.904046064738 56.4499810474695, -116.901317494046 56.4497092227645, -116.900238426049 56.4493306142725, -116.899496204723 56.4487548525094, -116.899185950879 56.4480119916675, -116.899421646351 56.4472607730714, -116.900746896754 56.4460971653387)), ((-116.897931847046 56.3993478250858, -116.896649503775 56.3991178725844, -116.894823962726 56.3989340940199, -116.892582172917 56.3989140749254, -116.891115523197 56.3990806707167, -116.889723302492 56.3993859533392, -116.888447800789 56.399820648124, -116.886801584132 56.4005893507169, -116.885762991527 56.4008030398435, -116.883708255214 56.4006490513826, -116.882630760167 56.4002702758034, -116.881889774025 56.3996943967141, -116.881580281952 56.3989514812778, -116.881886766466 56.3979749458876, -116.88265821358 56.3971027435128, -116.883106667842 56.396310654821, -116.88330028443 56.3954874118378, -116.883233196448 56.3946580301502, -116.882907456546 56.3938477089753, -116.88226246168 56.3930077173763, -116.881243898811 56.3921877965164, -116.879682908019 56.3913654479137, -116.878419732999 56.3898060555131, -116.879949113872 56.3888129866493, -116.880987941837 56.3884018542101, -116.882327244585 56.3882302304978, -116.883681466554 56.3883609615605, -116.884758631021 56.3887397293269, -116.88549944289 56.3893155946153, -116.886366744737 56.3913304889484, -116.88731665476 56.3924566878102, -116.888759789281 56.3934081335295, -116.891371651749 56.3945199309454, -116.89342088588 56.3950241331383, -116.896481100202 56.3953508345287, -116.899254786084 56.3963181133386, -116.900617892391 56.3966613069778, -116.90417079851 56.3970707593417, -116.906832124014 56.3980024708925, -116.908044327727 56.398329054258, -116.909627604822 56.3985793280944, -116.913928587485 56.3989528991034, -116.915572547574 56.3989036062705, -116.917815456684 56.3986302728395, -116.921639596527 56.3989574568254, -116.923135143253 56.3989197765578, -116.92501510514 56.3987002807389, -116.926369833759 56.3988305408656, -116.927447714183 56.3992089330661, -116.928189370468 56.3997845351451, -116.928661331844 56.4008146866225, -116.929333811564 56.4016480461946, -116.930280730196 56.4023949359228, -116.931585610402 56.4030789567882, -116.933254488858 56.4036325615581, -116.935138348536 56.4039673231052, -116.936527006523 56.4042993394064, -116.940559368662 56.4047404015675, -116.941700488686 56.4051407465232, -116.942474589424 56.4055871670431, -116.943450833559 56.4060134317704, -116.94419957306 56.4065941378877, -116.944545822398 56.4074216685822, -116.944741261668 56.4087118174515, -116.945084075848 56.4093485239309, -116.945577906709 56.4099468829479, -116.943593990879 56.4095132719496, -116.939860571897 56.4091396042851, -116.936562227668 56.4080237368044, -116.934868144281 56.4076932142304, -116.932220271947 56.4074295280087, -116.929551301779 56.4064961335973, -116.9284777692 56.4062007598098, -116.927048873875 56.405952576439, -116.92456997734 56.4057094538588, -116.92181270278 56.4047489753231, -116.920449120366 56.4044060181256, -116.916919677344 56.4039993785278, -116.91362126125 56.4028824780032, -116.911927598275 56.4025516388711, -116.909299383773 56.4022893029126, -116.906637698044 56.4013576480589, -116.905285378707 56.4010013805889, -116.904135925911 56.4008136238025, -116.901649084675 56.4005692280992, -116.899004953824 56.3996434668154, -116.897931847046 56.3993478250858)), ((-116.937104164211 56.4214825379589, -116.938458895525 56.4213084340653, -116.939714052183 56.4213521362436, -116.940909082802 56.4212986537335, -116.942926328824 56.4209861200061, -116.944126549909 56.4206454376402, -116.945101122279 56.4202584448217, -116.945969011625 56.419800038703, -116.946713326025 56.4192791449298, -116.94767646374 56.4182482986882, -116.948163286843 56.417162001772, -116.949405108909 56.4159401334046, -116.94993725651 56.4149029438677, -116.950051515926 56.4140751594255, -116.949931089576 56.4133307833628, -116.949602090586 56.4126060130399, -116.949007446292 56.4118510840012, -116.950133285973 56.4121357347284, -116.95128329842 56.4123230604617, -116.955178945956 56.4126002577984, -116.956257499219 56.4129783943502, -116.956999860681 56.4135538185281, -116.957310942773 56.4142965324577, -116.9570765804 56.4150478545075, -116.955767935355 56.4161999448948, -116.955235471547 56.4167952659515, -116.954821696747 56.4175065677363, -116.954476826323 56.4185579183637, -116.953605494633 56.4193214860346, -116.952131546102 56.4200219890635, -116.95132354025 56.4205128732387, -116.950646644412 56.4210613001836, -116.950114034178 56.4216565998182, -116.949736081497 56.4222871858782, -116.949520150757 56.422940787132, -116.949476012934 56.4236877493633, -116.949667244495 56.42454133957, -116.949337320241 56.4255980453653, -116.94865485395 56.4261959014537, -116.947616370939 56.4266073530748, -116.946276033331 56.4267796885525, -116.944920242903 56.4266496532354, -116.9413442402 56.4254643417033, -116.939922568228 56.4252025228609, -116.937279948343 56.4249395779704, -116.936201236977 56.4245612781182, -116.935458968939 56.4239857297925, -116.935148227309 56.4232429595896, -116.93538307028 56.422491677661, -116.9360656812 56.4218938930142, -116.937104164211 56.4214825379589)), ((-116.919566211189 56.4564652368988, -116.919361627968 56.4553099089962, -116.918663820248 56.4542224442254, -116.920580909506 56.4545703220462, -116.924261727637 56.4548405641867, -116.926796610774 56.4557081785867, -116.928615982193 56.4560927347787, -116.930845198283 56.4562419202241, -116.933154493791 56.4560603067731, -116.934511297518 56.4561904628948, -116.935590893725 56.4565687697305, -116.936333811245 56.4571443098393, -116.936644867285 56.4578870710562, -116.936409846447 56.4586383545436, -116.9346903075 56.460147870787, -116.934156912138 56.4607431035196, -116.933677864852 56.4616167081317, -116.933508983375 56.4626079923852, -116.933684567182 56.4635157792898, -116.934113302525 56.4643113288201, -116.934785090542 56.4650535732168, -116.936284544939 56.466234307297, -116.936595678235 56.4669770674203, -116.936360604396 56.4677283492545, -116.935677191281 56.4683261368538, -116.934637425475 56.4687374858538, -116.933295546359 56.4689096904063, -116.931938294372 56.4687795237808, -116.930858383755 56.4684011882058, -116.9301153252 56.4678256171986, -116.929804310482 56.4670828404259, -116.930068484346 56.4662390207248, -116.930693022776 56.4652260962082, -116.930893212337 56.4642365989144, -116.930651850291 56.4630834508793, -116.929913771996 56.4619968776754, -116.928918303016 56.461167631591, -116.927633216289 56.460471079357, -116.926642880283 56.4600957407553, -116.925155400428 56.4597130858674, -116.923630565929 56.4591786216808, -116.922476759896 56.4586124756264, -116.920658647914 56.4579609959469, -116.919915949584 56.4573853605, -116.919566211189 56.4564652368988)), ((-117.040424253246 56.4680430583767, -117.038293241881 56.4678405677338, -117.034789661356 56.4666856498446, -117.033365824444 56.46642491928, -117.030682943864 56.46616049379, -117.029602148406 56.4657830243948, -117.028857662428 56.4652080538853, -117.028118335475 56.4635908783643, -117.027636089287 56.4629824202689, -117.027005594129 56.4624170366589, -117.026239124579 56.4619057292091, -117.025232981816 56.461407486898, -117.024230021785 56.4610425699046, -117.023145104857 56.4607584742538, -117.021705992093 56.4605252731076, -117.018195269063 56.4601893970733, -117.01625001852 56.4601363761782, -117.013099363612 56.4604861459511, -117.011840659507 56.4607561340749, -117.010770998667 56.4610952316865, -117.009419278507 56.4612696065625, -117.008062057063 56.4611402723815, -117.006385572571 56.4605844926049, -117.004866777445 56.4602633959036, -117.003661482676 56.4599104648917, -117.002383887 56.4596692451205, -117.000561765838 56.4594801984437, -116.999481450979 56.4591024626159, -116.998737548905 56.4585273075674, -116.998425279241 56.4577847107578, -116.998659067591 56.4570333195493, -116.999659756681 56.4560220590844, -117.000214115128 56.4549025282239, -117.00027639353 56.4538247766008, -116.999852460581 56.4526879101245, -116.999390060873 56.4520747746406, -116.998778085383 56.4515032405045, -116.996767186856 56.4502365077776, -116.995538932945 56.4496275552247, -116.993391850719 56.4488623469316, -116.992648243293 56.4482871525109, -116.992336180242 56.4475445382223, -116.992570030575 56.4467931569635, -116.993252162693 56.4461950641519, -116.994721449866 56.4456123978766, -116.996323229561 56.445255494054, -116.997718579099 56.4447694745167, -116.999018948863 56.4440820132033, -117.000032804561 56.4432598168688, -117.000715846672 56.4423388257577, -117.001048272734 56.4412763590304, -117.000940707564 56.4401997026952, -117.000398696461 56.4391640412108, -116.99978272167 56.4384991351772, -116.999083371544 56.437959311412, -116.998143435516 56.4374232126613, -116.996872799089 56.4368681586018, -116.995889293872 56.4361072267706, -116.995508768416 56.4353390866035, -116.994883485282 56.4345846230711, -116.99403125986 56.4339017709601, -116.993091495411 56.4333656318739, -116.992011947713 56.4329175360726, -116.989583266104 56.4321359111114, -116.986001948968 56.4314478815279, -116.983541882918 56.4311900323811, -116.982462546324 56.4308121409169, -116.981719461718 56.4302368749528, -116.981232264017 56.4291749625805, -116.98063122821 56.4284144952139, -116.979893698785 56.4277887771271, -116.978988629966 56.4272346876987, -116.97793830716 56.4267658683998, -116.976768590167 56.4263938580065, -116.975363978101 56.4261051082214, -116.973561591128 56.4259099341302, -116.972482501571 56.4255319529314, -116.97173967029 56.4249566254648, -116.971428215397 56.4242139517249, -116.971662346903 56.4234626050148, -116.972344399969 56.4228646259693, -116.973382511976 56.4224529694052, -116.974871811818 56.422238117524, -116.976129180128 56.421939188362, -116.9776724247 56.4217403466108, -116.981367345483 56.4220530400829, -116.982863722252 56.4220146334548, -116.984852071268 56.4217803548171, -116.986207810492 56.4219099531744, -116.987286929693 56.4222878143669, -116.988029939739 56.4228630480643, -116.988784753648 56.4245621137345, -116.989773819437 56.425678097834, -116.990920530575 56.426444632885, -116.992329824661 56.4270622842389, -116.993799906844 56.4274744805698, -116.995237602964 56.4277080167502, -116.997176630878 56.4277989333254, -116.999081350334 56.4276503728862, -117.000456046705 56.4277815984891, -117.002476468272 56.428248946308, -117.004657169947 56.4284797724421, -117.005736654762 56.4288574700096, -117.006480071745 56.4294325899397, -117.007073868928 56.4305535155543, -117.008111046687 56.4315621403977, -117.009217323756 56.4322387512888, -117.010536322783 56.4327859606415, -117.012445548189 56.4332641059946, -117.016417761831 56.4337880212635, -117.018512457004 56.433814737108, -117.020800250437 56.4335603986654, -117.022156525954 56.4336896007625, -117.023236331469 56.4340671447631, -117.024068230711 56.4347102769774, -117.024616377307 56.435385172511, -117.025264095865 56.4359443962499, -117.026152458714 56.4365068156081, -117.027188720191 56.4369853124689, -117.02964495313 56.4377673512461, -117.031075687306 56.4380143378375, -117.033496148432 56.4382494903467, -117.034576192898 56.4386269319532, -117.035320235109 56.4392018738228, -117.035655958887 56.4399987182505, -117.035674458791 56.4408265151256, -117.036121909634 56.4420649154074, -117.036086253704 56.4429021997403, -117.036312887871 56.443722841172, -117.036793368868 56.4445092146531, -117.037513108955 56.4452374243685, -117.039712422825 56.4469396590646, -117.040494759317 56.4474433997456, -117.041638000264 56.4479803422165, -117.044496456566 56.4489867442179, -117.045240855407 56.4495616247036, -117.046072300102 56.4514927585147, -117.046766310642 56.4524112585826, -117.047693143844 56.4531662911586, -117.049249095984 56.4539778509327, -117.050251164887 56.4547514988348, -117.050655618767 56.4555730816913, -117.051282355375 56.4563272507612, -117.054591311402 56.4589048396553, -117.055761608706 56.4595479909047, -117.057264914181 56.4600944229858, -117.058940601868 56.460455844501, -117.061055590881 56.4606792207776, -117.062136547137 56.4610564158151, -117.062881448137 56.4616311831602, -117.063195005986 56.4623736074924, -117.062962465396 56.4631251104372, -117.061680683572 56.4642627578721, -117.061064003604 56.4650194973024, -117.060442713482 56.4666351728615, -117.059761288339 56.4672336282443, -117.058722918515 56.467646006365, -117.057381670914 56.4678195487525, -117.056127247281 56.4677412210992, -117.054927428642 56.4677610913401, -117.053166167441 56.4679632097365, -117.051389506422 56.4684054140703, -117.048612541689 56.4694861257569, -117.047271179103 56.4696595594997, -117.04591354174 56.4695306434175, -117.042780774086 56.4684673495287, -117.041670152764 56.468215247222, -117.040424253246 56.4680430583767)))"
