,OBJECTID,FME_ID,FIRENUMBER,FIRE_NUMBE,ALIAS,SUM_AREA_HA,CAPTURE_DATE,TIME,SOURCE,FIRE_TYPE,FIRE_STATUS,FIRE_STATUS_DATE,SIZE_CLASS,AREA_ESTIMATE,ASSESSMENT_ASSISTANCE_DATE,GENERAL_CAUSE,INCIDENT_TYPE,GlobalID,Shape__Area,Shape__Length,geometry
0,18945,84,2023-05-17 04:33:09,PWF025, ,1.8,2023-05-03,1856,1 - non-corrected ground GPS,Wildfire,Under Control,2023/05/04 10:50:00,B,1.8,1683131880000,Under Investigation,5,ace963e8-0d63-43a2-a228-58ff682552a3,57198.546875,1327.88299438483,"POLYGON ((-13059813.3994 7609825.5456, -13059830.063 7609732.4824, -13059916.4834 7609527.5833, -13059934.0705 7609536.0451, -13059933.6678 7609566.515, -13059998.4794 7609666.7475, -13060005.9975 7609703.6429, -13059969.7052 7609755.092, -13059827.3107 7610111.928, -13059789.9262 7610126.2973, -13059798.1716 7610028.2628, -13059784.5138 7609965.4509, -13059812.4383 7609908.3697, -13059807.037 7609874.956, -13059823.8917 7609849.6418, -13059813.3994 7609825.5456))"
1,18951,77,2023-05-17 04:33:09,PWF036, ,252.1,2023-05-06,1200,0 - hand sketch of any type,Wildfire,Being Held,2023/05/08 20:06:00,C,13.0,1683297000000,Under Investigation,5,06bd14fe-6ea2-4836-a5b5-81fab640db4b,8292785.84375,13413.785928426,"POLYGON ((-13231873.3301 7667438.5245, -13231710.2793 7667349.7783, -13231483.7344 7667041.5542, -13231354.3554 7666910.64459999, -13231202.4301 7666806.8763, -13231033.54 7666734.0597, -13230820.5812 7666691.4887, -13230603.5241 7666698.0062, -13230440.7621 7666736.3047, -13230236.4096 7666831.6674, -13230062.1698 7666877.3184, -13229910.199 7666855.2934, -13229787.737 7666782.3427, -13229624.1178 7666565.9448, -13229539.6632 7666429.5051, -13229470.8011 7666249.8419, -13229398.5139 7666117.5724, -13229128.7244 7665756.9493, -13229085.1899 7665571.5597, -13229110.5009 7665396.3484, -13229183.3004 7665273.666, -13229450.7535 7665055.59969999, -13229546.0463 7664938.9073, -13229635.2607 7664793.2596, -13229748.7866 7664707.0715, -13229897.3044 7664668.1676, -13230049.2316 7664690.1877, -13230171.8382 7664763.22, -13230330.0269 7664924.8769, -13230684.6623 7665179.4782, -13230869.4956 7665257.2713, -13231074.446 7665297.7619, -13231209.5347 7665367.4864, -13231352.4211 7665414.7819, -13231484.2668 7665437.5514, -13231617.9921 7665441.7101, -13231767.4378 7665424.0561, -13231993.3438 7665366.605, -13232145.2903 7665388.5848, -13232267.7512 7665461.4844, -13232384.1264 7665603.2333, -13232510.7251 7665712.6216, -13232911.1685 7665935.8716, -13233017.609 7666070.3261, -13233128.7828 7666174.9385, -13233226.9864 7666159.4728, -13233337.3712 7666170.84309999, -13233502.2636 7666268.9656, -13233588.3496 7666382.7019, -13233627.257 7666531.537, -13233605.3501 7666683.8229, -13233480.6043 7666922.5834, -13233423.1586 7667166.7979, -13233423.9873 7667367.7345, -13233467.0087 7667573.4088, -13233445.0964 7667725.71459999, -13233372.3441 7667848.4756, -13233258.8147 7667934.7529, -13233066.312 7667993.9067, -13232903.5479 7668079.6569, -13232760.0984 7668194.951, -13232646.4767 7668328.127, -13232526.3116 7668419.4294, -13232377.7361 7668458.4051, -13232225.728 7668436.4227, -13232103.2194 7668363.4955, -13232017.1319 7668249.7129, -13231969.6831 7668068.0509, -13231948.1734 7667885.9649, -13231862.2025 7667553.3571, -13231873.3301 7667438.5245))"
2,18952,47,2023-05-17 04:33:09,WCU002, ,2401.3,2023-05-05,0851,0 - hand sketch of any type,Mutual Aid,Out of Control,2023/05/15 19:30:00,E,2401.3,1682797020000,,1,1f4f061e-5d52-4f95-89b5-3710b3d182cc,68301931.2890625,65132.9034276973,"POLYGON ((-12819108.1824 7111064.281, -12819156.8387 7111301.3196, -12819147.6304 7111301.3399, -12819078.0131 7113612.5976, -12817740.5362 7113635.6575, -12817725.1629 7112767.0662, -12817348.5172 7112759.3796, -12817334.2913 7110976.2309, -12817252.1534 7110889.5287, -12817019.1502 7110745.61509999, -12816607.9684 7110711.3499, -12816444.6378 7110600.5591, -12816408.7459 7110301.0326, -12816337.3083 7110139.6368, -12816265.8708 7109897.5432, -12816169.298 7109822.1368, -12815835.923 7109254.6055, -12815454.9231 7108771.741, -12815364.9647 7108527.0013, -12815260.4543 7108347.0848, -12815289.5584 7108179.0743, -12815165.2042 7108052.0744, -12815185.0481 7107776.9077, -12815175.7876 7107522.9078, -12815084.5065 7107226.5744, -12814983.9647 7107065.17849999, -12815043.4959 7106690.7932, -12814841.7918 7106491.7475, -12814546.2815 7105746.3353, -12814258.0862 7105145.8006, -12814068.3461 7104845.9413, -12813863.4979 7104556.1776, -12813715.8217 7104299.6023, -12813529.3643 7102799.573, -12813304.5687 7102800.7247, -12813118.4234 7102743.8042, -12813024.5814 7102651.5007, -12812989.1984 7102436.1259, -12812990.7369 7102094.6029, -12812923.0474 7101883.8433, -12812710.7496 7101871.5362, -12812731.8044 7101642.7929, -12812729.9529 7101577.58299999, -12812706.8699 7101561.3269, -12812732.8312 7101565.8034, -12812706.2102 7101545.3055, -12812698.8019 7101513.5068, -12812639.2732 7101494.1213, -12812606.4611 7101446.4955, -12812630.5365 7101414.4167, -12812674.4439 7101404.4123, -12812685.5085 7101383.3516, -12812730.6508 7101359.4756, -12812741.1281 7101268.9325, -12812733.923 7101180.2572, -12812725.9897 7101164.383, -12812702.8457 7101168.1883, -12812696.326 7101158.1995, -12812700.1051 7101154.6305, -12812695.8687 7101157.798, -12812696.326 7101158.1995, -12812696.1257 7101158.3885, -12812692.0686 7101153.1495, -12812681.2024 7101120.8776, -12812704.9922 7101103.0566, -12812700.011 7101052.2914, -12812713.826 7101043.0633, -12812685.359 7101032.114, -12812698.7818 7101020.9441, -12812692.6517 7100972.201, -12812707.6466 7100950.0422, -12812653.77 7100938.6945, -12812639.8039 7100918.0802, -12812612.9127 7100909.3475, -12812644.8605 7100865.3332, -12812630.1139 7100866.0752, -12812628.6402 7100846.862, -12812651.0985 7100826.2989, -12812587.5406 7100821.999, -12812562.1331 7100836.6849, -12812558.9936 7100866.8089, -12812528.5256 7100860.074, -12812460.0365 7100911.321, -12812443.8269 7100909.4018, -12812425.923 7100875.3962, -12812388.3937 7100882.2804, -12812427.7561 7100946.0638, -12812414.713 7101037.704, -12812431.3667 7101036.7197, -12812454.5425 7101071.0825, -12812473.4007 7101064.6435, -12812476.5395 7101081.2671, -12812467.5212 7101095.2715, -12812443.6625 7101091.5813, -12812447.9995 7101108.4595, -12812434.824 7101093.629, -12812439.1744 7101110.7438, -12812395.3573 7101090.0074, -12812362.9432 7101134.342, -12812382.8517 7101146.2797, -12812417.3117 7101247.8886, -12812381.9378 7101293.8749, -12812375.804 7101285.3676, -12812383.7036 7101308.1308, -12812368.8903 7101366.0327, -12812373.6829 7101378.6789, -12812385.0911 7101372.2244, -12812390.6574 7101396.8771, -12812362.8122 7101409.4575, -12812338.6236 7101397.5179, -12812332.1205 7101410.7369, -12812337.901 7101446.1777, -12812370.7058 7101466.5437, -12812359.2682 7101485.4862, -12812369.8121 7101493.0998, -12812363.3318 7101520.1078, -12812322.816 7101535.5657, -12812276.3308 7101528.2867, -12812267.1053 7101460.8908, -12812230.8849 7101437.3474, -12812237.8407 7101423.6209, -12812158.0879 7101426.2458, -12812095.2821 7101492.5702, -12811778.8803 7101494.6648, -12811759.1319 7101491.7047, -12811779.2828 7101481.4817, -12811786.5341 7101456.8938, -12811773.8486 7101409.4483, -12811596.6732 7101337.9635, -12811566.1469 7101354.1282, -12811444.7187 7101346.1895, -12811382.7686 7101366.1759, -12811302.6632 7101325.6738, -12811107.5955 7101296.0248, -12811080.2631 7101314.7471, -12810961.2495 7101321.5884, -12810923.3792 7101346.5072, -12810943.0962 7101306.0406, -12810918.1345 7101287.3404, -12810929.3672 7101270.0872, -12810918.1204 7101255.1172, -12810899.0152 7101263.1841, -12810894.7902 7101298.2928, -12810854.6451 7101286.3049, -12810848.0522 7101295.0872, -12810784.6744 7101236.4388, -12810767.236 7101231.6665, -12810761.8247 7101249.1859, -12810742.9312 7101255.504, -12810685.2736 7101221.1922, -12810671.9708 7101193.4532, -12810681.8773 7101192.1684, -12810670.2443 7101178.8833, -12810674.9538 7101157.0128, -12810634.7589 7101115.6416, -12810644.6352 7101087.2969, -12810601.4112 7101043.1803, -12810687.4247 7101031.1022, -12810699.1536 7100926.2275, -12810754.5994 7100926.3994, -12810809.6114 7100898.4394, -12810824.2684 7100877.4447, -12810869.6999 7100883.8454, -12810920.5205 7100868.2017, -12810928.2431 7100885.783, -12810957.9239 7100893.8766, -12810966.919 7100876.2747, -12811053.2826 7100932.9912, -12811106.0081 7100943.3251, -12811088.509 7100920.90119999, -12811106.0126 7100909.1591, -12811076.5362 7100884.348, -12811089.9382 7100871.401, -12811082.9402 7100838.6793, -12811094.7311 7100828.6695, -12811075.782 7100811.0432, -12811080.4637 7100811.7856, -12811075.739 7100809.8615, -12811075.782 7100811.0432, -12811060.9838 7100796.7758, -12811015.6039 7100810.269, -12811002.2926 7100794.8056, -12810993.3792 7100807.6457, -12810968.1938 7100777.7426, -12810924.3158 7100781.1975, -12810850.5921 7100744.2774, -12810823.2051 7100745.015, -12810818.1642 7100729.9745, -12810798.5297 7100725.2953, -12810800.4641 7100735.2917, -12810773.2237 7100708.1277, -12810750.9426 7100726.9978, -12810714.1156 7100719.8409, -12810626.325 7100672.1324, -12810589.429 7100700.889, -12810508.1873 7100612.8549, -12810483.6003 7100627.4284, -12810465.1217 7100612.1802, -12810424.1062 7100632.4048, -12810400.8326 7100611.4828, -12810378.8096 7100650.1897, -12810351.9718 7100636.4907, -12810349.423 7100657.8333, -12810334.4533 7100660.6854, -12810322.2011 7100635.6341, -12810308.5186 7100640.7707, -12810294.9668 7100624.4064, -12810295.7541 7100623.3263, -12810291.9253 7100619.4521, -12810294.9668 7100624.4064, -12810277.4601 7100634.4384, -12810255.323 7100611.64329999, -12810259.7255 7100620.9122, -12810203.2743 7100618.5751, -12810194.3814 7100634.5529, -12810094.6279 7100618.3924, -12810090.1037 7100628.4567, -12810084.3438 7100614.2767, -12810075.0206 7100649.8217, -12810066.6788 7100650.3055, -12810061.2616 7100649.581, -12810057.4903 7100642.0872, -12810041.5836 7100657.0437, -12810061.2616 7100649.581, -12810067.7177 7100651.975, -12810075.0206 7100649.8217, -12810085.9044 7100653.6645, -12810076.2925 7100675.2253, -12810052.4157 7100669.0442, -12810040.732 7100675.9626, -12810045.5846 7100687.4546, -12809985.94 7100663.2653, -12809979.8761 7100673.0235, -12809964.2502 7100665.6045, -12809955.4487 7100681.6337, -12809930.0215 7100666.3772, -12809928.6565 7100624.8714, -12809953.2819 7100586.4878, -12809968.3548 7100588.3851, -12809971.9289 7100560.085, -12809955.2942 7100542.5233, -12809960.5099 7100528.2639, -12809940.1249 7100515.4149, -12809926.998 7100523.452, -12809914.2722 7100491.3217, -12809918.184 7100347.1449, -12809945.4086 7100330.6642, -12810010.4925 7100328.7341, -12810131.5224 7100383.2984, -12810165.2317 7100340.7178, -12810118.7732 7099999.1113, -12810607.9537 7100078.3641, -12810676.2749 7099881.5987, -12810815.6505 7100061.9668, -12811272.0368 7100141.2195, -12812425.3003 7100176.7466, -12812493.6217 7100277.8622, -12812671.257 7100223.2052, -12812917.2136 7100340.7179, -12813163.1703 7100384.4434, -12813508.4888 7100522.0698, -12813601.3147 7100522.143, -12813848.0502 7100572.6354, -12814349.5709 7100601.5562, -12814458.7125 7100622.9516, -12814546.6365 7100689.409, -12814668.306 7100961.9869, -12814855.7018 7101169.0568, -12814930.197 7101446.9274, -12815012.9313 7101557.6424, -12815059.6528 7101582.3564, -12815173.4056 7101559.2626, -12815211.1922 7101585.1791, -12815278.532 7101694.5483, -12815329.1173 7101732.6859, -12815486.5802 7101763.5819, -12815794.779 7101887.0277, -12815983.1902 7101930.1774, -12816053.371 7101979.0426, -12816079.4329 7102034.5155, -12816086.0869 7102129.1241, -12815992.093 7102541.3083, -12815997.7925 7102648.9452, -12816032.5628 7102783.0747, -12816065.7365 7102836.9968, -12816302.1685 7103090.7243, -12816675.3364 7103348.1469, -12817009.437 7103525.7404, -12817310.3245 7103704.4754, -12817387.9641 7103736.2748, -12817507.2484 7103756.2836, -12817702.2846 7103732.625, -12817866.3306 7103748.53410001, -12818032.7698 7103798.099, -12818290.9348 7103911.2867, -12818589.1701 7103986.1352, -12818705.4439 7104058.1743, -12819064.5229 7104343.8332, -12819140.6121 7104384.5928, -12819220.4433 7104406.5862, -12819298.6296 7104399.5141, -12819452.6559 7104343.0761, -12819532.5007 7104342.1274, -12819614.238 7104363.1183, -12819984.3839 7104169.2293, -12820236.9139 7104204.28369999, -12820358.0313 7104167.9655, -12820627.7686 7104414.6345, -12820664.3977 7104490.4272, -12820665.7325 7104570.5041, -12820688.6955 7104609.1774, -12820731.4048 7104843.3441, -12820786.4489 7104926.3692, -12820873.0198 7104964.8965, -12820973.981 7104973.0831, -12821040.8332 7104948.3706, -12821110.8878 7104954.4282, -12821370.9827 7104768.3751, -12821422.0573 7104749.9476, -12821492.2231 7104777.8775, -12821562.4596 7104833.91179999, -12821601.8333 7104881.5919, -12821601.9458 7104926.5604, -12821565.6005 7104968.81, -12821501.1453 7104983.0245, -12821318.8836 7104980.6676, -12821243.24 7105006.15, -12821212.5346 7105062.4376, -12821221.1258 7105135.4924, -12821260.5819 7105216.9036, -12821389.9418 7105368.3599, -12821429.1986 7105368.2622, -12821521.5153 7105280.89989999, -12821804.4873 7105187.4345, -12821871.833 7105206.9376, -12821923.3511 7105239.8022, -12821968.1348 7105316.6211, -12822520.8788 7105364.7921, -12822564.0444 7105354.9112, -12822599.5559 7105642.949, -12822506.8894 7105722.4708, -12822308.0694 7105829.8035, -12822378.2992 7105877.4054, -12822442.8552 7105899.7236, -12822451.4147 7105955.9192, -12822580.728 7106076.4496, -12822609.1332 7106214.1129, -12822637.2729 7106250.5816, -12822665.6945 7106393.8699, -12822668.7585 7106492.2499, -12822839.8673 7106505.8502, -12822881.8667 7106480.438, -12822895.7017 7106410.1237, -12822957.3314 7106384.6587, -12823094.8383 7106418.0211, -12823125.8232 7106468.5369, -12823005.6164 7106612.2287, -12823000.1806 7106676.9001, -12823050.7978 7106727.3649, -12823059.1282 7106696.4194, -12823095.5568 7106685.0763, -12823134.9111 7106718.704, -12823174.1821 7106721.4087, -12823213.5216 7106749.4138, -12823230.463 7106791.53589999, -12823163.1537 7106791.7187, -12823149.2294 7106828.3022, -12823160.5766 7106876.0626, -12823143.9386 7106946.389, -12823110.4195 7106997.0827, -12823068.4333 7107028.1203, -12823076.9529 7107067.4556, -12823107.8648 7107089.8625, -12823158.2576 7107055.9903, -12823206.0279 7107089.5964, -12823228.5717 7107128.8936, -12823211.8502 7107168.2979, -12823136.0326 7107134.7675, -12823116.5058 7107174.1791, -12823136.2145 7107202.2393, -12823192.3846 7107230.2006, -12823181.2797 7107272.4013, -12823124.8298 7107295.2124, -12822960.0771 7107526.4994, -12822996.9206 7107554.0429, -12823061.4391 7107556.6804, -12823176.9611 7107750.3623, -12823188.4011 7107831.8668, -12823222.2428 7107899.253, -12823185.9683 7107969.6419, -12823222.5701 7108020.152, -12823287.1458 7108042.4693, -12823360.0605 7108036.6467, -12823404.8023 7107985.9146, -12823387.7807 7107915.6707, -12823390.3248 7107820.0696, -12823418.1897 7107752.5156, -12823474.2029 7107721.4348, -12823566.7022 7107698.6874, -12823631.2687 7107718.1894, -12823679.0993 7107771.4761, -12823642.8607 7107853.1124, -12823556.2169 7107965.8165, -12823590.0081 7108013.5208, -12823646.0924 7108007.7422, -12823668.6827 7107986.2375, -12823750.0778 7107962.9814, -12823783.5601 7108015.7946, -12823890.1732 7108023.9314, -12823870.6873 7108077.4074, -12823882.0642 7108133.6091, -12823912.998 7108161.6392, -12824022.5366 7108211.9417, -12824025.4918 7108265.356, -12823989.4121 7108403.2339, -12824000.8377 7108476.30839999, -12824026.1234 7108490.2961, -12824283.8701 7108374.2812, -12824342.8737 7108407.8539, -12824287.0189 7108495.1793, -12824264.7532 7108557.103, -12824273.4562 7108658.3049, -12824301.5961 7108689.1552, -12824352.0982 7108691.8227, -12824402.5281 7108669.1831, -12824450.2169 7108669.0462, -12824464.3637 7108711.1836, -12824397.4154 7108843.5359, -12824293.6121 7108841.0211, -12824257.2313 7108872.0562, -12824285.4038 7108914.1552, -12824307.8783 7108925.3389, -12824358.3418 7108913.9467, -12824411.6748 7108925.0417, -12824434.2299 7108964.3445, -12824417.4783 7108992.5125, -12824372.5529 7108978.5813, -12824330.5529 7109006.8215, -12824305.6248 7109119.3733, -12824356.2258 7109155.785, -12824401.0879 7109147.2204, -12824549.5633 7109073.6802, -12824591.6355 7109070.7465, -12824631.0241 7109110.0008, -12824639.5702 7109154.9686, -12824531.7903 7109147.9656, -12824571.5873 7109241.1273, -12824543.2101 7109276.0977, -12824528.8895 7109337.6186, -12824540.0861 7109353.2356, -12824562.3896 7109353.1712, -12824601.2302 7109310.5182, -12824625.9729 7109304.0479, -12824631.6812 7109337.7766, -12824617.7999 7109388.435, -12824640.3735 7109433.36379999, -12824701.9804 7109393.815, -12824732.979 7109441.5313, -12824808.6536 7109416.0012, -12824845.2478 7109458.0765, -12824892.9576 7109463.5611, -12824915.4755 7109488.8045, -12824896.0996 7109578.8511, -12824924.3193 7109635.0125, -12825069.952 7109547.4053, -12825095.326 7109589.5133, -12825081.5298 7109668.2961, -12825028.29 7109690.9511, -12824986.5112 7109795.1276, -12825031.4836 7109823.1178, -12825062.1388 7109752.7207, -12825109.8339 7109752.5797, -12825093.141 7109800.4375, -12825110.0824 7109836.947, -12825157.6869 7109805.871, -12825219.4688 7109825.3734, -12825298.2017 7109884.1972, -12825300.6983 7109780.1351, -12825342.7071 7109754.6994, -12825373.619 7109771.4805, -12825399.0371 7109827.6499, -12825432.6207 7109799.4264, -12825483.147 7109807.7114, -12825458.031 7109852.7835, -12825463.7011 7109872.4526, -12825543.254 7109879.2771, -12825571.1956 7109894.7755, -12825590.0987 7109919.8811, -12825517.4296 7110012.90739999, -12825523.3192 7110105.6977, -12825500.9913 7110145.1383, -12825520.7074 7110170.3905, -12825630.0129 7110130.687, -12825624.5707 7110186.9515, -12825582.721 7110265.8259, -12825610.9395 7110319.1771, -12825608.3284 7110383.8719, -12825538.2926 7110420.6456, -12825518.7528 7110454.4544, -12825552.6339 7110524.6654, -12825499.3898 7110547.3259, -12825460.242 7110592.4443, -12825502.4651 7110637.3184, -12825499.853 7110702.0157, -12825530.9037 7110763.7996, -12825480.5227 7110806.1404, -12825388.0598 7110851.42010001, -12825402.2239 7110896.3801, -12825424.7307 7110916.0012, -12825382.7998 7110969.5679, -12825187.1234 7111052.5349, -12823948.0818 7111076.2093, -12823954.0004 7110626.397, -12823902.706 7110415.3006, -12823782.3614 7110259.4447, -12823571.2652 7110300.8747, -12823372.0063 7110438.9749, -12823269.4175 7110584.9668, -12823131.3172 7110575.1026, -12823028.7284 7110334.4134, -12822793.9579 7110261.41749999, -12822308.3042 7110241.8044, -12822264.9011 7110137.2428, -12822286.6026 7109819.612, -12822195.8512 7109632.1903, -12821789.4417 7109614.4344, -12821218.1293 7109635.6078, -12820264.6829 7109629.4096, -12819304.5364 7109658.5049, -12819123.5346 7109877.1574, -12819108.1824 7111064.281))"
3,18953,57,2023-05-17 04:33:09,LWF091, ,188.4,2023-05-05,1740,2 - non-corrected airborne GPS,Wildfire,Under Control,2023/05/12 18:55:00,D,200.0,1683219000000,Under Investigation,5,e0a163d1-be04-409f-ada5-fc317a962e3c,5575866.3515625,11616.5095997428,"POLYGON ((-12655135.5869 7266828.5297, -12655174.4959 7267019.7103, -12655139.2073 7267157.7311, -12654866.9843 7267403.1142, -12654690.0464 7267630.1826, -12654529.8851 7267879.8559, -12654506.6516 7268022.8101, -12654566.3308 7268310.6071, -12654566.2095 7268415.7306, -12654495.6975 7268650.8496, -12654421.4344 7268770.236, -12654347.4234 7268839.8241, -12654242.1546 7268911.6634, -12654068.7437 7269076.1775, -12653974.3729 7269101.6571, -12653972.4696 7269057.6746, -12654004.4085 7268929.8443, -12654090.8293 7268819.5377, -12654106.8876 7268771.1845, -12654102.3249 7268685.3778, -12654044.2506 7268514.6511, -12653998.5955 7268468.1966, -12653906.9214 7268331.4066, -12653824.2889 7268243.4669, -12653746.8721 7268116.55, -12653492.2654 7267887.5067, -12653371.0132 7267836.1215, -12653321.8964 7267782.4705, -12653273.778 7267580.6152, -12653210.9638 7267487.0104, -12653194.971 7267440.6264, -12653171.0098 7267248.214, -12653087.836 7267122.0202, -12653006.4537 7266953.4651, -12652972.3593 7266823.2264, -12652885.8731 7266680.9048, -12652858.2263 7266600.1027, -12652815.2678 7266568.9423, -12652727.2513 7266574.5991, -12652603.004 7266504.34, -12652552.898 7266377.7888, -12652576.8779 7266288.7621, -12652616.496 7266212.9295, -12652610.3659 7266147.334, -12652477.2074 7266120.5142, -12652380.2989 7266033.6599, -12652356.5149 7265955.0337, -12652254.4653 7265900.2387, -12652157.7432 7265775.7699, -12652108.4306 7265535.6116, -12652116.4736 7265486.6682, -12652187.0977 7265414.8443, -12652318.7444 7265395.4825, -12652620.2376 7265416.4351, -12652873.5287 7265391.49759999, -12653341.3695 7265381.8569, -12653463.0418 7265438.7052, -12653623.5576 7265571.6847, -12653827.4706 7265635.5241, -12653953.3603 7265659.7711, -12654007.5156 7265686.7661, -12654229.4927 7265849.0754, -12654490.2483 7265889.5849, -12654653.8153 7266085.6277, -12654791.9936 7266183.1206, -12654843.8256 7266198.2099, -12654973.5034 7266129.1273, -12655150.4694 7266146.4984, -12655294.19 7266258.3261, -12655324.5054 7266420.0366, -12655266.5153 7266568.5726, -12655149.4617 7266597.0815, -12655074.2189 7266653.4724, -12655074.1724 7266750.9241, -12655090.2771 7266824.946, -12655135.5869 7266828.5297))"
