,agency,firename,lat,lon,startdate,hectares,stage_of_control,timestamp
0,mb,NO660,57.7686,-95.9911, 2022-08-17 05:00:00,30.0, OC,2022-10-24 15:51:18+00:00
1,ab,MWF-022-2022,59.4184,-110.813, 2022-06-14 00:43:00,33207.1, BH,2022-10-24 15:51:18+00:00
2,ab,MWF-015-2022,59.8171,-111.119, 2022-06-12 22:49:00,4057.9, BH,2022-10-24 15:51:18+00:00
3,conus,Sturgill,45.284,-117.534, 2022-08-22 12:00:00,8779.59, 80% contained,2022-10-24 15:51:18+00:00
4,ak,Hog Butte,63.6774,-153.572, 2022-06-05 00:00:00,82614.7, Unstaffed/Uncontaine,2022-10-24 15:51:18+00:00
5,conus,Double Creek,45.428,-116.739, 2022-08-30 17:00:00,69459.5, 89% contained,2022-10-24 15:51:18+00:00
6,conus,Tenmile,45.319,-115.872, 2022-09-07 11:30:00,873.585, 65% contained,2022-10-24 15:51:18+00:00
7,ab,MWF-074-2022,59.8744,-110.298, 2022-08-17 18:20:00,4354.4, BH,2022-10-24 15:51:18+00:00
8,ab,HWF-096-2022,58.8811,-114.998, 2022-09-19 20:47:00,2600.0, BH,2022-10-24 15:51:18+00:00
9,bc,2022-G90313,58.5758,-127.588, 2022-06-18 18:52:00,1608.0, BH,2022-10-24 15:51:18+00:00
10,bc,2022-G72672,54.8054,-121.256, 2022-10-11 21:51:00,456.0, OC,2022-10-24 15:51:18+00:00
11,bc,2022-G60782,56.1373,-122.941, 2022-07-27 01:51:00,1661.7, OC,2022-10-24 15:51:18+00:00
12,bc,2022-V11746,49.0115,-120.732, 2022-08-22 01:10:00,14970.0, OC,2022-10-24 15:51:18+00:00
13,bc,2022-R90436,59.7616,-129.452, 2022-07-03 01:10:00,12330.0, UC,2022-10-24 15:51:18+00:00
14,bc,2022-K71717,50.5828,-122.123, 2022-08-21 17:14:00,1201.0, OC,2022-10-24 15:51:18+00:00
15,bc,2022-K71995,51.0147,-122.375, 2022-08-26 01:04:00,4683.0, OC,2022-10-24 15:51:18+00:00
16,bc,2022-K72076,50.2991,-122.034, 2022-08-27 17:51:00,357.0, OC,2022-10-24 15:51:18+00:00
17,bc,2022-K72080,50.1573,-122.21, 2022-08-27 18:31:00,787.0, OC,2022-10-24 15:51:18+00:00
18,bc,2022-G92688,57.6847,-123.436, 2022-10-13 01:33:00,4.0, OC,2022-10-24 15:51:18+00:00
19,bc,2022-G92640,57.7295,-123.499, 2022-10-10 00:12:00,1000.0, OC,2022-10-24 15:51:18+00:00
20,bc,2022-G92687,57.6565,-123.442, 2022-10-13 01:01:00,10.0, OC,2022-10-24 15:51:18+00:00
21,conus,Diamond Watch,48.636,-117.065, 2022-07-14 18:00:00,541.08, 67% contained,2022-10-24 15:51:18+00:00
22,bc,2022-V12699,49.1497,-121.094, 2022-10-13 23:24:00,0.3, OC,2022-10-24 15:51:18+00:00
23,ns,10-008-2022,45.7703,-63.8292, 2022-10-12 08:00:00,7.32, UC,2022-10-24 15:51:18+00:00
24,pc,2022RE26,51.0238,-118.169, 2022-10-13 20:04:50,2.0, OC,2022-10-24 15:51:18+00:00
25,bc,2022-K52702,49.6576,-119.067, 2022-10-14 01:38:00,5.3, OC,2022-10-24 15:51:18+00:00
26,bc,2022-V82482,50.2592,-126.285, 2022-09-22 20:33:00,7.5, OC,2022-10-24 15:51:18+00:00
27,conus,Lemhi,45.429,-115.43, 2022-09-21 00:00:00,342.225, 0% contained,2022-10-24 15:51:18+00:00
28,conus,White River (&amp; Irving Peak,47.885,-120.917, 2022-08-11 00:00:00,5836.86, 10% contained,2022-10-24 15:51:18+00:00
29,bc,2022-V12147,49.1172,-120.805, 2022-08-30 21:41:00,74.0, OC,2022-10-24 15:51:18+00:00
30,nt,FS040-22,61.72,-123.368, 2022-09-23 15:26:00,2009.0, OC,2022-10-24 15:51:18+00:00
31,bc,2022-G92685,59.3805,-123.864, 2022-10-12 23:17:00,0.9, BH,2022-10-24 15:51:18+00:00
32,bc,2022-N62693,49.6454,-118.747, 2022-10-13 02:50:00,4.5, UC,2022-10-24 15:51:18+00:00
33,nt,FS006-22,60.7223,-123.715, 2022-06-18 16:11:00,12922.0, OC,2022-10-24 15:51:18+00:00
34,ab,CWF-167-2022,50.7002,-115.164, 2022-10-13 18:06:00,2.0, UC,2022-10-24 15:51:18+00:00
35,bc,2022-V62616,48.7578,-123.854, 2022-10-08 21:02:00,5.7, UC,2022-10-24 15:51:18+00:00
36,nb,59962,47.5163,-64.9195, 2022-10-15 00:29:36,0.3, BH,2022-10-24 15:51:18+00:00
37,bc,2022-V11952,49.0406,-121.159, 2022-08-25 02:27:00,1300.0, OC,2022-10-24 15:51:18+00:00
38,bc,2022-C52648,51.9698,-124.136, 2022-10-10 22:04:00,248.0, UC,2022-10-24 15:51:18+00:00
39,bc,2022-N62637,49.0085,-118.301, 2022-10-09 22:29:00,203.0, UC,2022-10-24 15:51:18+00:00
40,bc,2022-K62235,49.4291,-120.933, 2022-09-03 01:10:00,182.0, OC,2022-10-24 15:51:18+00:00
41,bc,2022-V72642,49.2031,-124.776, 2022-10-10 04:28:00,3.45, UC,2022-10-24 15:51:18+00:00
42,bc,2022-K70580,50.2408,-121.603, 2022-07-14 20:45:00,4564.0, OC,2022-10-24 15:51:18+00:00
43,bc,2022-K71440,50.1954,-122.209, 2022-08-14 18:56:00,3012.0, OC,2022-10-24 15:51:18+00:00
44,bc,2022-K52708,49.6576,-119.067, 2022-10-14 18:53:00,6.7, UC,2022-10-24 15:51:18+00:00
45,bc,2022-N72515,49.051,-116.96, 2022-09-27 22:19:00,0.5, UC,2022-10-24 15:51:18+00:00
46,nt,SS059-22,61.2257,-113.32, 2022-08-07 16:15:00,60.0, UC,2022-10-24 15:51:18+00:00
47,nt,SS006-22,60.9035,-113.242, 2022-06-09 23:54:00,1614.0, BH,2022-10-24 15:51:18+00:00
48,bc,2022-V82307,49.8665,-125.985, 2022-09-07 01:05:00,358.0, OC,2022-10-24 15:51:18+00:00
49,bc,2022-V52371,50.7037,-123.923, 2022-09-11 14:13:00,22.5, BH,2022-10-24 15:51:18+00:00
50,bc,2022-V52393,50.5997,-124.449, 2022-09-13 02:20:00,5.4, BH,2022-10-24 15:51:18+00:00
51,bc,2022-V52465,50.4198,-124.451, 2022-09-19 22:27:00,6.8, BH,2022-10-24 15:51:18+00:00
52,bc,2022-V81461,49.6559,-125.73, 2022-08-14 20:55:00,248.0, BH,2022-10-24 15:51:18+00:00
53,bc,2022-V81666,49.7011,-125.698, 2022-08-20 18:44:00,350.0, OC,2022-10-24 15:51:18+00:00
54,nt,SS085-22,61.37,-117.745, 2022-10-15 00:18:00,0.1, OC,2022-10-24 15:51:18+00:00
55,bc,2022-V82234,49.6855,-125.824, 2022-09-03 00:54:00,38.0, OC,2022-10-24 15:51:18+00:00
56,bc,2022-K21279,51.48,-119.731, 2022-08-12 18:41:00,385.8, UC,2022-10-24 15:51:18+00:00
57,ab,GWF-077-2022,56.1748,-119.484, 2022-10-14 23:00:00,4.1, UC,2022-10-24 15:51:18+00:00
58,bc,2022-V11888,49.2214,-121.49, 2022-08-24 02:21:00,10.0, OC,2022-10-24 15:51:18+00:00
59,bc,2022-VA1999,52.3797,-125.843, 2022-08-26 01:26:00,1.6, OC,2022-10-24 15:51:18+00:00
60,bc,2022-VA2000,52.3714,-125.821, 2022-08-26 01:33:00,32.0, OC,2022-10-24 15:51:18+00:00
