,agency,firename,lat,lon,startdate,hectares,stage_of_control,timestamp
0,bc,2023-G80173,56.934,-120.978, 2023-05-03 00:33:00,4.0, UC,2023-05-08 20:36:37
1,bc,2023-G70168,55.6748,-120.101, 2023-05-02 22:21:00,1.0, UC,2023-05-08 20:36:37
2,bc,2023-G80117,56.5133,-122.007, 2023-04-29 00:18:00,50.0, UC,2023-05-08 20:36:37
3,ab,EWF-027-2023,53.341,-117.133, 2023-05-03 23:04:00,0.01, UC,2023-05-08 20:36:37
4,ab,EWF-028-2023,53.7142,-115.817, 2023-05-04 00:30:00,0.1, UC,2023-05-08 20:36:37
5,bc,2023-G70170,55.8229,-120.964, 2023-05-02 23:37:00,4.1, BH,2023-05-08 20:36:37
6,bc,2023-C20093,51.9843,-122.636, 2023-04-27 00:31:00,60.0, UC,2023-05-08 20:36:37
7,ns,05-05-2023,44.341,-65.9681, 2023-05-04 06:00:00,1.0, UC,2023-05-08 20:36:37
8,ab,RWF-030-2023,52.8647,-115.819, 2023-05-04 18:59:00,0.01, BH,2023-05-08 20:36:37
9,ab,GWF-015-2023,55.6533,-119.007, 2023-05-01 02:25:00,7.4, UC,2023-05-08 20:36:37
10,bc,2023-G70116,56.0751,-120.689, 2023-04-29 00:10:00,10.0, UC,2023-05-08 20:36:37
11,pc,2023BA2,51.1985,-115.542, 2023-04-28 23:01:35,24.0, UC,2023-05-08 20:36:37
12,ab,WWF-021-2023,54.6023,-116.283, 2023-05-04 17:09:00,0.01, UC,2023-05-08 20:36:37
13,nl,104,49.0471,-55.0471, 2023-04-30 00:00:00,3.0, UC,2023-05-08 20:36:37
14,bc,2023-K70092,50.762,-122.783, 2023-04-26 23:51:00,7.7, UC,2023-05-08 20:36:37
15,pc,2023PA1,53.908,-106.08, 2023-04-29 22:03:29,40.0, UC,2023-05-08 20:36:37
16,ab,RWF-021-2023,52.5116,-115.595, 2023-05-03 22:14:00,0.5, UC,2023-05-08 20:36:37
17,ab,LWF-040-2023,55.944,-110.736, 2023-04-23 21:26:00,150.0, BH,2023-05-08 20:36:37
18,pc,2023RM1,50.6668,-100.061, 2023-05-02 23:27:57,115.3, UC,2023-05-08 20:36:37
19,pc,2023BA3,51.2073,-115.535, 2023-05-04 19:43:17,3.3, BH,2023-05-08 20:36:37
20,ab,GWF-016-2023,55.791,-119.192, 2023-05-04 00:13:00,3.0, UC,2023-05-08 20:36:37
21,ab,SWF-061-2023,55.9931,-114.98, 2023-05-04 22:13:00,0.08, OC,2023-05-08 20:36:37
22,ab,MWF-010-2023,56.9355,-111.549, 2023-05-03 18:24:00,18.7, UC,2023-05-08 20:36:37
23,ab,PWF-030-2023,56.4765,-116.418, 2023-05-05 04:40:00,0.5, UC,2023-05-08 20:36:37
24,ab,LWF-049-2023,55.9288,-110.667, 2023-04-26 21:40:00,0.5, UC,2023-05-08 20:36:37
25,bc,2023-G70189,55.8808,-120.245, 2023-05-03 23:49:00,63.0, UC,2023-05-08 20:36:37
26,ab,PWF-031-2023,56.4923,-116.503, 2023-05-05 11:50:00,0.25, UC,2023-05-08 20:36:37
27,bc,2023-R30209,54.7993,-127.189, 2023-05-04 23:14:00,1.3, UC,2023-05-08 20:36:37
28,ab,MWF-009-2023,56.4365,-111.201, 2023-05-02 20:32:00,16.1, UC,2023-05-08 20:36:37
29,ab,LWF-010-2023,55.9568,-110.715, 2023-04-15 21:24:00,14.0, UC,2023-05-08 20:36:37
30,ab,RWF-011-2023,53.1048,-115.145, 2023-04-27 23:06:00,7.1, UC,2023-05-08 20:36:37
31,pc,2023WL2,49.0793,-113.844, 2023-04-29 16:56:15,240.0, OC,2023-05-08 20:36:37
32,ab,PWF-025-2023,56.2657,-117.33, 2023-05-03 22:38:00,1.8, UC,2023-05-08 20:36:37
33,ab,GWF-011-2023,54.777,-118.701, 2023-04-30 00:56:00,0.8, UC,2023-05-08 20:36:37
34,bc,2023-G70195,55.677,-120.114, 2023-05-04 01:05:00,1.8, BH,2023-05-08 20:36:37
35,ab,SWF-047-2023,55.3052,-115.298, 2023-04-30 00:50:00,0.1, UC,2023-05-08 20:36:37
36,nt,SS001-23,60.2134,-111.48, 2023-05-05 00:00:00,1.0, OC,2023-05-08 20:36:37
37,ab,LWF-078-2023,55.2694,-113.232, 2023-05-01 14:30:00,0.1, UC,2023-05-08 20:36:37
38,bc,2023-G70141,55.9928,-120.61, 2023-04-30 01:04:00,4.0, UC,2023-05-08 20:36:37
39,ab,EWF-029-2023,53.1687,-115.648, 2023-05-04 01:38:00,0.2, UC,2023-05-08 20:36:37
40,ab,GWF-021-2023,54.592,-118.305, 2023-05-05 20:50:00,0.01, UC,2023-05-08 20:36:37
41,ab,CWF-004-2023,51.2281,-114.857, 2023-05-05 21:16:00,2.0, UC,2023-05-08 20:36:37
42,ab,EWF-017-2023,53.1641,-116.984, 2023-04-30 19:00:00,0.3, UC,2023-05-08 20:36:37
43,ab,LWF-038-2023,55.9048,-110.766, 2023-04-23 18:13:00,56.7, BH,2023-05-08 20:36:37
44,bc,2023-C40109,51.2228,-121.561, 2023-04-28 21:06:00,10.5, UC,2023-05-08 20:36:37
45,bc,2023-G70145,55.7133,-120.643, 2023-04-30 19:45:00,3.9, UC,2023-05-08 20:36:37
46,ab,EWF-015-2023,53.6828,-115.948, 2023-04-29 20:20:00,46.57, UC,2023-05-08 20:36:37
47,ab,RWF-016-2023,52.7619,-115.352, 2023-05-01 00:24:00,0.1, UC,2023-05-08 20:36:37
48,ab,PWF-027-2023,56.4153,-118.698, 2023-05-04 03:19:00,0.4, BH,2023-05-08 20:36:37
49,bc,2023-N50196,49.4189,-117.608, 2023-05-04 01:25:00,3.5, UC,2023-05-08 20:36:37
50,bc,2023-C50100,52.0351,-123.177, 2023-04-27 21:19:00,209.0, UC,2023-05-08 20:36:37
51,bc,2023-G30213,52.999,-119.303, 2023-05-05 03:49:00,0.01, UC,2023-05-08 20:36:37
52,ab,PWF-029-2023,56.3787,-119.316, 2023-05-05 03:06:00,0.1, BH,2023-05-08 20:36:37
53,bc,2023-N10166,49.6537,-116.035, 2023-05-02 20:04:00,3.0, UC,2023-05-08 20:36:37
54,ab,PWF-032-2023,56.3237,-117.654, 2023-05-05 18:25:00,0.01, BH,2023-05-08 20:36:37
55,ab,RWF-038-2023,52.2621,-115.205, 2023-05-05 18:08:00,7.0, UC,2023-05-08 20:36:37
56,bc,2023-N70201,50.6148,-117.017, 2023-05-04 03:08:00,4.0, BH,2023-05-08 20:36:37
57,bc,2023-V50205,49.8282,-124.131, 2023-05-04 20:58:00,1.2, UC,2023-05-08 20:36:37
58,bc,2023-G80175,56.558,-121.921, 2023-05-03 04:05:00,280.0, OC,2023-05-08 20:36:37
59,ab,EWF-036-2023,53.2826,-117.322, 2023-05-05 20:14:00,0.01, UC,2023-05-08 20:36:37
60,bc,2023-G80164,56.5127,-121.964, 2023-05-02 03:29:00,4.0, UC,2023-05-08 20:36:37
61,ab,RWF-012-2023,52.4403,-115.374, 2023-04-28 16:30:00,46.0, UC,2023-05-08 20:36:37
62,bc,2023-G40218,53.9965,-123.819, 2023-05-05 21:07:00,0.2, UC,2023-05-08 20:36:37
63,ab,LWF-047-2023,54.6685,-111.908, 2023-04-26 18:09:00,0.1, UC,2023-05-08 20:36:37
64,bc,2023-N10165,49.1428,-115.101, 2023-05-01 17:27:00,0.1, BH,2023-05-08 20:36:37
65,ab,EWF-038-2023,53.6919,-116.081, 2023-05-06 02:43:00,2.0, BH,2023-05-08 20:36:37
66,bc,2023-G10177,53.7618,-122.713, 2023-05-03 18:15:00,2.0, UC,2023-05-08 20:36:37
67,sk,23BN-BRIR01,55.9044,-108.914, 2023-05-01 13:48:10,36.0, UC,2023-05-08 20:36:37
68,ab,EWF-025-2023,53.4829,-115.224, 2023-05-02 20:26:00,1.8, UC,2023-05-08 20:36:37
69,bc,2023-R30143,54.8733,-127.264, 2023-04-30 01:45:00,3.54, UC,2023-05-08 20:36:37
70,ab,SWF-064-2023,54.896,-116.1, 2023-05-04 23:03:00,19024.0, OC,2023-05-08 20:36:37
71,ab,PWF-035-2023,56.537,-118.874, 2023-05-05 20:30:00,0.3, BH,2023-05-08 20:36:37
72,ab,EWF-037-2023,53.91,-117.559, 2023-05-06 16:47:00,80.0, OC,2023-05-08 20:36:37
73,ab,SWF-068-2023,55.8778,-116.408, 2023-05-05 19:12:00,23706.0, OC,2023-05-08 20:36:37
74,ab,EWF-042-2023,53.9295,-117.792, 2023-05-06 17:26:00,4.0, OC,2023-05-08 20:36:37
75,ab,EWF-040-2023,53.9356,-117.776, 2023-05-06 17:05:00,3.0, OC,2023-05-08 20:36:37
76,ab,EWF-041-2023,53.941,-117.82, 2023-05-06 17:20:00,2.5, OC,2023-05-08 20:36:37
77,ab,PMD-002-2023,56.1576,-118.106, 2023-05-02 00:18:00,2.5, BH,2023-05-08 20:36:37
78,ab,EWF-031-2023,53.1452,-115.687, 2023-05-04 19:21:00,77920.0, OC,2023-05-08 20:36:37
79,ab,HWF-030-2023,58.468,-114.484, 2023-05-02 21:29:00,16400.0, OC,2023-05-08 20:36:37
80,ab,WWF-017-2023,54.4422,-116.779, 2023-05-04 01:45:00,4.0, UC,2023-05-08 20:36:37
81,ab,PWF-033-2023,56.2557,-118.21, 2023-05-05 19:19:00,1.0, BH,2023-05-08 20:36:37
82,ab,SWF-070-2023,56.0145,-115.025, 2023-05-05 22:36:00,4.0, OC,2023-05-08 20:36:37
83,ab,PWF-037-2023,56.2736,-118.343, 2023-05-06 00:34:00,1.0, BH,2023-05-08 20:36:37
84,ab,PWF-036-2023,56.5305,-118.855, 2023-05-05 20:30:00,5.0, BH,2023-05-08 20:36:37
85,ab,RWF-040-2023,52.8087,-116.204, 2023-05-05 20:45:00,2200.0, OC,2023-05-08 20:36:37
86,bc,2023-G70182,55.7138,-121.507, 2023-05-03 21:08:00,1.0, UC,2023-05-08 20:36:37
87,ab,RWF-036-2023,52.5445,-115.421, 2023-05-05 01:00:00,3.5, UC,2023-05-08 20:36:37
88,sk,23PA-SPRUCE,53.4146,-105.768, 2023-05-06 15:37:59,1.0, UC,2023-05-08 20:36:37
89,ab,LWF-091-2023,54.5023,-113.654, 2023-05-04 22:50:00,200.0, BH,2023-05-08 20:36:37
90,ab,RWF-041-2023,53.1299,-115.334, 2023-05-05 23:58:00,5.5, UC,2023-05-08 20:36:37
91,ab,EWF-039-2023,53.4706,-115.871, 2023-05-06 03:51:00,216.0, OC,2023-05-08 20:36:37
92,ab,WWF-024-2023,54.2404,-116.057, 2023-05-06 22:37:00,3.0, UC,2023-05-08 20:36:37
93,ab,LWF-093-2023,55.0607,-111.606, 2023-05-05 05:00:00,6.5, UC,2023-05-08 20:36:37
94,sk,23WY-MOLLY,54.5023,-105.559, 2023-05-04 14:07:09,19.8, UC,2023-05-08 20:36:37
95,sk,23LF-ROCKY,53.7017,-104.596, 2023-05-02 14:27:34,882.0, UC,2023-05-08 20:36:37
96,ab,EWF-035-2023,53.8368,-115.783, 2023-05-05 20:03:00,5027.0, OC,2023-05-08 20:36:37
97,mb,EA006,49.6353,-95.6661, 2023-05-04 05:00:00,13.0, UC,2023-05-08 20:36:37
98,ab,PWF-038-2023,56.3832,-116.808, 2023-05-06 05:24:00,6219.0, OC,2023-05-08 20:36:37
99,ab,HWF-036-2023,58.4906,-119.403, 2023-05-03 22:26:00,16240.0, OC,2023-05-08 20:36:37
100,mb,EA008,51.7136,-98.6169, 2023-05-06 05:00:00,327.5, UC,2023-05-08 20:36:37
101,ab,SWF-057-2023,55.0343,-115.148, 2023-05-04 18:04:00,8136.0, OC,2023-05-08 20:36:37
102,ab,RWF-034-2023,52.8151,-115.45, 2023-05-04 22:59:00,64575.0, OC,2023-05-08 20:36:37
103,ab,LWF-084-2023,54.6224,-111.829, 2023-05-04 03:35:00,153.0, UC,2023-05-08 20:36:37
104,ab,RWF-014-2023,52.9552,-114.958, 2023-04-30 20:14:00,48.5, UC,2023-05-08 20:36:37
105,ab,EWF-026-2023,53.7428,-115.856, 2023-05-03 20:28:00,2.5, UC,2023-05-08 20:36:37
106,ab,LWF-085-2023,55.9272,-110.723, 2023-05-04 15:55:00,0.01, UC,2023-05-08 20:36:37
107,ab,WWF-015-2023,54.0948,-115.322, 2023-04-29 23:00:00,47.0, UC,2023-05-08 20:36:37
108,bc,2023-C40128,51.3709,-120.999, 2023-04-29 19:57:00,113.0, UC,2023-05-08 20:36:37
109,ab,PWF-034-2023,56.5452,-119.479, 2023-05-05 19:33:00,370.0, OC,2023-05-08 20:36:37
110,bc,2023-V50198,49.8332,-124.106, 2023-05-04 02:44:00,1.36, UC,2023-05-08 20:36:37
111,ab,RWF-039-2023,52.8328,-114.919, 2023-05-05 20:45:00,2.5, UC,2023-05-08 20:36:37
112,nt,SS002-23,60.0154,-112.165, 2023-05-05 22:45:00,28.5, UC,2023-05-08 20:36:37
113,bc,2023-G70131,55.4533,-120.059, 2023-04-29 21:10:00,10.0, UC,2023-05-08 20:36:37
114,ab,WCU-002-2023,53.6246,-115.101, 2023-04-30 01:37:00,2400.0, OC,2023-05-08 20:36:37
115,ab,GWF-023-2023,55.1575,-117.331, 2023-05-06 21:14:00,1189.0, OC,2023-05-08 20:36:37
116,ab,GWF-018-2023,56.2818,-119.162, 2023-05-05 19:25:00,10508.0, OC,2023-05-08 20:36:37
117,ab,LWF-099-2023,54.586,-113.792, 2023-05-07 22:40:00,0.01, BH,2023-05-08 20:36:37
