,agency,firename,lat,lon,startdate,hectares,stage_of_control,timestamp
0,bc,2022-G80265,57.3972,-122.377, 2022-06-03 22:56:00,545.0, UC,2022-06-22 04:38:00+00:00
1,yt,2022MA002,64.3357,-133.579, 2022-06-04 21:44:00,400.0, OC,2022-06-22 04:38:00+00:00
2,ab,HWF-013-2022,59.71,-119.767, 2022-06-01 17:48:00,8300.0, BH,2022-06-22 04:38:00+00:00
3,ab,HWF-015-2022,59.2928,-118.997, 2022-06-01 22:00:00,3000.0, UC,2022-06-22 04:38:00+00:00
4,nt,SS005-22,60.7167,-118.033, 2022-06-08 23:16:00,5.0, BH,2022-06-22 04:38:00+00:00
5,ab,SWF-035-2022,56.9006,-113.989, 2022-06-04 22:11:00,262.5, UC,2022-06-22 04:38:00+00:00
6,nt,SS009-22,60.3303,-116.692, 2022-06-11 01:15:00,10.0, OC,2022-06-22 04:38:00+00:00
7,pc,2022WB2,59.4688,-112.657, 2022-06-11 03:19:41,7.5, UC,2022-06-22 04:38:00+00:00
8,ab,HWF-022-2022,59.9611,-119.974, 2022-06-08 22:50:00,36.0, BH,2022-06-22 04:38:00+00:00
9,ab,HWF-014-2022,59.9713,-120.0, 2022-06-01 19:05:00,386.0, BH,2022-06-22 04:38:00+00:00
10,pc,2022WB1,59.4767,-112.624, 2022-06-11 03:16:23,6.8, UC,2022-06-22 04:38:00+00:00
11,ak,Fish Lake,62.5998,-145.806, 2022-06-05 00:00:00,26.71, Unstaffed/Uncontaine,2022-06-22 04:38:00+00:00
12,ab,HWF-029-2022,59.2218,-114.531, 2022-06-11 18:22:00,89.9, BH,2022-06-22 04:38:00+00:00
13,pc,2022WB3,59.8045,-112.172, 2022-06-11 21:39:52,0.7, UC,2022-06-22 04:38:00+00:00
14,yt,2022BC002,62.2201,-138.902, 2022-06-06 01:22:00,68.7, BH,2022-06-22 04:38:00+00:00
15,ab,MWF-023-2022,59.4004,-110.669, 2022-06-14 00:52:00,0.5, BH,2022-06-22 04:38:00+00:00
16,ak,Pauls Creek,58.9094,-156.345, 2022-06-07 00:00:00,4069.84, Unstaffed/Uncontaine,2022-06-22 04:38:00+00:00
17,ak,Contact Creek,58.2192,-155.966, 2022-05-29 00:00:00,4177.12, Unstaffed/Uncontaine,2022-06-22 04:38:00+00:00
18,ab,MWF-025-2022,56.6829,-110.714, 2022-06-14 15:07:00,0.25, BH,2022-06-22 04:38:00+00:00
19,bc,2022-G90274,59.9817,-120.022, 2022-06-05 23:10:00,488.11, BH,2022-06-22 04:38:00+00:00
20,conus,Carbon County Flood,45.186,-109.247, 2022-06-12 13:00:00,0.0, 0% contained,2022-06-22 04:38:00+00:00
21,mb,NO003,55.855,-100.296, 2022-06-14 05:00:00,800.0, OC,2022-06-22 04:38:00+00:00
