,agency,firename,lat,lon,startdate,hectares,stage_of_control,timestamp
0,mb,NO110,53.9306,-94.7225, 2022-09-08 05:00:00,2.0, OC,2022-09-26 12:48:48+00:00
1,mb,NO106,53.8483,-94.755, 2022-09-05 05:00:00,0.2, UC,2022-09-26 12:48:48+00:00
2,mb,NO104,54.1672,-94.3461, 2022-09-05 05:00:00,30.0, OC,2022-09-26 12:48:48+00:00
3,mb,NO109,53.8692,-94.6367, 2022-09-07 05:00:00,0.1, OC,2022-09-26 12:48:48+00:00
4,ak,Biederman,65.3239,-142.643, 2022-07-04 00:00:00,2727.09, Unstaffed/Uncontaine,2022-09-26 12:48:48+00:00
5,bc,2022-V11595,50.071,-122.037, 2022-08-20 01:03:00,895.0, OC,2022-09-26 12:48:48+00:00
6,bc,2022-V12158,49.9866,-121.87, 2022-08-31 00:27:00,124.0, OC,2022-09-26 12:48:48+00:00
7,bc,2022-K71995,51.0147,-122.375, 2022-08-26 01:04:00,4000.0, OC,2022-09-26 12:48:48+00:00
8,bc,2022-K50863,49.3697,-119.817, 2022-07-30 00:28:00,7042.0, UC,2022-09-26 12:48:48+00:00
9,conus,Norton,44.857,-114.927, 2022-08-01 17:30:00,3666.87, 21% contained,2022-09-26 12:48:48+00:00
10,bc,2022-K72076,50.2991,-122.034, 2022-08-27 17:51:00,450.0, OC,2022-09-26 12:48:48+00:00
11,bc,2022-N62240,49.1561,-118.773, 2022-09-03 17:39:00,44.0, UC,2022-09-26 12:48:48+00:00
12,conus,Porphyry,45.266,-115.484, 2022-08-13 00:00:00,1186.65, 40% contained,2022-09-26 12:48:48+00:00
13,bc,2022-V12079,48.9922,-121.438, 2022-08-27 18:08:00,44.0, OC,2022-09-26 12:48:48+00:00
14,bc,2022-V12211,49.1547,-121.013, 2022-09-02 02:37:00,282.0, OC,2022-09-26 12:48:48+00:00
15,bc,2022-V11912,49.0434,-121.319, 2022-08-24 19:30:00,169.0, OC,2022-09-26 12:48:48+00:00
16,yt,2022BC003,62.4833,-140.6, 2022-07-01 21:12:00,4000.0, BH,2022-09-26 12:48:48+00:00
17,bc,2022-K71717,50.5828,-122.123, 2022-08-21 17:14:00,1022.0, OC,2022-09-26 12:48:48+00:00
18,mb,NO112,55.3939,-98.0172, 2022-09-10 05:00:00,0.1, UC,2022-09-26 12:48:48+00:00
19,mb,NO102,54.6294,-94.3719, 2022-09-05 05:00:00,2.3, UC,2022-09-26 12:48:48+00:00
20,bc,2022-V11952,49.0406,-121.159, 2022-08-25 02:27:00,297.0, OC,2022-09-26 12:48:48+00:00
21,conus,Clover,45.048,-111.87, 2022-07-13 19:00:00,496.125, 70% contained,2022-09-26 12:48:48+00:00
22,bc,2022-C31930,52.4262,-120.499, 2022-08-24 23:12:00,45.0, BH,2022-09-26 12:48:48+00:00
23,nt,FS012-22,61.2222,-121.543, 2022-07-07 20:58:00,210.0, OC,2022-09-26 12:48:48+00:00
24,conus,Twist Creek,45.627,-114.951, 2022-08-23 00:00:00,937.98, 0% contained,2022-09-26 12:48:48+00:00
25,conus,Indian Ridge,45.784,-114.711, 2022-07-07 00:00:00,3625.97, 0% contained,2022-09-26 12:48:48+00:00
26,bc,2022-K21279,51.48,-119.731, 2022-08-12 18:41:00,385.8, BH,2022-09-26 12:48:48+00:00
27,conus,Solomon,46.633,-113.691, 2022-08-24 20:45:00,175.77, 0% contained,2022-09-26 12:48:48+00:00
28,pc,2022BA35,51.5631,-115.595, 2022-08-31 01:51:20,3500.0, OC,2022-09-26 12:48:48+00:00
29,bc,2022-K42304,50.6785,-118.901, 2022-09-06 23:44:00,61.0, UC,2022-09-26 12:48:48+00:00
30,bc,2022-N41724,51.2252,-118.095, 2022-08-21 20:06:00,243.0, BH,2022-09-26 12:48:48+00:00
31,conus,Crockets Knob,44.728,-118.708, 2022-08-22 03:00:00,1736.23, 80% contained,2022-09-26 12:48:48+00:00
32,bc,2022-K20943,51.4279,-119.852, 2022-08-01 05:29:00,309.0, BH,2022-09-26 12:48:48+00:00
33,bc,2022-N20881,50.7368,-115.705, 2022-07-30 18:43:00,1333.0, UC,2022-09-26 12:48:48+00:00
34,bc,2022-G62244,55.0925,-123.219, 2022-09-03 20:23:00,31.0, UC,2022-09-26 12:48:48+00:00
35,conus,Patrol Point,45.427,-114.938, 2022-08-20 12:00:00,6707.21, 0% contained,2022-09-26 12:48:48+00:00
36,bc,2022-N71860,49.4197,-117.413, 2022-08-23 23:42:00,24.5, UC,2022-09-26 12:48:48+00:00
37,conus,Suiattle River,48.311,-121.392, 2022-08-30 14:45:00,32.4, 0% contained,2022-09-26 12:48:48+00:00
